"N-gram","北齐书","北齐书翻译","Total"
"问舍人裴泽外","1","1","2"
"神武平定四方","1","1","2"
"世祖武成皇帝","1","1","2"
"蠕蠕太子庵罗","1","1","2"
"蠕太子庵罗辰","1","1","2"
"丞相斛律金率","1","1","2"
"大宁元年冬十","1","1","2"
"宁元年冬十一","1","1","2"
"元年冬十一月","1","1","2"
"年冬十一月癸","1","1","2"
"冬十一月癸丑","1","1","2"
"平秦王归彦太","2","0","2"
"郡王睿尚书令","2","0","2"
"平阳王淹太宰","2","0","2"
"州刺史斛律光","1","1","2"
"河清元年春正","1","1","2"
"清元年春正月","1","1","2"
"散骑常侍崔瞻","1","1","2"
"尚书令斛律光","1","1","2"
"王孝琬尚书左","2","0","2"
"孝琬尚书左仆","2","0","2"
"琬尚书左仆射","2","0","2"
"冬十一月丁丑","1","1","2"
"武明皇后配祭","1","1","2"
"司空斛律光督","1","1","2"
"城南双堂闰位","1","1","2"
"散骑常侍崔子","1","1","2"
"骑常侍崔子武","1","1","2"
"冬十二月癸巳","1","1","2"
"遣大将军达奚","1","1","2"
"大将军达奚武","1","1","2"
"三年春正月庚","1","1","2"
"诏平原王段韶","2","0","2"
"平原王段韶追","1","1","2"
"武兴王普尚书","2","0","2"
"散骑常侍皇甫","1","1","2"
"骑常侍皇甫亮","1","1","2"
"冬十一月甲午","1","1","2"
"诏散骑常侍刘","2","0","2"
"豫州刺史王士","1","1","2"
"州刺史王士良","1","1","2"
"兰陵王长恭尚","2","0","2"
"陵王长恭尚书","2","0","2"
"王长恭尚书令","2","0","2"
"四年春正月癸","1","1","2"
"年春正月癸卯","1","1","2"
"新罗国王金真","1","1","2"
"罗国王金真兴","1","1","2"
"后园万寿堂前","1","1","2"
"皇太子妃斛律","1","1","2"
"太子妃斛律氏","1","1","2"
"内参乘子尚乘","1","1","2"
"天统四年十二","1","1","2"
"统四年十二月","1","1","2"
"四年十二月辛","1","1","2"
"年十二月辛未","1","1","2"
"五年二月甲申","1","1","2"
"天保七年五月","1","1","2"
"天统元年夏四","1","1","2"
"统元年夏四月","1","1","2"
"瀛州刺史尉粲","1","1","2"
"仆射赵彦深左","2","0","2"
"射赵彦深左仆","2","0","2"
"赵彦深左仆射","2","0","2"
"散骑常侍王季","1","1","2"
"骑常侍王季高","1","1","2"
"太上皇帝诏增","1","1","2"
"上皇帝诏增置","1","1","2"
"皇帝诏增置都","1","1","2"
"帝诏增置都水","1","1","2"
"诏增置都水使","1","1","2"
"增置都水使者","1","1","2"
"置都水使者一","1","1","2"
"都水使者一人","1","1","2"
"奏改高祖文宣","1","1","2"
"改高祖文宣皇","1","1","2"
"太保侯莫陈相","1","1","2"
"冯翊王润太尉","2","0","2"
"府仪同三司韩","1","1","2"
"仪同三司韩祖","1","1","2"
"同三司韩祖念","1","1","2"
"杀河间王孝琬","1","1","2"
"靺鞨国遣使朝","2","0","2"
"鞨国遣使朝贡","2","0","2"
"年春正月壬辰","2","0","2"
"太上皇帝诏京","1","1","2"
"上皇帝诏京官","1","1","2"
"皇帝诏京官执","1","1","2"
"帝诏京官执事","1","1","2"
"诏京官执事散","1","1","2"
"京官执事散官","1","1","2"
"官执事散官三","1","1","2"
"执事散官三品","1","1","2"
"散骑常侍司马","1","1","2"
"骑常侍司马幼","1","1","2"
"文武百官进二","1","1","2"
"武百官进二级","1","1","2"
"散骑常侍郑大","1","1","2"
"骑常侍郑大护","1","1","2"
"太上皇帝诏侍","1","1","2"
"上皇帝诏侍中","1","1","2"
"皇帝诏侍中斛","1","1","2"
"帝诏侍中斛斯","1","1","2"
"诏侍中斛斯文","1","1","2"
"侍中斛斯文略","1","1","2"
"散骑常侍李翥","1","1","2"
"上太上皇后尊","1","1","2"
"太上皇后尊号","1","1","2"
"州太官官口二","1","1","2"
"太官官口二处","1","1","2"
"大莫娄国遣使","1","1","2"
"莫娄国遣使朝","1","1","2"
"娄国遣使朝贡","1","1","2"
"诏侍中叱列长","1","1","2"
"侍中叱列长叉","1","1","2"
"使巡省河北诸","1","1","2"
"巡省河北诸州","1","1","2"
"魏收尚书右仆","2","0","2"
"收尚书右仆射","2","0","2"
"散骑常侍裴献","1","1","2"
"百济王余昌使","2","0","2"
"济王余昌使持","2","0","2"
"王余昌使持节","2","0","2"
"府仪同三司唐","1","1","2"
"仪同三司唐邕","1","1","2"
"诏右丞相斛律","1","1","2"
"散骑常侍刘环","1","1","2"
"骑常侍刘环俊","1","1","2"
"军大将军厍狄","1","1","2"
"大将军厍狄伏","1","1","2"
"侍御史王子宣","1","1","2"
"御史王子宣等","1","1","2"
"尚书右仆射冯","1","1","2"
"书右仆射冯子","1","1","2"
"右仆射冯子琮","1","1","2"
"诏侍中赫连子","1","1","2"
"侍中赫连子悦","1","1","2"
"孝珩录尚书事","1","1","2"
"宁王孝珩司徒","2","0","2"
"诏文武官五品","1","1","2"
"废皇后斛律氏","1","1","2"
"弘德夫人穆氏","1","1","2"
"省尚书令高阿","1","1","2"
"散骑常侍崔象","1","1","2"
"南兖州刺史鲜","1","1","2"
"府仪同三司尉","1","1","2"
"仪同三司尉破","1","1","2"
"同三司尉破胡","1","1","2"
"诏开府王师罗","1","1","2"
"尚书令唐邕等","1","1","2"
"书令唐邕等大","1","1","2"
"令唐邕等大破","1","1","2"
"唐邕等大破思","1","1","2"
"广宁王孝珩等","1","1","2"
"平元年六月生","1","1","2"
"黄门侍郎颜推","2","0","2"
"侍中陈德信等","1","1","2"
"中陈德信等劝","1","1","2"
"中斛律孝卿送","1","1","2"
"斛律孝卿送禅","1","1","2"
"玉食者五百余","1","1","2"
"食者五百余人","1","1","2"
"穆皇后大宝林","1","1","2"
"皇后大宝林寺","1","1","2"
"神武明皇后娄","1","1","2"
"武明皇后娄氏","1","1","2"
"令魏安德主骑","1","1","2"
"魏安德主骑上","1","1","2"
"文宣皇后李氏","1","1","2"
"后主皇后斛律","1","1","2"
"主皇后斛律氏","1","1","2"
"武平三年正月","1","1","2"
"平三年正月生","1","1","2"
"后主皇后胡氏","1","1","2"
"后主皇后穆氏","1","1","2"
"侍中宋钦道家","1","1","2"
"女侍中陆太姬","1","1","2"
"侍中陆太姬知","1","1","2"
"时皇后斛律氏","1","1","2"
"折冲将军元正","1","1","2"
"冲将军元正烈","1","1","2"
"神武皇帝十五","1","1","2"
"武明娄皇后生","1","1","2"
"明娄皇后生文","1","1","2"
"娄皇后生文襄","1","1","2"
"皇后生文襄皇","1","1","2"
"后生文襄皇帝","1","1","2"
"博陵文简王济","2","0","2"
"永安简平王浚","2","0","2"
"穆氏生平阳靖","1","1","2"
"氏生平阳靖翼","1","1","2"
"生平阳靖翼王","1","1","2"
"平阳靖翼王淹","2","0","2"
"朱氏生彭城景","1","1","2"
"氏生彭城景思","1","1","2"
"生彭城景思王","1","1","2"
"彭城景思王浟","2","0","2"
"韩氏生上党刚","1","1","2"
"朱氏生任城王","1","1","2"
"游氏生高阳康","1","1","2"
"氏生高阳康穆","1","1","2"
"生高阳康穆王","1","1","2"
"高阳康穆王湜","2","0","2"
"郑氏生冯翊王","1","1","2"
"冯氏生汉阳敬","1","1","2"
"氏生汉阳敬怀","1","1","2"
"生汉阳敬怀王","1","1","2"
"汉阳敬怀王洽","2","0","2"
"沃县主簿张达","1","1","2"
"御史中丞崔昂","1","1","2"
"河清三年三月","1","1","2"
"库真都督破六","1","1","2"
"真都督破六韩","1","1","2"
"都督破六韩伯","1","1","2"
"督破六韩伯升","1","1","2"
"青州崔蔚波等","1","1","2"
"安德王称尊号","2","0","2"
"护军长史张晏","1","1","2"
"太子洗马王洽","1","1","2"
"六州大都督独","1","1","2"
"州大都督独孤","1","1","2"
"大都督独孤枝","1","1","2"
"都督独孤枝侵","1","1","2"
"文敬元皇后生","1","1","2"
"敬元皇后生河","1","1","2"
"元皇后生河间","1","1","2"
"皇后生河间王","1","1","2"
"后生河间王孝","1","1","2"
"宋氏生河南王","1","1","2"
"氏生河南王孝","1","1","2"
"生河南王孝瑜","1","1","2"
"王氏生广宁王","1","1","2"
"氏生广宁王孝","1","1","2"
"生广宁王孝珩","1","1","2"
"陈氏生安德王","1","1","2"
"氏生安德王延","1","1","2"
"生安德王延宗","1","1","2"
"燕氏生渔阳王","1","1","2"
"氏生渔阳王绍","1","1","2"
"生渔阳王绍信","1","1","2"
"孝瑜容貌魁伟","1","1","2"
"齐氏二十八年","1","1","2"
"河南种谷河北","1","1","2"
"南种谷河北生","1","1","2"
"白杨树头金鸡","1","1","2"
"杨树头金鸡鸣","1","1","2"
"昭玄都法顺请","1","1","2"
"武卫赫连辅玄","1","1","2"
"卫赫连辅玄倒","1","1","2"
"兰陵王入阵曲","1","1","2"
"武平四年五月","1","1","2"
"行参军阳士深","1","1","2"
"兰陵王芒山凯","1","1","2"
"齐昌王莫多娄","1","1","2"
"昌王莫多娄敬","1","1","2"
"王莫多娄敬显","1","1","2"
"武卫将军相里","1","1","2"
"卫将军相里僧","1","1","2"
"将军相里僧伽","1","1","2"
"尚书令史沮山","1","1","2"
"承御上士张寿","1","1","2"
"十二月十三日","1","1","2"
"二月十三日晡","1","1","2"
"月十三日晡时","1","1","2"
"武定中广州士","2","0","2"
"定中广州士曹","2","0","2"
"城人曹普演言","2","0","2"
"大富人钟长命","1","1","2"
"富人钟长命同","1","1","2"
"人钟长命同床","1","1","2"
"钟长命同床坐","1","1","2"
"灵州刺史袁洪","1","1","2"
"州刺史袁洪猛","1","1","2"
"遣大将军宇文","1","1","2"
"大将军宇文恩","1","1","2"
"河清三年五月","1","1","2"
"五月五日辰时","1","1","2"
"治书侍御史王","1","1","2"
"侍御史王子宜","1","1","2"
"中常侍刘辟疆","1","1","2"
"冯永洛就台斩","2","0","2"
"京畿军士三千","1","1","2"
"禁兵八十人召","1","1","2"
"汾大行台仆射","1","1","2"
"六州九酋长大","1","1","2"
"州九酋长大都","1","1","2"
"九酋长大都督","1","1","2"
"冀定沧瀛幽殷","1","1","2"
"肆云朔十州诸","1","1","2"
"云朔十州诸军","1","1","2"
"朔十州诸军事","1","1","2"
"武明娄皇后殷","1","1","2"
"明娄皇后殷勤","1","1","2"
"东燕六州诸军","1","1","2"
"燕六州诸军事","1","1","2"
"除北朔州刺史","2","0","2"
"摄大都督府长","1","1","2"
"大都督府长史","1","1","2"
"追赠睿父琛假","1","1","2"
"赠睿父琛假黄","1","1","2"
"迁骠骑大将军","2","0","2"
"拥泗水灌彭城","2","0","2"
"台慕容绍宗等","1","1","2"
"慕容绍宗等击","1","1","2"
"仪同三司苟子","1","1","2"
"同三司苟子溢","1","1","2"
"累迁散骑常侍","2","0","2"
"子百年皇太子","2","0","2"
"中兴寺内白凫","1","1","2"
"兴寺内白凫翁","1","1","2"
"四方侧听声雍","1","1","2"
"方侧听声雍雍","1","1","2"
"数百骑送济南","1","1","2"
"左丞相斛律明","1","1","2"
"丞相斛律明月","1","1","2"
"行台郎王行思","1","1","2"
"行台左丞王尚","1","1","2"
"妇人王氏私通","1","1","2"
"人王氏私通生","1","1","2"
"魏上党王元天","1","1","2"
"上党王元天穆","1","1","2"
"特赐归彦纱帽","1","1","2"
"郎中令吕思礼","1","1","2"
"中令吕思礼所","1","1","2"
"令吕思礼所告","1","1","2"
"冀州长史宇文","1","1","2"
"州长史宇文仲","1","1","2"
"长史宇文仲鸾","1","1","2"
"长乐郡守尉普","1","1","2"
"乐郡守尉普兴","1","1","2"
"郡守尉普兴等","1","1","2"
"禁仲鸾等五人","1","1","2"
"归彦登城大叫","1","1","2"
"令都督刘桃枝","1","1","2"
"魏末破六韩拔","1","1","2"
"末破六韩拔陵","1","1","2"
"破六韩拔陵乱","2","0","2"
"镇将杨钧固守","1","1","2"
"兖州刺史樊子","1","1","2"
"州刺史樊子鹄","1","1","2"
"临淮国郎中令","1","1","2"
"淮国郎中令告","1","1","2"
"后主令开府段","1","1","2"
"主令开府段畅","1","1","2"
"令开府段畅率","1","1","2"
"开府段畅率三","1","1","2"
"府段畅率三千","1","1","2"
"段畅率三千骑","1","1","2"
"令侍御史赵秀","1","1","2"
"侍御史赵秀通","1","1","2"
"尚书左丞宋仲","1","1","2"
"书左丞宋仲羡","1","1","2"
"妹乐陵长公主","1","1","2"
"授开府仪同三","1","1","2"
"应州刺史唐君","1","1","2"
"州刺史唐君明","1","1","2"
"州人田昭等七","1","1","2"
"人田昭等七千","1","1","2"
"田昭等七千户","1","1","2"
"除尚书左仆射","2","0","2"
"怀州刺史平鉴","1","1","2"
"州刺史平鉴等","1","1","2"
"行台侯莫陈崇","1","1","2"
"西北道慰喻大","1","1","2"
"北道慰喻大使","1","1","2"
"配飨高祖庙庭","2","0","2"
"追朱兆赤谼岭","2","0","2"
"军功封下洛县","1","1","2"
"功封下洛县男","1","1","2"
"累迁武卫将军","1","1","2"
"梁将东方白额","1","1","2"
"梁将严超达等","1","1","2"
"陈武帝率众将","1","1","2"
"刺史王敬宝遣","1","1","2"
"史王敬宝遣使","1","1","2"
"尧难宗等围守","1","1","2"
"难宗等围守宿","1","1","2"
"宗等围守宿预","1","1","2"
"冢宰宇文护母","1","1","2"
"宰宇文护母阎","1","1","2"
"宇文护母阎氏","1","1","2"
"文护母阎氏先","1","1","2"
"护母阎氏先配","1","1","2"
"母阎氏先配中","1","1","2"
"阎氏先配中山","1","1","2"
"黄门徐世荣乘","1","1","2"
"遣将尉迟迥等","1","1","2"
"将尉迟迥等袭","1","1","2"
"将军斛律光率","1","1","2"
"武平二年正月","1","1","2"
"太尉兰陵王长","1","1","2"
"尉兰陵王长恭","1","1","2"
"仪同若干显宝","1","1","2"
"同若干显宝等","1","1","2"
"开府仪同杨范","1","1","2"
"诏封深济北王","1","1","2"
"荣第二子孝言","1","1","2"
"宾客宋孝王家","1","1","2"
"诸人膝行跪伏","1","1","2"
"授开府仪同大","1","1","2"
"破六韩拔陵构","2","0","2"
"六韩拔陵构逆","2","0","2"
"加镇南大将军","1","1","2"
"蔚六州大都督","1","1","2"
"加右光禄大夫","1","1","2"
"薛孤延等固守","1","1","2"
"孤延等固守河","1","1","2"
"延等固守河阳","1","1","2"
"西魏九曲戍将","1","1","2"
"魏九曲戍将马","1","1","2"
"九曲戍将马绍","1","1","2"
"曲戍将马绍隆","1","1","2"
"金第二子丰乐","1","1","2"
"虏帅豆婆吐久","1","1","2"
"帅豆婆吐久备","1","1","2"
"瀛青齐沧幽肆","1","1","2"
"青齐沧幽肆晋","1","1","2"
"齐沧幽肆晋汾","1","1","2"
"沧幽肆晋汾十","1","1","2"
"幽肆晋汾十二","1","1","2"
"肆晋汾十二州","1","1","2"
"晋汾十二州诸","1","1","2"
"汾十二州诸军","1","1","2"
"周文帝长史莫","1","1","2"
"丞相属邢子高","1","1","2"
"仪同王敬俊等","1","1","2"
"仪同薛禹生弃","1","1","2"
"同薛禹生弃城","1","1","2"
"河清二年四月","1","1","2"
"诏光率步骑三","2","0","2"
"光率步骑三万","2","0","2"
"武平元年正月","1","1","2"
"周齐国公宇文","1","1","2"
"申国公扌翕跋","1","1","2"
"国公扌翕跋显","1","1","2"
"公扌翕跋显敬","1","1","2"
"都督越勤世良","1","1","2"
"大将军中部公","1","1","2"
"将军中部公梁","1","1","2"
"军中部公梁洛","1","1","2"
"中部公梁洛都","1","1","2"
"光率步骑五万","2","0","2"
"柱国韦孝宽等","1","1","2"
"大都督等九人","1","1","2"
"周建安等四戍","1","1","2"
"将军韦孝宽忌","1","1","2"
"盲眼老公背上","1","1","2"
"眼老公背上下","1","1","2"
"老公背上下大","1","1","2"
"公背上下大斧","1","1","2"
"丰乐威行突厥","1","1","2"
"丞相府佐封士","1","1","2"
"天统元年夏五","1","1","2"
"统元年夏五月","1","1","2"
"突厥木汗遣使","1","1","2"
"厥木汗遣使请","1","1","2"
"置立戍逻五十","1","1","2"
"立戍逻五十余","1","1","2"
"戍逻五十余所","1","1","2"
"军贺拔伏恩等","1","1","2"
"贺拔伏恩等十","1","1","2"
"拔伏恩等十余","1","1","2"
"伏恩等十余人","1","1","2"
"洛州行台仆射","1","1","2"
"州行台仆射独","1","1","2"
"行台仆射独孤","1","1","2"
"台仆射独孤永","1","1","2"
"仆射独孤永业","1","1","2"
"行燕郡守马嗣","1","1","2"
"燕郡守马嗣明","1","1","2"
"右将军李小光","1","1","2"
"青州刺史敬显","1","1","2"
"州刺史敬显俊","1","1","2"
"左卫将军厍狄","1","1","2"
"卫将军厍狄伏","1","1","2"
"军厍狄伏连等","1","1","2"
"进位骠骑大将","1","1","2"
"位骠骑大将军","1","1","2"
"高祖都督府长","1","1","2"
"祖都督府长史","1","1","2"
"高祖东征邢杲","1","1","2"
"六州流民大都","1","1","2"
"州流民大都督","1","1","2"
"改封咸阳郡公","1","1","2"
"时魏京兆王愉","1","1","2"
"冀相殷定沧瀛","1","1","2"
"相殷定沧瀛幽","1","1","2"
"殷定沧瀛幽安","1","1","2"
"定沧瀛幽安八","1","1","2"
"沧瀛幽安八州","1","1","2"
"瀛幽安八州行","1","1","2"
"幽安八州行台","1","1","2"
"安八州行台仆","1","1","2"
"八州行台仆射","1","1","2"
"时西魏遣将寇","1","1","2"
"释褐员外散骑","2","0","2"
"高祖讨斛斯椿","2","0","2"
"本官录尚书事","1","1","2"
"子德枢等十余","1","1","2"
"德枢等十余人","1","1","2"
"仪同三司崔孝","1","1","2"
"同三司崔孝芬","1","1","2"
"瀛州刺史元晏","1","1","2"
"世宗入辅朝政","2","0","2"
"重赠子瑞怀州","1","1","2"
"隋开皇中尚书","2","0","2"
"尚书民部侍郎","1","1","2"
"魏武帝猜忌高","1","1","2"
"武帝猜忌高祖","1","1","2"
"齐州刺史尉景","1","1","2"
"配享高祖庙庭","1","1","2"
"民韩木兰等率","1","1","2"
"韩木兰等率土","1","1","2"
"樊子鹄兖州反","2","0","2"
"兴敬随司空韩","1","1","2"
"敬随司空韩轨","1","1","2"
"高祖攻周文帝","2","0","2"
"祖攻周文帝邙","2","0","2"
"攻周文帝邙山","2","0","2"
"改封卢乡县侯","1","1","2"
"朱荣府骑兵参","1","1","2"
"荣府骑兵参军","1","1","2"
"大都督裴俊等","1","1","2"
"复除晋州刺史","2","0","2"
"赐爵西河县公","1","1","2"
"转尚书左仆射","2","0","2"
"持节南道大都","1","1","2"
"节南道大都督","1","1","2"
"时范阳人卢仲","1","1","2"
"范阳人卢仲延","1","1","2"
"阳人卢仲延率","1","1","2"
"率河北流人反","2","0","2"
"破梁仁州刺史","1","1","2"
"梁仁州刺史黄","1","1","2"
"仁州刺史黄道","1","1","2"
"州刺史黄道始","1","1","2"
"长史贺若徽执","2","0","2"
"史贺若徽执刺","2","0","2"
"贺若徽执刺史","2","0","2"
"若徽执刺史田","2","0","2"
"徽执刺史田迅","2","0","2"
"豫州刺史尧雄","1","1","2"
"州刺史尧雄等","1","1","2"
"延敬等战失利","2","0","2"
"攻独孤愿金墉","2","0","2"
"独孤愿金墉城","2","0","2"
"恒州内部敕勒","1","1","2"
"邑一千五百户","1","1","2"
"随大都督娄昭","1","1","2"
"除西兖州刺史","2","0","2"
"高祖沙苑失利","2","0","2"
"晋州行事封祖","1","1","2"
"州行事封祖业","1","1","2"
"行事封祖业弃","1","1","2"
"事封祖业弃城","1","1","2"
"秀容人五千户","1","1","2"
"击怀州逆贼潘","1","1","2"
"怀州逆贼潘集","1","1","2"
"豫州镇城都督","1","1","2"
"后隶高祖都督","2","0","2"
"保洛随例封昌","1","1","2"
"洛随例封昌平","1","1","2"
"随例封昌平县","1","1","2"
"例封昌平县薄","1","1","2"
"封昌平县薄家","1","1","2"
"昌平县薄家城","1","1","2"
"平县薄家城乡","1","1","2"
"县薄家城乡男","1","1","2"
"薄家城乡男一","1","1","2"
"家城乡男一百","1","1","2"
"城乡男一百户","1","1","2"
"仪同贾显智率","1","1","2"
"同贾显智率豫","1","1","2"
"州刺史斛斯寿","1","1","2"
"道行台尚书仆","1","1","2"
"行台尚书仆射","1","1","2"
"节度西道诸军","1","1","2"
"度西道诸军事","1","1","2"
"邑一千一百户","1","1","2"
"武平二年四月","1","1","2"
"朔州征虏府外","1","1","2"
"州征虏府外兵","1","1","2"
"征虏府外兵参","1","1","2"
"虏府外兵参军","1","1","2"
"封固安县开国","1","1","2"
"固安县开国子","1","1","2"
"仪同刘丰讨侯","2","0","2"
"同刘丰讨侯景","2","0","2"
"肆幽安四州军","1","1","2"
"幽安四州军事","1","1","2"
"颍川人张俭聚","1","1","2"
"川人张俭聚众","1","1","2"
"二人劝后主作","1","1","2"
"人劝后主作承","1","1","2"
"劝后主作承光","1","1","2"
"后主作承光主","1","1","2"
"主作承光主诏","1","1","2"
"雄车骑大将军","1","1","2"
"赵继宗杀颍川","1","1","2"
"继宗杀颍川太","1","1","2"
"宗杀颍川太守","1","1","2"
"杀颍川太守邵","1","1","2"
"颍川太守邵招","1","1","2"
"梁司州刺史陈","1","1","2"
"司州刺史陈庆","1","1","2"
"擒梁镇将苟元","1","1","2"
"梁镇将苟元广","1","1","2"
"广州刺史赵育","1","1","2"
"随行台任延敬","1","1","2"
"右丞韦孝宽等","1","1","2"
"丞韦孝宽等攻","1","1","2"
"外兵参军王恒","1","1","2"
"兵参军王恒伽","1","1","2"
"都督赫连俊等","1","1","2"
"督赫连俊等数","1","1","2"
"赫连俊等数十","1","1","2"
"连俊等数十骑","1","1","2"
"逐西魏刺史赵","1","1","2"
"西魏刺史赵继","1","1","2"
"魏刺史赵继宗","1","1","2"
"义州刺史韩显","1","1","2"
"西魏行台薛崇","1","1","2"
"魏行台薛崇礼","1","1","2"
"祖破纥豆陵步","1","1","2"
"破纥豆陵步藩","1","1","2"
"磨城镇大都督","1","1","2"
"显行西兖州事","1","1","2"
"左卫将军斛律","1","1","2"
"卫将军斛律平","1","1","2"
"随叔父魏广平","1","1","2"
"叔父魏广平内","1","1","2"
"父魏广平内史","1","1","2"
"魏广平内史老","1","1","2"
"广平内史老生","1","1","2"
"平内史老生征","1","1","2"
"元天穆讨邢杲","2","0","2"
"奔广州刺史郑","1","1","2"
"广州刺史郑先","1","1","2"
"州刺史郑先护","1","1","2"
"东徐州防城都","1","1","2"
"徐州防城都督","1","1","2"
"东徐州刺史斛","1","1","2"
"徐州刺史斛斯","1","1","2"
"州刺史斛斯椿","1","1","2"
"兰陵太守李义","1","1","2"
"绍宗容貌恢毅","1","1","2"
"军功封索卢县","1","1","2"
"功封索卢县子","1","1","2"
"元天穆平邢杲","1","1","2"
"宜阳民李延孙","1","1","2"
"阳民李延孙聚","1","1","2"
"民李延孙聚众","1","1","2"
"都督厍狄安盛","1","1","2"
"督厍狄安盛等","1","1","2"
"丞相府记室孙","1","1","2"
"相府记室孙搴","1","1","2"
"绍宗率兵讨击","1","1","2"
"子贞阳侯渊明","1","1","2"
"贞阳侯渊明等","1","1","2"
"大都督高岳等","1","1","2"
"大将王思政入","1","1","2"
"都督宗正珍孙","1","1","2"
"遣帐下孙怀彦","1","1","2"
"帐下孙怀彦奉","1","1","2"
"下孙怀彦奉表","1","1","2"
"大行台胡元吉","1","1","2"
"行台胡元吉奉","1","1","2"
"台胡元吉奉诏","1","1","2"
"胡元吉奉诏晓","1","1","2"
"循义关右行台","1","1","2"
"西魏北华州刺","1","1","2"
"魏北华州刺史","1","1","2"
"北华州刺史薛","1","1","2"
"华州刺史薛崇","1","1","2"
"州刺史薛崇礼","1","1","2"
"刺史薛崇礼屯","1","1","2"
"崇礼率万余人","1","1","2"
"西魏仪同长孙","1","1","2"
"魏仪同长孙子","1","1","2"
"仪同长孙子彦","1","1","2"
"正平太守段荣","1","1","2"
"平太守段荣显","1","1","2"
"胡垂黎等部落","1","1","2"
"垂黎等部落数","1","1","2"
"黎等部落数千","1","1","2"
"褐员外散骑侍","2","0","2"
"袭第一民酋长","2","0","2"
"娄昭讨樊子鹄","2","0","2"
"诸将南讨江淮","1","1","2"
"军功除扬武军","1","1","2"
"功除扬武军帐","1","1","2"
"除扬武军帐内","1","1","2"
"扬武军帐内统","1","1","2"
"武军帐内统军","1","1","2"
"累迁秦州镇城","1","1","2"
"迁秦州镇城都","1","1","2"
"秦州镇城都督","1","1","2"
"大都督元宝掌","1","1","2"
"北育太守宋带","1","1","2"
"育太守宋带剑","1","1","2"
"太守宋带剑谋","1","1","2"
"豫州刺史李恩","1","1","2"
"西魏荆州刺史","1","1","2"
"魏荆州刺史郭","1","1","2"
"荆州刺史郭鸾","1","1","2"
"兖州刺史王彦","1","1","2"
"州刺史王彦夏","1","1","2"
"新蔡太守鲁悉","1","1","2"
"蔡太守鲁悉达","1","1","2"
"右仆射元罗巡","1","1","2"
"仆射元罗巡抚","1","1","2"
"射元罗巡抚三","1","1","2"
"元罗巡抚三齐","1","1","2"
"北受幽州刺史","1","1","2"
"受幽州刺史刘","1","1","2"
"刺史刘灵助节","1","1","2"
"史刘灵助节度","1","1","2"
"定策推立中兴","1","1","2"
"策推立中兴主","1","1","2"
"贺拔胜荆州刺","2","0","2"
"拔胜荆州刺史","2","0","2"
"都督三徐诸军","1","1","2"
"督三徐诸军事","1","1","2"
"时武卫将军元","1","1","2"
"武卫将军元整","1","1","2"
"卫将军元整监","1","1","2"
"将军元整监刑","1","1","2"
"冀定沧瀛幽齐","1","1","2"
"定沧瀛幽齐徐","1","1","2"
"沧瀛幽齐徐青","1","1","2"
"瀛幽齐徐青光","1","1","2"
"幽齐徐青光兖","1","1","2"
"齐徐青光兖十","1","1","2"
"徐青光兖十州","1","1","2"
"青光兖十州军","1","1","2"
"光兖十州军事","1","1","2"
"本乡部曲数千","1","1","2"
"乡部曲数千人","1","1","2"
"除通直散骑侍","2","0","2"
"密令刺史元仲","1","1","2"
"令刺史元仲宗","1","1","2"
"刺史元仲宗诱","1","1","2"
"乡人部曲王桃","1","1","2"
"人部曲王桃汤","1","1","2"
"呼延族等三千","1","1","2"
"延族等三千人","1","1","2"
"西魏洛州刺史","1","1","2"
"魏洛州刺史泉","1","1","2"
"洛州刺史泉企","1","1","2"
"统七十六都督","1","1","2"
"史万俟受洛干","1","1","2"
"第三子道豁嗣","1","1","2"
"史明曜等攻劫","1","1","2"
"明曜等攻劫道","1","1","2"
"曜等攻劫道路","1","1","2"
"杜灵椿等攻城","1","1","2"
"季式兄弟贵盛","1","1","2"
"清河公岳破萧","1","1","2"
"河公岳破萧明","1","1","2"
"功加仪同三司","1","1","2"
"随司徒潘乐征","1","1","2"
"司徒潘乐征讨","1","1","2"
"徒潘乐征讨江","1","1","2"
"光州刺史李元","1","1","2"
"州刺史李元忠","1","1","2"
"黄门郎司马消","1","1","2"
"门郎司马消难","1","1","2"
"消难美酒数石","1","1","2"
"功累迁左光禄","1","1","2"
"高祖遥授长命","1","1","2"
"祖遥授长命雍","1","1","2"
"遥授长命雍州","1","1","2"
"授长命雍州刺","1","1","2"
"长命雍州刺史","1","1","2"
"赐爵长广县伯","1","1","2"
"海宝权行沧州","1","1","2"
"宝权行沧州事","1","1","2"
"前范阳太守刁","1","1","2"
"范阳太守刁整","1","1","2"
"军功除殿中将","1","1","2"
"功除殿中将军","1","1","2"
"七年三月渡江","1","1","2"
"汝南王悦开府","1","1","2"
"道人法庆作乱","1","1","2"
"人法庆作乱冀","1","1","2"
"齐二州士民反","1","1","2"
"二州士民反叛","1","1","2"
"集诸州郡督将","1","1","2"
"诸州郡督将僚","1","1","2"
"州郡督将僚吏","1","1","2"
"郡督将僚吏等","1","1","2"
"督将僚吏等议","1","1","2"
"降俘三万余人","1","1","2"
"朱荣佐命前朝","1","1","2"
"配食明帝庙庭","1","1","2"
"长乐太守高景","1","1","2"
"乐太守高景等","1","1","2"
"仲密枝党同恶","1","1","2"
"密枝党同恶向","1","1","2"
"枝党同恶向西","1","1","2"
"党同恶向西者","1","1","2"
"本官行济州事","1","1","2"
"太常卿李元忠","1","1","2"
