"N-gram","新唐书","新唐书翻译","Total"
"尚书右仆射侯希","1","1","2"
"书右仆射侯希逸","1","1","2"
"前永平军节度使","1","1","2"
"永平军节度使张","1","1","2"
"平军节度使张镒","1","1","2"
"东川节度使王叔","1","1","2"
"川节度使王叔邕","1","1","2"
"南东道节度使贾","1","1","2"
"东道节度使贾耽","1","1","2"
"恒冀观察使王武","1","1","2"
"冀观察使王武俊","1","1","2"
"观察使王武俊反","1","1","2"
"澶相节度招讨使","1","1","2"
"李怀光杀左厢兵","1","1","2"
"怀光杀左厢兵马","1","1","2"
"光杀左厢兵马使","1","1","2"
"杀左厢兵马使张","1","1","2"
"左厢兵马使张名","1","1","2"
"厢兵马使张名振","1","1","2"
"右武锋兵马使石","1","1","2"
"武锋兵马使石演","1","1","2"
"锋兵马使石演芬","1","1","2"
"泾原兵马使田希","1","1","2"
"李怀光杀步军兵","1","1","2"
"怀光杀步军兵马","1","1","2"
"光杀步军兵马使","1","1","2"
"杀步军兵马使田","1","1","2"
"步军兵马使田仙","1","1","2"
"军兵马使田仙浩","1","1","2"
"淮西兵马使吴少","1","1","2"
"西兵马使吴少诚","1","1","2"
"兵马使吴少诚杀","1","1","2"
"横海军兵马使程","1","1","2"
"海军兵马使程怀","1","1","2"
"军兵马使程怀信","1","1","2"
"淮南节度使杜佑","1","1","2"
"长武城使高崇文","1","1","2"
"左神策行营节度","1","1","2"
"神策行营节度使","1","1","2"
"左右神策京西行","1","1","2"
"右神策京西行营","1","1","2"
"神策京西行营兵","1","1","2"
"策京西行营兵马","1","1","2"
"京西行营兵马使","1","1","2"
"西行营兵马使李","1","1","2"
"行营兵马使李元","1","1","2"
"营兵马使李元奕","1","1","2"
"西道节度使严砺","1","1","2"
"南东川节度使李","1","1","2"
"东川节度使李康","1","1","2"
"镇州西面行营都","1","1","2"
"州西面行营都招","1","1","2"
"西面行营都招讨","1","1","2"
"面行营都招讨使","1","1","2"
"军卫大将军杜叔","1","1","2"
"卫大将军杜叔良","1","1","2"
"深州诸道行营节","1","1","2"
"州诸道行营节度","1","1","2"
"诸道行营节度使","1","1","2"
"兵部尚书李逢吉","1","1","2"
"李逢吉门下侍郎","2","0","2"
"户部侍郎判度支","1","1","2"
"部侍郎判度支窦","1","1","2"
"侍郎判度支窦易","1","1","2"
"郎判度支窦易直","1","1","2"
"左神策军中尉仇","1","1","2"
"神策军中尉仇士","1","1","2"
"策军中尉仇士良","1","1","2"
"军中尉仇士良杀","1","1","2"
"中尉仇士良杀王","1","1","2"
"尉仇士良杀王涯","1","1","2"
"凤翔监军使张仲","1","1","2"
"翔监军使张仲清","1","1","2"
"监军使张仲清杀","1","1","2"
"杀左金吾卫将军","1","1","2"
"左金吾卫将军李","1","1","2"
"金吾卫将军李贞","1","1","2"
"吾卫将军李贞素","1","1","2"
"翰林学士顾师邕","1","1","2"
"户部尚书杨嗣复","1","1","2"
"御史大夫陈夷行","1","1","2"
"吾卫大将军李思","1","1","2"
"卫大将军李思忠","1","1","2"
"党项都将西南面","1","1","2"
"项都将西南面招","1","1","2"
"都将西南面招讨","1","1","2"
"将西南面招讨使","1","1","2"
"武宁军节度使李","1","1","2"
"宁军节度使李彦","1","1","2"
"军节度使李彦佐","1","1","2"
"晋绛行营诸军节","1","1","2"
"绛行营诸军节度","1","1","2"
"行营诸军节度招","1","1","2"
"营诸军节度招讨","1","1","2"
"诸军节度招讨使","1","1","2"
"武军节度使王宰","1","1","2"
"河阳行营攻讨使","1","1","2"
"冀氏行营攻讨使","1","1","2"
"南节度副大使杜","1","1","2"
"南东道节度使郑","1","1","2"
"东道节度使郑肃","1","1","2"
"兵部侍郎白敏中","1","1","2"
"道盐铁转运使马","1","1","2"
"盐铁转运使马植","1","1","2"
"凤翔节度使李安","1","1","2"
"翔节度使李安业","1","1","2"
"河东节度使李拭","1","1","2"
"平夏党项行营兵","1","1","2"
"夏党项行营兵马","1","1","2"
"党项行营兵马都","1","1","2"
"项行营兵马都统","1","1","2"
"道盐铁转运使裴","1","1","2"
"盐铁转运使裴休","1","1","2"
"成德军节度副大","1","1","2"
"德军节度副大使","1","1","2"
"军节度副大使王","1","1","2"
"节度副大使王绍","1","1","2"
"度副大使王绍鼎","1","1","2"
"兵部侍郎刘崇望","1","1","2"
"苏州刺史杜孺休","1","1","2"
"户部尚书郑延昌","1","1","2"
"右散骑常侍郑綮","1","1","2"
"御史大夫徐彦若","1","1","2"
"前护国军节度使","1","1","2"
"护国军节度使崔","1","1","2"
"国军节度使崔胤","1","1","2"
"军节度使崔胤中","2","0","2"
"节度使崔胤中书","2","0","2"
"度使崔胤中书侍","2","0","2"
"使崔胤中书侍郎","2","0","2"
"太子詹事马道殷","1","1","2"
"义军节度使张琏","1","1","2"
"凤翔西北行营招","1","1","2"
"翔西北行营招讨","1","1","2"
"西北行营招讨使","1","1","2"
"凤翔四面行营副","1","1","2"
"翔四面行营副都","1","1","2"
"魏博节度使罗弘","1","1","2"
"博节度使罗弘信","1","1","2"
"衢州刺史陈岌叛","2","0","2"
"州刺史陈岌叛附","2","0","2"
"武定军节度使拓","1","1","2"
"定军节度使拓拔","1","1","2"
"军节度使拓拔思","1","1","2"
"节度使拓拔思恭","1","1","2"
"度使拓拔思恭叛","1","1","2"
"睦州刺史陈询叛","1","1","2"
"静海军节度使独","1","1","2"
"海军节度使独孤","1","1","2"
"军节度使独孤损","1","1","2"
"太子太保致仕赵","1","1","2"
"子太保致仕赵崇","1","1","2"
"忠国军节度使高","1","1","2"
"国军节度使高彦","1","1","2"
"太宗文德顺圣皇","1","1","2"
"宗文德顺圣皇后","1","1","2"
"文德顺圣皇后长","1","1","2"
"德顺圣皇后长孙","1","1","2"
"顺圣皇后长孙氏","1","1","2"
"长安恶少年二千","1","1","2"
"安恶少年二千人","1","1","2"
"少补左司御兵曹","1","1","2"
"补左司御兵曹参","1","1","2"
"左司御兵曹参军","1","1","2"
"幽州总管罗艺引","1","1","2"
"君集积石道行军","2","0","2"
"集积石道行军总","2","0","2"
"大丞相府司录参","1","1","2"
"著作郎殷闻礼主","1","1","2"
"中书舍人孔绍安","1","1","2"
"太子洗马萧德言","1","1","2"
"子洗马萧德言主","1","1","2"
"吏部郎中祖孝孙","1","1","2"
"加修文馆大学士","1","1","2"
"特进同中书门下","1","1","2"
"进同中书门下三","1","1","2"
"襄邑恭王神符五","1","1","2"
"邑恭王神符五世","1","1","2"
"恭王神符五世孙","1","1","2"
"租地安辑户口使","1","1","2"
"四镇都知兵马使","1","1","2"
"范阳大都督府长","1","1","2"
"阳大都督府长史","1","1","2"
"山西河东慰抚大","1","1","2"
"西河东慰抚大使","1","1","2"
"高宗天皇大圣大","1","1","2"
"宗天皇大圣大弘","1","1","2"
"天顺圣皇后武氏","2","0","2"
"天兵中道大总管","1","1","2"
"天兵西道前军总","1","1","2"
"兵西道前军总管","1","1","2"
"羽林卫大将军阎","1","1","2"
"林卫大将军阎敬","1","1","2"
"卫大将军阎敬容","1","1","2"
"大大圣大昭孝皇","2","0","2"
"刑部尚书韦安石","1","1","2"
"太子右庶子李怀","1","1","2"
"子右庶子李怀远","1","1","2"
"凉州都督唐休璟","2","0","2"
"道大圣大明孝皇","2","0","2"
"大圣大明孝皇帝","2","0","2"
"尊号曰开元天宝","2","0","2"
"号曰开元天宝圣","2","0","2"
"曰开元天宝圣文","2","0","2"
"天宝圣文神武应","1","1","2"
"剑南节度使崔圆","1","1","2"
"文明武德大圣大","2","0","2"
"明武德大圣大宣","2","0","2"
"武德大圣大宣孝","2","0","2"
"德大圣大宣孝皇","2","0","2"
"大圣大宣孝皇帝","2","0","2"
"朔方军节度使路","1","1","2"
"方军节度使路嗣","1","1","2"
"军节度使路嗣恭","1","1","2"
"节度使马璘吐蕃","2","0","2"
"度使马璘吐蕃战","2","0","2"
"义军节度使李承","1","1","2"
"军节度使李承昭","1","1","2"
"南西道节度使张","1","1","2"
"西道节度使张献","1","1","2"
"道节度使张献恭","1","1","2"
"崔宁吐蕃战西山","2","0","2"
"代州刺史张光晟","1","1","2"
"昭文章武大圣神","2","0","2"
"文章武大圣神孝","2","0","2"
"章武大圣神孝皇","2","0","2"
"武大圣神孝皇帝","2","0","2"
"睿武昭愍孝皇帝","2","0","2"
"皇太子皇帝位太","2","0","2"
"太子皇帝位太极","2","0","2"
"子皇帝位太极殿","2","0","2"
"元圣昭献孝皇帝","2","0","2"
"元圣明成武献文","2","0","2"
"圣明成武献文睿","2","0","2"
"圣穆景文孝皇帝","2","0","2"
"前昭义军节度使","1","1","2"
"义军节度使李罕","1","1","2"
"宁四面行营副都","1","1","2"
"将军田仁会诬奏","1","1","2"
"军田仁会诬奏御","1","1","2"
"田仁会诬奏御史","1","1","2"
"仁会诬奏御史张","1","1","2"
"会诬奏御史张仁","1","1","2"
"炎见裴行俭破突","1","1","2"
"见裴行俭破突厥","1","1","2"
"前率府仓曹参军","1","1","2"
"率府仓曹参军曲","1","1","2"
"府仓曹参军曲元","1","1","2"
"仓曹参军曲元衡","1","1","2"
"龙武将军葛福顺","1","1","2"
"武将军葛福顺相","1","1","2"
"右散骑常侍徐坚","1","1","2"
"荆州长史韦虚心","1","1","2"
"怀州刺史王丘分","1","1","2"
"荥阳楼烦二郡太","1","1","2"
"阳楼烦二郡太守","1","1","2"
"马邑太守王仁恭","1","1","2"
"虎牙郎将高君雅","1","1","2"
"牙郎将高君雅见","1","1","2"
"开阳府司马刘政","1","1","2"
"阳府司马刘政会","1","1","2"
"虎牙郎将宋老生","1","1","2"
"鹰扬府司马李轨","1","1","2"
"骁卫大将军屈突","1","1","2"
"卫大将军屈突通","1","1","2"
"主符郎宋公弼收","1","1","2"
"大都督内外诸军","1","1","2"
"都督内外诸军事","1","1","2"
"右屯卫将军宇文","1","1","2"
"屯卫将军宇文化","1","1","2"
"左武卫大将军王","1","1","2"
"武卫大将军王世","1","1","2"
"卫大将军王世充","1","1","2"
"大将军王世充立","1","1","2"
"将军王世充立越","1","1","2"
"军王世充立越王","1","1","2"
"相府司录参军窦","1","1","2"
"府司录参军窦威","1","1","2"
"秦王世民西讨元","2","0","2"
"王世民西讨元帅","2","0","2"
"太仆卿宇文明达","1","1","2"
"黄门侍郎陈叔达","1","1","2"
"岩州刺史王德仁","1","1","2"
"州刺史王德仁杀","1","1","2"
"招慰使宇文明达","1","1","2"
"慰使宇文明达反","1","1","2"
"商州刺史泉彦宗","1","1","2"
"行军总管赵慈景","1","1","2"
"军总管赵慈景攻","1","1","2"
"左屯卫将军何潘","1","1","2"
"屯卫将军何潘仁","1","1","2"
"陟州刺史李育德","1","1","2"
"户部尚书刘文静","1","1","2"
"右武卫大将军姜","1","1","2"
"武卫大将军姜宝","1","1","2"
"卫大将军姜宝谊","1","1","2"
"工部尚书独孤怀","1","1","2"
"部尚书独孤怀恩","1","1","2"
"夏县人吕崇茂反","1","1","2"
"检校隰州总管刘","1","1","2"
"校隰州总管刘师","1","1","2"
"隰州总管刘师善","1","1","2"
"州总管刘师善谋","1","1","2"
"总管刘师善谋反","1","1","2"
"中书侍郎封德彝","1","1","2"
"行军总管段德操","1","1","2"
"瓜州刺史贺拔行","1","1","2"
"州刺史贺拔行威","1","1","2"
"刺史贺拔行威反","1","1","2"
"车骑将军董阿兴","1","1","2"
"太常少卿李仲文","1","1","2"
"常少卿李仲文谋","1","1","2"
"少卿李仲文谋反","1","1","2"
"行军总管卢君谔","1","1","2"
"大将军长孙顺德","1","1","2"
"武卫将军王君廓","1","1","2"
"贝州刺史戴元祥","1","1","2"
"行军总管王孝基","1","1","2"
"屯卫将军王行敏","1","1","2"
"深州人崔元逊杀","1","1","2"
"州总管徐圆朗反","1","1","2"
"毛州人董灯明杀","1","1","2"
"杞州人周文举杀","1","1","2"
"齐王元吉讨黑闼","2","0","2"
"东盐州治中王才","1","1","2"
"盐州治中王才艺","1","1","2"
"州治中王才艺杀","1","1","2"
"汴州总管王要汉","1","1","2"
"蔚州总管高开道","1","1","2"
"州总管高开道反","1","1","2"
"代州总管李大恩","1","1","2"
"瓜州道行军总管","1","1","2"
"岷州总管李长卿","1","1","2"
"河北道行军总管","1","1","2"
"迁州人邓士政反","1","1","2"
"道行台左仆射窦","1","1","2"
"行台左仆射窦轨","1","1","2"
"灵州总管杨师道","1","1","2"
"洪州总管宇文歆","1","1","2"
"定州总管双士洛","1","1","2"
"骠骑将军魏道仁","1","1","2"
"东盐州人马君德","1","1","2"
"贝州刺史许善护","1","1","2"
"观州刺史刘君会","1","1","2"
"骠骑将军卫彦讨","1","1","2"
"洪州总管张善安","1","1","2"
"州总管张善安反","1","1","2"
"南州刺史庞孝泰","1","1","2"
"州刺史庞孝泰反","1","1","2"
"吏部尚书赵恭仁","1","1","2"
"检校凉州诸军事","1","1","2"
"淮南道行台左仆","1","1","2"
"南道行台左仆射","1","1","2"
"道行台左仆射辅","1","1","2"
"行台左仆射辅公","1","1","2"
"江州道行军元帅","1","1","2"
"渝州人张大智反","1","1","2"
"邹州人邓同颖杀","1","1","2"
"渔阳部将张金树","1","1","2"
"阳部将张金树杀","1","1","2"
"庆州都督杨文干","1","1","2"
"州都督杨文干反","1","1","2"
"骠骑将军彭武杰","1","1","2"
"州行军总管张瑾","1","1","2"
"郓州都督张德政","1","1","2"
"行军长史温彦博","1","1","2"
"太子右庶子高士","1","1","2"
"子右庶子高士廉","1","1","2"
"萧瑀尚书左仆射","2","0","2"
"太上皇徙居大安","2","0","2"
"上皇徙居大安宫","2","0","2"
"益州道行台尚书","1","1","2"
"左右十二卫大将","1","1","2"
"右十二卫大将军","1","1","2"
"尚书右丞封孝琰","1","1","2"
"幽州都督王君廓","1","1","2"
"利州都督李孝常","1","1","2"
"右武卫将军刘德","1","1","2"
"武卫将军刘德裕","1","1","2"
"卫将军刘德裕谋","1","1","2"
"将军刘德裕谋反","1","1","2"
"关内道行军大总","1","1","2"
"内道行军大总管","1","1","2"
"朔方人梁洛仁杀","1","1","2"
"辰州刺史裴虔通","1","1","2"
"莱州刺史牛方裕","1","1","2"
"绛州刺史薛世良","1","1","2"
"广州长史唐奉义","1","1","2"
"虎牙郎将高元礼","1","1","2"
"瀛州刺史卢祖尚","1","1","2"
"胜州道行军总管","1","1","2"
"通漠道行军总管","1","1","2"
"金河道行军总管","1","1","2"
"大同道行军总管","1","1","2"
"幽州都督卫孝节","1","1","2"
"恒安道行军总管","1","1","2"
"营州都督薛万淑","1","1","2"
"畅武道行军总管","1","1","2"
"右卫大将军侯君","1","1","2"
"卫大将军侯君集","1","1","2"
"右武卫将军李子","1","1","2"
"赐民八十上粟帛","2","0","2"
"屯卫大将军张士","1","1","2"
"卫大将军张士贵","1","1","2"
"龚州道行军总管","1","1","2"
"州道行军总管讨","2","0","2"
"开府仪同三司长","1","1","2"
"府仪同三司长孙","1","1","2"
"品上子父后者爵","2","0","2"
"上子父后者爵一","2","0","2"
"子父后者爵一级","2","0","2"
"左骁卫大将军段","1","1","2"
"骁卫大将军段志","1","1","2"
"卫大将军段志玄","1","1","2"
"左骁卫将军樊兴","1","1","2"
"西海道行军大总","1","1","2"
"鄯善道行军总管","1","1","2"
"凉州都督李大亮","1","1","2"
"利州刺史高甑生","1","1","2"
"盐泽道行军总管","1","1","2"
"盐泽道行军副总","1","1","2"
"泽道行军副总管","1","1","2"
"道行军副总管刘","1","1","2"
"行军副总管刘德","1","1","2"
"军副总管刘德敏","1","1","2"
"废明德宫玄圃院","2","0","2"
"夔州都督齐善行","1","1","2"
"吏部尚书高士廉","1","1","2"
"阔水道行军总管","1","1","2"
"水道行军总管牛","1","1","2"
"道行军总管牛进","1","1","2"
"行军总管牛进达","1","1","2"
"桂州都督张宝德","1","1","2"
"交州都督李道彦","1","1","2"
"将军上官怀仁讨","1","1","2"
"广州总管党仁弘","1","1","2"
"诏岁二月事泰山","2","0","2"
"朔州道行军总管","1","1","2"
"右卫大将军李大","1","1","2"
"卫大将军李大亮","1","1","2"
"灵州道行军总管","1","1","2"
"凉州都督李袭誉","1","1","2"
"凉州道行军总管","1","1","2"
"李世勣薛延陀战","2","0","2"
"中书舍人岑文本","1","1","2"
"岑文本中书侍郎","2","0","2"
"代州都督刘兰谋","1","1","2"
"州都督刘兰谋反","1","1","2"
"赐文武官五品上","2","0","2"
"官五品上子父后","2","0","2"
"高士廉同中书门","1","1","2"
"士廉同中书门下","1","1","2"
"廉同中书门下三","1","1","2"
"营州都督张俭率","1","1","2"
"西州道行军总管","1","1","2"
"六总管兵伐高丽","2","0","2"
"赐所过高年鳏寡","2","0","2"
"所过高年鳏寡粟","2","0","2"
"吏部尚书杨师道","1","1","2"
"壤道行军总管程","1","1","2"
"道行军总管程名","1","1","2"
"行军总管程名振","1","1","2"
"东道行军总管张","1","1","2"
"道行军总管张君","1","1","2"
"武卫将军王君愕","1","1","2"
"壤道行军总管张","1","1","2"
"道行军总管张文","1","1","2"
"行军总管张文干","1","1","2"
"军大将军执失思","1","1","2"
"大将军执失思力","1","1","2"
"夏州都督乔师望","1","1","2"
"左武卫大将军牛","1","1","2"
"武卫大将军牛进","1","1","2"
"卫大将军牛进达","1","1","2"
"昆丘道行军大总","1","1","2"
"中书舍人崔仁师","1","1","2"
"左武卫大将军薛","1","1","2"
"武卫大将军薛万","1","1","2"
"卫大将军薛万彻","1","1","2"
"华州刺史李君羡","1","1","2"
"昆丘道行军总管","1","1","2"
"丘道行军总管阿","1","1","2"
"道行军总管阿史","1","1","2"
"茂州都督张士贵","1","1","2"
"州都督张士贵讨","1","1","2"
"皇太子听政金液","2","0","2"
"太子听政金液门","2","0","2"
"检校洛州刺史李","1","1","2"
"梓州都督谢万岁","1","1","2"
"黄门侍郎宇文节","1","1","2"
"左武卫大将军梁","1","1","2"
"武卫大将军梁建","1","1","2"
"卫大将军梁建方","1","1","2"
"弓月道行军总管","1","1","2"
"志宁尚书左仆射","1","1","2"
"郎州道行军总管","1","1","2"
"州道行军总管伐","2","0","2"
"桂州都督刘伯英","1","1","2"
"赵孝祖白水蛮战","2","0","2"
"事黄门侍郎裴泽","1","1","2"
"仪同三司豆卢毓","1","1","2"
"御史中丞游楚客","1","1","2"
"尚书左丞封孝琰","1","1","2"
"驸马都尉房遗爱","1","1","2"
"高阳巴陵公主谋","1","1","2"
"阳巴陵公主谋反","1","1","2"
"睦州女子陈硕真","1","1","2"
"州女子陈硕真反","1","1","2"
"婺州刺史崔义玄","1","1","2"
"州刺史崔义玄讨","1","1","2"
"兵部尚书崔敦礼","1","1","2"
"五品上父后者勋","2","0","2"
"营州都督程名振","1","1","2"
"左卫中郎将苏定","1","1","2"
"卫中郎将苏定方","1","1","2"
"中书舍人李义府","1","1","2"
"户部侍郎杜正伦","1","1","2"
"龟兹大将羯猎颠","1","1","2"
"左屯卫大将军杨","1","1","2"
"屯卫大将军杨胄","1","1","2"
"右屯卫将军苏定","1","1","2"
"屯卫将军苏定方","1","1","2"
"伊丽道行军总管","1","1","2"
"黄门侍郎许圉师","1","1","2"
"兵部尚书任雅相","1","1","2"
"度支尚书卢承庆","1","1","2"
"支尚书卢承庆参","1","1","2"
"凉州都督长史赵","1","1","2"
"州都督长史赵持","1","1","2"
"都督长史赵持满","1","1","2"
"左骁卫大将军苏","1","1","2"
"骁卫大将军苏定","1","1","2"
"民年八十上版授","2","0","2"
"八十上版授刺史","2","0","2"
"妇人八十上版授","2","0","2"
"人八十上版授郡","2","0","2"
"左武卫大将军苏","1","1","2"
"武卫大将军苏定","1","1","2"
"定襄都督阿史德","1","1","2"
"襄都督阿史德枢","1","1","2"
"都督阿史德枢宾","1","1","2"
"沙砖道行军总管","1","1","2"
"左武卫大将军郑","1","1","2"
"武卫大将军郑仁","1","1","2"
"卫大将军郑仁泰","1","1","2"
"江道行军大总管","1","1","2"
"左骁卫将军刘伯","1","1","2"
"骁卫将军刘伯英","1","1","2"
"萧嗣业扶余道行","2","0","2"
"嗣业扶余道行军","2","0","2"
"业扶余道行军总","2","0","2"
"浿江道行军总管","2","0","2"
"右骁卫将军程名","1","1","2"
"骁卫将军程名振","1","1","2"
"镂方道行军总管","1","1","2"
"左骁卫将军庞孝","1","1","2"
"骁卫将军庞孝泰","1","1","2"
"沃沮道行军总管","1","1","2"
"郑仁泰铁勒道行","2","0","2"
"仁泰铁勒道行军","2","0","2"
"铁勒道行军大总","1","1","2"
"勒道行军大总管","1","1","2"
"左骁卫大将军阿","1","1","2"
"骁卫大将军阿史","1","1","2"
"长岑道行军大总","1","1","2"
"岑道行军大总管","1","1","2"
"右威卫将军孙仁","1","1","2"
"威卫将军孙仁师","1","1","2"
"熊津道行军总管","1","1","2"
"右卫将军苏海政","1","1","2"
"冀州都督长史刘","1","1","2"
"州都督长史刘伯","1","1","2"
"都督长史刘伯英","1","1","2"
"凉州都督郑仁泰","1","1","2"
"青海道行军大总","1","1","2"
"司列太常伯刘祥","1","1","2"
"列太常伯刘祥道","1","1","2"
"太子右中护乐彦","1","1","2"
"子右中护乐彦玮","1","1","2"
"西台侍郎孙处约","1","1","2"
"司戎太常伯姜恪","1","1","2"
"左武卫将军曹继","1","1","2"
"武卫将军曹继叔","1","1","2"
"带方州刺史刘仁","1","1","2"
"方州刺史刘仁轨","1","1","2"
"始州刺史武惟良","1","1","2"
"淄州刺史武怀运","1","1","2"
"辽东道行台大总","1","1","2"
"东道行台大总管","1","1","2"
"东台侍郎李安期","1","1","2"
"司列少常伯赵仁","1","1","2"
"列少常伯赵仁本","1","1","2"
"辽东道副大总管","1","1","2"
"司平太常伯阎立","1","1","2"
"平太常伯阎立本","1","1","2"
"东台侍郎郝处俊","1","1","2"
"乌海道行军大总","1","1","2"
"右威卫大将军薛","1","1","2"
"威卫大将军薛仁","1","1","2"
"卫大将军薛仁贵","1","1","2"
"左监门卫大将军","1","1","2"
"监门卫大将军高","1","1","2"
"东州道行军总管","1","1","2"
"军卫大将军李谨","1","1","2"
"卫大将军李谨行","1","1","2"
"燕山道行军总管","1","1","2"
"凉州道行军大总","1","1","2"
"姚州道行军总管","1","1","2"
"金紫光禄大夫致","2","0","2"
"紫光禄大夫致仕","2","0","2"
"大风落太庙鸱尾","2","0","2"
"鸡林道行军大总","1","1","2"
"林道行军大总管","1","1","2"
"刘仁轨尚书左仆","2","0","2"
"仁轨尚书左仆射","2","0","2"
"左监门卫中郎将","1","1","2"
"监门卫中郎将令","1","1","2"
"门卫中郎将令狐","1","1","2"
"卫中郎将令狐智","1","1","2"
"中郎将令狐智通","1","1","2"
"洮河道行军元帅","1","1","2"
"左卫大将军刘审","1","1","2"
"卫大将军刘审礼","1","1","2"
"大将军刘审礼等","1","1","2"
"将军刘审礼等十","1","1","2"
"军刘审礼等十二","1","1","2"
"凉州道行军元帅","1","1","2"
"中书侍郎李义琰","1","1","2"
"黄门侍郎高智周","1","1","2"
"洮河道行军大总","1","1","2"
"吏部侍郎裴行俭","1","1","2"
"大都护府长史萧","1","1","2"
"都护府长史萧嗣","1","1","2"
"护府长史萧嗣业","1","1","2"
"礼部尚书裴行俭","1","1","2"
"裴行俭定襄道行","2","0","2"
"行俭定襄道行军","2","0","2"
"俭定襄道行军大","2","0","2"
"中书侍郎王德真","1","1","2"
"常州人刘龙子谋","1","1","2"
"州人刘龙子谋反","1","1","2"
"定襄道副总管曹","1","1","2"
"襄道副总管曹怀","1","1","2"
"道副总管曹怀舜","1","1","2"
"金牙道行军大总","1","1","2"
"牙道行军大总管","1","1","2"
"安西副都护王方","1","1","2"
"西副都护王方翼","1","1","2"
"黄门侍郎郭待举","1","1","2"
"兵部侍郎岑长倩","1","1","2"
"秘书员外少监郭","1","1","2"
"书员外少监郭正","1","1","2"
"员外少监郭正一","1","1","2"
"吏部侍郎魏玄同","1","1","2"
"岚州刺史王德茂","1","1","2"
"州刺史王德茂死","1","1","2"
"骁卫郎将李孝逸","1","1","2"
"黄门侍郎刘齐贤","1","1","2"
"绥州部落稽白铁","2","0","2"
"州部落稽白铁余","2","0","2"
"将军程务挺单道","2","0","2"
"军程务挺单道安","2","0","2"
"程务挺单道安抚","2","0","2"
"务挺单道安抚大","2","0","2"
"挺单道安抚大使","2","0","2"
"弘道元年十二月","1","1","2"
"遗诏皇太子皇帝","2","0","2"
"诏皇太子皇帝位","2","0","2"
"光宅元年正月癸","1","1","2"
"宅元年正月癸未","1","1","2"
"左散骑常侍韦弘","1","1","2"
"散骑常侍韦弘敏","1","1","2"
"皇太后临朝称制","2","0","2"
"皇帝率群臣上尊","2","0","2"
"帝率群臣上尊号","2","0","2"
"玉清观道士太中","1","1","2"
"清观道士太中大","1","1","2"
"观道士太中大夫","1","1","2"
"道士太中大夫王","1","1","2"
"士太中大夫王远","1","1","2"
"太中大夫王远知","1","1","2"
"礼部尚书武承嗣","1","1","2"
"左武卫大将军程","1","1","2"
"武卫大将军程务","1","1","2"
"左威卫大将军程","1","1","2"
"威卫大将军程务","1","1","2"
"柳州司马李敬业","1","1","2"
"楚州司马李崇福","1","1","2"
"左玉钤卫大将军","1","1","2"
"玉钤卫大将军梁","1","1","2"
"钤卫大将军梁郡","1","1","2"
"卫大将军梁郡公","1","1","2"
"扬州道行军大总","1","1","2"
"吾卫大将军李知","1","1","2"
"卫大将军李知十","1","1","2"
"五代祖鲁国公曰","2","0","2"
"左鹰扬卫大将军","1","1","2"
"鹰扬卫大将军黑","1","1","2"
"扬卫大将军黑齿","1","1","2"
"江南道行军大总","1","1","2"
"南道行军大总管","1","1","2"
"右监门卫将军苏","1","1","2"
"监门卫将军苏孝","1","1","2"
"门卫将军苏孝祥","1","1","2"
"左玉钤卫中郎将","1","1","2"
"玉钤卫中郎将淳","1","1","2"
"阳曲道行军总管","1","1","2"
"冬官尚书苏良嗣","1","1","2"
"京官九品上言事","2","0","2"
"夏官侍郎张光辅","1","1","2"
"交趾人李嗣仙杀","1","1","2"
"桂州司马曹玄静","1","1","2"
"道行军大总管黑","1","1","2"
"行军大总管黑齿","1","1","2"
"军大总管黑齿常","1","1","2"
"右监门卫中郎将","1","1","2"
"监门卫中郎将爨","1","1","2"
"门卫中郎将爨宝","1","1","2"
"卫中郎将爨宝璧","1","1","2"
"安息道行军大总","1","1","2"
"息道行军大总管","1","1","2"
"安西大都护阎温","1","1","2"
"西大都护阎温古","1","1","2"
"麟台少监周思茂","1","1","2"
"杀太子通事舍人","1","1","2"
"太子通事舍人郝","1","1","2"
"子通事舍人郝象","1","1","2"
"通事舍人郝象贤","1","1","2"
"金吾卫大将军丘","1","1","2"
"吾卫大将军丘神","1","1","2"
"左豹韬卫大将军","1","1","2"
"夏官侍郎王本立","1","1","2"
"王本立同凤阁鸾","2","0","2"
"本立同凤阁鸾台","2","0","2"
"天官尚书武承嗣","1","1","2"
"杀天官侍郎邓玄","1","1","2"
"天官侍郎邓玄挺","1","1","2"
"新平道行军大总","1","1","2"
"平道行军大总管","1","1","2"
"新平道中军大总","1","1","2"
"平道中军大总管","1","1","2"
"洛州司马弓嗣业","1","1","2"
"陕州参军弓嗣古","1","1","2"
"杀陕州刺史郭正","1","1","2"
"陕州刺史郭正一","1","1","2"
"杀相州刺史弓志","1","1","2"
"相州刺史弓志元","1","1","2"
"蒲州刺史弓彭祖","1","1","2"
"杀彭州长史刘易","1","1","2"
"杀凉州都督李光","1","1","2"
"凉州都督李光谊","1","1","2"
"杀陕州刺史刘延","1","1","2"
"陕州刺史刘延景","1","1","2"
"春官尚书范履冰","1","1","2"
"凤阁侍郎邢文伟","1","1","2"
"杀地官尚书王本","1","1","2"
"地官尚书王本立","1","1","2"
"杀汴州刺史柳明","1","1","2"
"汴州刺史柳明肃","1","1","2"
"杀太常丞苏践言","1","1","2"
"曾江县令白令言","1","1","2"
"杀尚书右丞张行","1","1","2"
"尚书右丞张行廉","1","1","2"
"太州刺史杜儒童","1","1","2"
