"N-gram","新唐书","新唐书翻译","Total"
"作郎殷闻礼主","1","1","2"
"舍人颜师古主","1","1","2"
"中书舍人孔绍","1","1","2"
"书舍人孔绍安","1","1","2"
"太子洗马萧德","1","1","2"
"子洗马萧德言","1","1","2"
"洗马萧德言主","1","1","2"
"吏部郎中祖孝","1","1","2"
"部郎中祖孝孙","1","1","2"
"秘书丞魏征主","1","1","2"
"文学姚思廉主","1","1","2"
"加修文馆大学","1","1","2"
"修文馆大学士","1","1","2"
"特进同中书门","1","1","2"
"赠扬州大都督","1","1","2"
"追赠太子太保","1","1","2"
"襄邑恭王神符","1","1","2"
"邑恭王神符五","1","1","2"
"恭王神符五世","1","1","2"
"王神符五世孙","1","1","2"
"租地安辑户口","1","1","2"
"地安辑户口使","1","1","2"
"四镇都知兵马","1","1","2"
"镇都知兵马使","1","1","2"
"范阳大都督府","1","1","2"
"阳大都督府长","1","1","2"
"山西河东慰抚","1","1","2"
"西河东慰抚大","1","1","2"
"河东慰抚大使","1","1","2"
"齐州都督王薄","1","1","2"
"高宗天皇大圣","1","1","2"
"宗天皇大圣大","1","1","2"
"功后官五品者","2","0","2"
"天顺圣皇后武","2","0","2"
"顺圣皇后武氏","2","0","2"
"司属卿武重规","1","1","2"
"天兵中道大总","1","1","2"
"兵中道大总管","1","1","2"
"天兵西道前军","1","1","2"
"兵西道前军总","1","1","2"
"西道前军总管","1","1","2"
"幽州都督张仁","1","1","2"
"天兵东道总管","1","1","2"
"林卫大将军阎","1","1","2"
"卫大将军阎敬","1","1","2"
"大将军阎敬容","1","1","2"
"大大圣大昭孝","2","0","2"
"刑部尚书韦安","1","1","2"
"部尚书韦安石","1","1","2"
"太子右庶子李","1","1","2"
"子右庶子李怀","1","1","2"
"右庶子李怀远","1","1","2"
"州都督唐休璟","2","0","2"
"道大圣大明孝","2","0","2"
"大圣大明孝皇","2","0","2"
"圣大明孝皇帝","2","0","2"
"户部侍郎李元","1","1","2"
"号曰开元天宝","2","0","2"
"曰开元天宝圣","2","0","2"
"南节度使崔圆","1","1","2"
"文明武德大圣","2","0","2"
"明武德大圣大","2","0","2"
"武德大圣大宣","2","0","2"
"德大圣大宣孝","2","0","2"
"大圣大宣孝皇","2","0","2"
"圣大宣孝皇帝","2","0","2"
"州刺史成公意","1","1","2"
"睿文孝武皇帝","2","0","2"
"李光弼袁晁战","2","0","2"
"朔方兵马使郭","1","1","2"
"方军节度使路","1","1","2"
"军节度使路嗣","1","1","2"
"湖南兵马使臧","1","1","2"
"泾原节度使马","1","1","2"
"节度使马璘吐","2","0","2"
"度使马璘吐蕃","2","0","2"
"使马璘吐蕃战","2","0","2"
"军节度使李承","1","1","2"
"节度使李承昭","1","1","2"
"西道节度使张","1","1","2"
"道节度使张献","1","1","2"
"节度使张献恭","1","1","2"
"崔宁吐蕃战西","2","0","2"
"宁吐蕃战西山","2","0","2"
"代州刺史张光","1","1","2"
"州刺史张光晟","1","1","2"
"大将军吕希倩","1","1","2"
"文章武大圣神","2","0","2"
"章武大圣神孝","2","0","2"
"武大圣神孝皇","2","0","2"
"大圣神孝皇帝","2","0","2"
"睿武昭愍孝皇","2","0","2"
"武昭愍孝皇帝","2","0","2"
"太子皇帝位太","2","0","2"
"子皇帝位太极","2","0","2"
"元圣昭献孝皇","2","0","2"
"圣昭献孝皇帝","2","0","2"
"道昭肃孝皇帝","2","0","2"
"元圣明成武献","2","0","2"
"圣明成武献文","2","0","2"
"圣穆景文孝皇","2","0","2"
"穆景文孝皇帝","2","0","2"
"杨行密陷常州","2","0","2"
"前昭义军节度","1","1","2"
"军节度使李罕","1","1","2"
"宁四面行营副","1","1","2"
"将军田仁会诬","1","1","2"
"军田仁会诬奏","1","1","2"
"田仁会诬奏御","1","1","2"
"仁会诬奏御史","1","1","2"
"会诬奏御史张","1","1","2"
"诬奏御史张仁","1","1","2"
"炎见裴行俭破","1","1","2"
"见裴行俭破突","1","1","2"
"裴行俭破突厥","1","1","2"
"前率府仓曹参","1","1","2"
"府仓曹参军曲","1","1","2"
"仓曹参军曲元","1","1","2"
"曹参军曲元衡","1","1","2"
"梁山诡称婚集","1","1","2"
"龙武将军葛福","1","1","2"
"武将军葛福顺","1","1","2"
"将军葛福顺相","1","1","2"
"右拾遗内供奉","1","1","2"
"礼部尚书苏颋","1","1","2"
"刑部尚书韦抗","1","1","2"
"右散骑常侍徐","1","1","2"
"散骑常侍徐坚","1","1","2"
"荆州长史韦虚","1","1","2"
"州长史韦虚心","1","1","2"
"郑州刺史贾曾","1","1","2"
"州刺史王丘分","1","1","2"
"荥阳楼烦二郡","1","1","2"
"阳楼烦二郡太","1","1","2"
"楼烦二郡太守","1","1","2"
"猜忌杀戮大臣","1","1","2"
"马邑太守王仁","1","1","2"
"邑太守王仁恭","1","1","2"
"炀帝南游江都","1","1","2"
"晋阳令刘文静","2","0","2"
"高祖留守太原","1","1","2"
"虎贲郎将王威","1","1","2"
"虎牙郎将高君","1","1","2"
"牙郎将高君雅","1","1","2"
"郎将高君雅见","1","1","2"
"开阳府司马刘","1","1","2"
"阳府司马刘政","1","1","2"
"府司马刘政会","1","1","2"
"虎牙郎将宋老","1","1","2"
"牙郎将宋老生","1","1","2"
"鹰扬府司马李","1","1","2"
"扬府司马李轨","1","1","2"
"骁卫大将军屈","1","1","2"
"卫大将军屈突","1","1","2"
"大将军屈突通","1","1","2"
"留守卫文升等","1","1","2"
"主符郎宋公弼","1","1","2"
"符郎宋公弼收","1","1","2"
"大都督内外诸","1","1","2"
"都督内外诸军","1","1","2"
"督内外诸军事","1","1","2"
"太常卿郑元","2","0","2"
"右屯卫将军宇","1","1","2"
"屯卫将军宇文","1","1","2"
"卫将军宇文化","1","1","2"
"刑部尚书萧造","1","1","2"
"武德元年五月","1","1","2"
"武卫大将军王","1","1","2"
"卫大将军王世","1","1","2"
"大将军王世充","1","1","2"
"将军王世充立","1","1","2"
"军王世充立越","1","1","2"
"王世充立越王","1","1","2"
"府司录参军窦","1","1","2"
"司录参军窦威","1","1","2"
"秦王世民西讨","2","0","2"
"王世民西讨元","2","0","2"
"世民西讨元帅","2","0","2"
"太仆卿宇文明","1","1","2"
"仆卿宇文明达","1","1","2"
"黄门侍郎陈叔","1","1","2"
"门侍郎陈叔达","1","1","2"
"将作大匠窦抗","1","1","2"
"岩州刺史王德","1","1","2"
"州刺史王德仁","1","1","2"
"刺史王德仁杀","1","1","2"
"招慰使宇文明","1","1","2"
"慰使宇文明达","1","1","2"
"使宇文明达反","1","1","2"
"秦州总管窦轨","1","1","2"
"商州刺史泉彦","1","1","2"
"州刺史泉彦宗","1","1","2"
"行军总管赵慈","1","1","2"
"军总管赵慈景","1","1","2"
"总管赵慈景攻","1","1","2"
"光禄卿李密反","1","1","2"
"二年正月甲子","2","0","2"
"石四州贾胡堡","1","1","2"
"御史大夫段确","1","1","2"
"左屯卫将军何","1","1","2"
"屯卫将军何潘","1","1","2"
"卫将军何潘仁","1","1","2"
"骁骑将军赵钦","1","1","2"
"陟州刺史李育","1","1","2"
"州刺史李育德","1","1","2"
"窦建德陷赵州","2","0","2"
"户部尚书刘文","1","1","2"
"部尚书刘文静","1","1","2"
"武卫大将军姜","1","1","2"
"卫大将军姜宝","1","1","2"
"大将军姜宝谊","1","1","2"
"工部尚书独孤","1","1","2"
"部尚书独孤怀","1","1","2"
"尚书独孤怀恩","1","1","2"
"内史侍郎唐俭","1","1","2"
"县人吕崇茂反","1","1","2"
"独孤怀恩谋反","1","1","2"
"检校隰州总管","1","1","2"
"校隰州总管刘","1","1","2"
"隰州总管刘师","1","1","2"
"州总管刘师善","1","1","2"
"总管刘师善谋","1","1","2"
"管刘师善谋反","1","1","2"
"中书侍郎封德","1","1","2"
"书侍郎封德彝","1","1","2"
"封德彝中书令","2","0","2"
"行军总管段德","1","1","2"
"军总管段德操","1","1","2"
"瓜州刺史贺拔","1","1","2"
"州刺史贺拔行","1","1","2"
"刺史贺拔行威","1","1","2"
"史贺拔行威反","1","1","2"
"车骑将军董阿","1","1","2"
"骑将军董阿兴","1","1","2"
"太常少卿李仲","1","1","2"
"常少卿李仲文","1","1","2"
"少卿李仲文谋","1","1","2"
"卿李仲文谋反","1","1","2"
"行军总管卢君","1","1","2"
"军总管卢君谔","1","1","2"
"大将军长孙顺","1","1","2"
"将军长孙顺德","1","1","2"
"卫将军王君廓","1","1","2"
"魏州刺史权威","1","1","2"
"贝州刺史戴元","1","1","2"
"州刺史戴元祥","1","1","2"
"军总管王孝基","1","1","2"
"屯卫将军王行","1","1","2"
"卫将军王行敏","1","1","2"
"深州人崔元逊","1","1","2"
"州人崔元逊杀","1","1","2"
"州总管徐圆朗","1","1","2"
"总管徐圆朗反","1","1","2"
"刘黑闼陷瀛州","2","0","2"
"毛州人董灯明","1","1","2"
"州人董灯明杀","1","1","2"
"赵郡王孝恭败","2","0","2"
"杞州人周文举","1","1","2"
"州人周文举杀","1","1","2"
"齐王元吉讨黑","2","0","2"
"王元吉讨黑闼","2","0","2"
"东盐州治中王","1","1","2"
"盐州治中王才","1","1","2"
"州治中王才艺","1","1","2"
"治中王才艺杀","1","1","2"
"汴州总管王要","1","1","2"
"州总管王要汉","1","1","2"
"蔚州总管高开","1","1","2"
"州总管高开道","1","1","2"
"总管高开道反","1","1","2"
"刺史慕容孝干","1","1","2"
"代州总管李大","1","1","2"
"州总管李大恩","1","1","2"
"瓜州人王干杀","1","1","2"
"瓜州道行军总","1","1","2"
"岷州总管李长","1","1","2"
"州总管李长卿","1","1","2"
"淮阳郡王道玄","2","0","2"
"河北道行军总","1","1","2"
"北道行军总管","1","1","2"
"迁州人邓士政","1","1","2"
"州人邓士政反","1","1","2"
"吐谷浑寇岷州","2","0","2"
"行台左仆射窦","1","1","2"
"台左仆射窦轨","1","1","2"
"灵州总管杨师","1","1","2"
"州总管杨师道","1","1","2"
"洪州总管宇文","1","1","2"
"州总管宇文歆","1","1","2"
"定州总管双士","1","1","2"
"州总管双士洛","1","1","2"
"骠骑将军魏道","1","1","2"
"骑将军魏道仁","1","1","2"
"军将军安兴贵","1","1","2"
"东盐州人马君","1","1","2"
"盐州人马君德","1","1","2"
"贝州刺史许善","1","1","2"
"州刺史许善护","1","1","2"
"观州刺史刘君","1","1","2"
"州刺史刘君会","1","1","2"
"州人王摩娑反","1","1","2"
"骠骑将军卫彦","1","1","2"
"骑将军卫彦讨","1","1","2"
"行军总管李世","1","1","2"
"洪州总管张善","1","1","2"
"州总管张善安","1","1","2"
"总管张善安反","1","1","2"
"南州刺史庞孝","1","1","2"
"州刺史庞孝泰","1","1","2"
"刺史庞孝泰反","1","1","2"
"吏部尚书赵恭","1","1","2"
"部尚书赵恭仁","1","1","2"
"检校凉州诸军","1","1","2"
"校凉州诸军事","1","1","2"
"总管贺若怀廓","1","1","2"
"淮南道行台左","1","1","2"
"南道行台左仆","1","1","2"
"行台左仆射辅","1","1","2"
"台左仆射辅公","1","1","2"
"赵郡王孝恭讨","2","0","2"
"江州道行军元","1","1","2"
"渝州人张大智","1","1","2"
"州人张大智反","1","1","2"
"广州都督刘世","1","1","2"
"州总管周法明","1","1","2"
"邹州人邓同颖","1","1","2"
"州人邓同颖杀","1","1","2"
"渔阳部将张金","1","1","2"
"阳部将张金树","1","1","2"
"部将张金树杀","1","1","2"
"庆州都督杨文","1","1","2"
"州都督杨文干","1","1","2"
"都督杨文干反","1","1","2"
"骠骑将军彭武","1","1","2"
"骑将军彭武杰","1","1","2"
"州行军总管张","1","1","2"
"行军总管张瑾","1","1","2"
"郓州都督张德","1","1","2"
"州都督张德政","1","1","2"
"行军长史温彦","1","1","2"
"军长史温彦博","1","1","2"
"长乐郡王幼良","2","0","2"
"太子右庶子高","1","1","2"
"子右庶子高士","1","1","2"
"右庶子高士廉","1","1","2"
"左庶子房玄龄","1","1","2"
"萧瑀尚书左仆","2","0","2"
"瑀尚书左仆射","2","0","2"
"太上皇徙居大","2","0","2"
"上皇徙居大安","2","0","2"
"皇徙居大安宫","2","0","2"
"太穆皇后窦氏","1","1","2"
"右翊卫大将军","1","1","2"
"行军总管梁实","1","1","2"
"右武候大将军","2","0","2"
"益州道行台尚","1","1","2"
"左右十二卫大","1","1","2"
"右十二卫大将","1","1","2"
"十二卫大将军","1","1","2"
"宫女三千余人","1","1","2"
"贞观元年正月","1","1","2"
"元年正月乙酉","2","0","2"
"黄门侍郎郭遵","1","1","2"
"尚书右丞封孝","1","1","2"
"书右丞封孝琰","1","1","2"
"吏部尚书长孙","1","1","2"
"幽州都督王君","1","1","2"
"州都督王君廓","1","1","2"
"利州都督李孝","1","1","2"
"州都督李孝常","1","1","2"
"右武卫将军刘","1","1","2"
"武卫将军刘德","1","1","2"
"卫将军刘德裕","1","1","2"
"将军刘德裕谋","1","1","2"
"军刘德裕谋反","1","1","2"
"都督李道彦败","2","0","2"
"刑部尚书李靖","1","1","2"
"关内道行军大","1","1","2"
"内道行军大总","1","1","2"
"朔方人梁洛仁","1","1","2"
"方人梁洛仁杀","1","1","2"
"辰州刺史裴虔","1","1","2"
"州刺史裴虔通","1","1","2"
"莱州刺史牛方","1","1","2"
"州刺史牛方裕","1","1","2"
"绛州刺史薛世","1","1","2"
"州刺史薛世良","1","1","2"
"广州长史唐奉","1","1","2"
"州长史唐奉义","1","1","2"
"虎牙郎将高元","1","1","2"
"牙郎将高元礼","1","1","2"
"瀛州刺史卢祖","1","1","2"
"州刺史卢祖尚","1","1","2"
"三年正月丙午","2","0","2"
"胜州道行军总","1","1","2"
"通漠道行军总","1","1","2"
"漠道行军总管","1","1","2"
"金河道行军总","1","1","2"
"河道行军总管","1","1","2"
"大同道行军总","1","1","2"
"同道行军总管","1","1","2"
"幽州都督卫孝","1","1","2"
"州都督卫孝节","1","1","2"
"恒安道行军总","1","1","2"
"安道行军总管","1","1","2"
"营州都督薛万","1","1","2"
"州都督薛万淑","1","1","2"
"畅武道行军总","1","1","2"
"武道行军总管","1","1","2"
"发卒治洛阳宫","2","0","2"
"右卫大将军侯","1","1","2"
"卫大将军侯君","1","1","2"
"大将军侯君集","1","1","2"
"君集兵部尚书","2","0","2"
"大理丞张蕴古","1","1","2"
"右武卫将军李","1","1","2"
"武卫将军李子","1","1","2"
"赐民八十上粟","2","0","2"
"卫大将军张士","1","1","2"
"大将军张士贵","1","1","2"
"龚州道行军总","1","1","2"
"道行军总管讨","2","0","2"
"府仪同三司长","1","1","2"
"仪同三司长孙","1","1","2"
"上子父后者爵","2","0","2"
"子父后者爵一","2","0","2"
"父后者爵一级","2","0","2"
"吐谷浑寇凉州","2","0","2"
"骁卫大将军段","1","1","2"
"卫大将军段志","1","1","2"
"大将军段志玄","1","1","2"
"左骁卫将军樊","1","1","2"
"骁卫将军樊兴","1","1","2"
"鸿胪丞赵德楷","1","1","2"
"西海道行军大","1","1","2"
"鄯善道行军总","1","1","2"
"善道行军总管","1","1","2"
"凉州都督李大","1","1","2"
"州都督李大亮","1","1","2"
"末道行军总管","1","1","2"
"利州刺史高甑","1","1","2"
"州刺史高甑生","1","1","2"
"盐泽道行军总","1","1","2"
"泽道行军总管","1","1","2"
"盐泽道行军副","1","1","2"
"泽道行军副总","1","1","2"
"行军副总管刘","1","1","2"
"军副总管刘德","1","1","2"
"副总管刘德敏","1","1","2"
"太常卿杨师道","1","1","2"
"废明德宫玄圃","2","0","2"
"二年正月乙未","2","0","2"
"夔州都督齐善","1","1","2"
"州都督齐善行","1","1","2"
"吏部尚书高士","1","1","2"
"部尚书高士廉","1","1","2"
"阔水道行军总","1","1","2"
"道行军总管牛","1","1","2"
"行军总管牛进","1","1","2"
"军总管牛进达","1","1","2"
"桂州都督张宝","1","1","2"
"州都督张宝德","1","1","2"
"交州都督李道","1","1","2"
"州都督李道彦","1","1","2"
"将军上官怀仁","1","1","2"
"军上官怀仁讨","1","1","2"
"宿卫陵邑郎将","1","1","2"
"诏五品上言事","2","0","2"
"尚书左丞刘洎","1","1","2"
"广州总管党仁","1","1","2"
"州总管党仁弘","1","1","2"
"十五年正月辛","2","0","2"
"诏岁二月事泰","2","0","2"
"岁二月事泰山","2","0","2"
"兵部尚书李世","1","1","2"
"朔州道行军总","1","1","2"
"右卫大将军李","1","1","2"
"卫大将军李大","1","1","2"
"大将军李大亮","1","1","2"
"灵州道行军总","1","1","2"
"凉州都督李袭","1","1","2"
"州都督李袭誉","1","1","2"
"凉州道行军总","1","1","2"
"李世勣薛延陀","2","0","2"
"世勣薛延陀战","2","0","2"
"十六年正月乙","2","0","2"
"中书舍人岑文","1","1","2"
"书舍人岑文本","1","1","2"
"岑文本中书侍","2","0","2"
"文本中书侍郎","2","0","2"
"代州都督刘兰","1","1","2"
"州都督刘兰谋","1","1","2"
"都督刘兰谋反","1","1","2"
"图功臣凌烟阁","2","0","2"
"废皇太子庶人","2","0","2"
"赐文武官五品","2","0","2"
"文武官五品上","2","0","2"
"官五品上子父","2","0","2"
"诏京官五品上","2","0","2"
"高士廉同中书","1","1","2"
"士廉同中书门","1","1","2"
"廉同中书门下","1","1","2"
"工部尚书张亮","1","1","2"
"营州都督张俭","1","1","2"
"州都督张俭率","1","1","2"
"西州道行军总","1","1","2"
"中书侍郎马周","1","1","2"
"六总管兵伐高","2","0","2"
"赐所过高年鳏","2","0","2"
"所过高年鳏寡","2","0","2"
"过高年鳏寡粟","2","0","2"
"高年鳏寡粟帛","2","0","2"
"吏部尚书杨师","1","1","2"
"部尚书杨师道","1","1","2"
"道行军总管程","1","1","2"
"行军总管程名","1","1","2"
"军总管程名振","1","1","2"
"行军总管张君","1","1","2"
"安市城东南山","1","1","2"
"卫将军王君愕","1","1","2"
"行军总管张文","1","1","2"
"军总管张文干","1","1","2"
"军大将军执失","1","1","2"
"大将军执失思","1","1","2"
"将军执失思力","1","1","2"
"夏州都督乔师","1","1","2"
"州都督乔师望","1","1","2"
"武卫大将军牛","1","1","2"
"卫大将军牛进","1","1","2"
"大将军牛进达","1","1","2"
"昆丘道行军大","1","1","2"
"中书舍人崔仁","1","1","2"
"书舍人崔仁师","1","1","2"
"武卫大将军薛","1","1","2"
"卫大将军薛万","1","1","2"
"大将军薛万彻","1","1","2"
"华州刺史李君","1","1","2"
"州刺史李君羡","1","1","2"
"昆丘道行军总","1","1","2"
"丘道行军总管","1","1","2"
"道行军总管阿","1","1","2"
"行军总管阿史","1","1","2"
"茂州都督张士","1","1","2"
"州都督张士贵","1","1","2"
"都督张士贵讨","1","1","2"
"皇太子听政金","2","0","2"
"太子听政金液","2","0","2"
"子听政金液门","2","0","2"
"文武大圣皇帝","1","1","2"
"检校洛州刺史","1","1","2"
"校洛州刺史李","1","1","2"
"左翊卫郎将高","1","1","2"
"永徽元年正月","1","1","2"
"元年正月辛丑","2","0","2"
"梓州都督谢万","1","1","2"
"州都督谢万岁","1","1","2"
"黄门侍郎宇文","1","1","2"
"门侍郎宇文节","1","1","2"
"瑶池都督阿史","1","1","2"
"武卫大将军梁","1","1","2"
"卫大将军梁建","1","1","2"
"大将军梁建方","1","1","2"
"弓月道行军总","1","1","2"
"月道行军总管","1","1","2"
"志宁尚书左仆","1","1","2"
"宁尚书左仆射","1","1","2"
"军将军赵孝祖","1","1","2"
"郎州道行军总","1","1","2"
"桂州都督刘伯","1","1","2"
"州都督刘伯英","1","1","2"
"赵孝祖白水蛮","2","0","2"
"孝祖白水蛮战","2","0","2"
"招慰使单道惠","1","1","2"
"事黄门侍郎裴","1","1","2"
"黄门侍郎裴泽","1","1","2"
"仪同三司豆卢","1","1","2"
"同三司豆卢毓","1","1","2"
"御史中丞游楚","1","1","2"
"史中丞游楚客","1","1","2"
"司沐大夫裴融","1","1","2"
"尚书左丞封孝","1","1","2"
"书左丞封孝琰","1","1","2"
"济同中书门下","1","1","2"
"驸马都尉房遗","1","1","2"
"马都尉房遗爱","1","1","2"
"高阳巴陵公主","1","1","2"
"阳巴陵公主谋","1","1","2"
"巴陵公主谋反","1","1","2"
"睦州女子陈硕","1","1","2"
"州女子陈硕真","1","1","2"
"女子陈硕真反","1","1","2"
"婺州刺史崔义","1","1","2"
"州刺史崔义玄","1","1","2"
"刺史崔义玄讨","1","1","2"
"兵部尚书崔敦","1","1","2"
"部尚书崔敦礼","1","1","2"
"五品上父后者","2","0","2"
"品上父后者勋","2","0","2"
"营州都督程名","1","1","2"
"州都督程名振","1","1","2"
"左卫中郎将苏","1","1","2"
"卫中郎将苏定","1","1","2"
"中郎将苏定方","1","1","2"
"中书舍人李义","1","1","2"
"书舍人李义府","1","1","2"
"显庆元年正月","1","1","2"
"元年正月辛未","2","0","2"
"户部侍郎杜正","1","1","2"
"部侍郎杜正伦","1","1","2"
"龟兹大将羯猎","1","1","2"
"兹大将羯猎颠","1","1","2"
"屯卫大将军杨","1","1","2"
"卫大将军杨胄","1","1","2"
"右屯卫将军苏","1","1","2"
"屯卫将军苏定","1","1","2"
"卫将军苏定方","1","1","2"
"伊丽道行军总","1","1","2"
"丽道行军总管","1","1","2"
"卫尉卿许敬宗","1","1","2"
"黄门侍郎许圉","1","1","2"
"门侍郎许圉师","1","1","2"
"兵部尚书任雅","1","1","2"
"部尚书任雅相","1","1","2"
"度支尚书卢承","1","1","2"
"支尚书卢承庆","1","1","2"
"尚书卢承庆参","1","1","2"
"凉州都督长史","1","1","2"
"州都督长史赵","1","1","2"
"都督长史赵持","1","1","2"
"督长史赵持满","1","1","2"
"骁卫大将军苏","1","1","2"
"五年正月癸卯","2","0","2"
"民年八十上版","2","0","2"
"年八十上版授","2","0","2"
"八十上版授刺","2","0","2"
"十上版授刺史","2","0","2"
"妇人八十上版","2","0","2"
"人八十上版授","2","0","2"
"八十上版授郡","2","0","2"
"武卫大将军苏","1","1","2"
"夷道行军总管","1","1","2"
"定襄都督阿史","1","1","2"
"襄都督阿史德","1","1","2"
"都督阿史德枢","1","1","2"
"督阿史德枢宾","1","1","2"
"沙砖道行军总","1","1","2"
"砖道行军总管","1","1","2"
"武卫大将军郑","1","1","2"
"卫大将军郑仁","1","1","2"
"大将军郑仁泰","1","1","2"
"神兵道大总管","1","1","2"
"江道行军大总","1","1","2"
"骁卫将军刘伯","1","1","2"
"卫将军刘伯英","1","1","2"
"龙朔元年正月","1","1","2"
"元年正月戊午","2","0","2"
"鸿胪卿萧嗣业","1","1","2"
"萧嗣业扶余道","2","0","2"
"嗣业扶余道行","2","0","2"
"业扶余道行军","2","0","2"
"浿江道行军总","2","0","2"
"契苾何力辽东","2","0","2"
"右骁卫将军程","1","1","2"
"骁卫将军程名","1","1","2"
"卫将军程名振","1","1","2"
"镂方道行军总","1","1","2"
"方道行军总管","1","1","2"
"左骁卫将军庞","1","1","2"
"骁卫将军庞孝","1","1","2"
"卫将军庞孝泰","1","1","2"
"沃沮道行军总","1","1","2"
"沮道行军总管","1","1","2"
"郑仁泰铁勒道","2","0","2"
"仁泰铁勒道行","2","0","2"
"泰铁勒道行军","2","0","2"
"铁勒道行军大","1","1","2"
"勒道行军大总","1","1","2"
"骁卫大将军阿","1","1","2"
"卫大将军阿史","1","1","2"
"长岑道行军大","1","1","2"
"岑道行军大总","1","1","2"
"右威卫将军孙","1","1","2"
"威卫将军孙仁","1","1","2"
"卫将军孙仁师","1","1","2"
"熊津道行军总","1","1","2"
"津道行军总管","1","1","2"
"右卫将军苏海","1","1","2"
"卫将军苏海政","1","1","2"
"冀州都督长史","1","1","2"
"州都督长史刘","1","1","2"
"都督长史刘伯","1","1","2"
"督长史刘伯英","1","1","2"
"凉州都督郑仁","1","1","2"
"州都督郑仁泰","1","1","2"
"青海道行军大","1","1","2"
"安西都护高贤","1","1","2"
"麟德元年二月","1","1","2"
"司列太常伯刘","1","1","2"
"列太常伯刘祥","1","1","2"
"太常伯刘祥道","1","1","2"
"大司宪窦德玄","1","1","2"
"太子右中护乐","1","1","2"
"子右中护乐彦","1","1","2"
"右中护乐彦玮","1","1","2"
"西台侍郎孙处","1","1","2"
"台侍郎孙处约","1","1","2"
"司戎太常伯姜","1","1","2"
"戎太常伯姜恪","1","1","2"
"左武卫将军曹","1","1","2"
"武卫将军曹继","1","1","2"
"卫将军曹继叔","1","1","2"
"左侍极陆敦信","1","1","2"
"带方州刺史刘","1","1","2"
"方州刺史刘仁","1","1","2"
"州刺史刘仁轨","1","1","2"
"乾封元年正月","1","1","2"
"元年正月戊辰","2","0","2"
"版授下州刺史","2","0","2"
"太上玄元皇帝","1","1","2"
"辽东安抚大使","1","1","2"
"始州刺史武惟","1","1","2"
"州刺史武惟良","1","1","2"
"淄州刺史武怀","1","1","2"
"州刺史武怀运","1","1","2"
"辽东道行台大","1","1","2"
"东道行台大总","1","1","2"
"道行台大总管","1","1","2"
"二年正月丁丑","2","0","2"
"西台侍郎杨武","1","1","2"
"东台侍郎李安","1","1","2"
"台侍郎李安期","1","1","2"
"司列少常伯赵","1","1","2"
"列少常伯赵仁","1","1","2"
"少常伯赵仁本","1","1","2"
"东台舍人张文","1","1","2"
"总章元年正月","1","1","2"
"元年正月壬子","2","0","2"
"辽东道副大总","1","1","2"
"东道副大总管","1","1","2"
"司平太常伯阎","1","1","2"
"平太常伯阎立","1","1","2"
"太常伯阎立本","1","1","2"
"右肃机李敬玄","1","1","2"
"东台侍郎郝处","1","1","2"
"台侍郎郝处俊","1","1","2"
"左卫大将军契","1","1","2"
"乌海道行军大","1","1","2"
"咸亨元年正月","1","1","2"
"元年正月丁丑","2","0","2"
"右威卫大将军","1","1","2"
"威卫大将军薛","1","1","2"
"卫大将军薛仁","1","1","2"
"大将军薛仁贵","1","1","2"
"左监门卫大将","1","1","2"
"监门卫大将军","1","1","2"
"门卫大将军高","1","1","2"
"东州道行军总","1","1","2"
"右军卫大将军","2","0","2"
"军卫大将军李","1","1","2"
"卫大将军李谨","1","1","2"
"大将军李谨行","1","1","2"
"燕山道行军总","1","1","2"
"山道行军总管","1","1","2"
"凉州道行军大","1","1","2"
"姚州道行军总","1","1","2"
"紫光禄大夫致","2","0","2"
"光禄大夫致仕","2","0","2"
"大风落太庙鸱","2","0","2"
"风落太庙鸱尾","2","0","2"
"上元元年二月","1","1","2"
"鸡林道行军大","1","1","2"
"林道行军大总","1","1","2"
"二年正月己未","2","0","2"
"刘仁轨尚书左","2","0","2"
"仁轨尚书左仆","2","0","2"
"轨尚书左仆射","2","0","2"
"仪凤元年正月","1","1","2"
"左监门卫中郎","1","1","2"
"门卫中郎将令","1","1","2"
"卫中郎将令狐","1","1","2"
"中郎将令狐智","1","1","2"
"郎将令狐智通","1","1","2"
"洮河道行军元","1","1","2"
"河道行军元帅","1","1","2"
"左卫大将军刘","1","1","2"
"卫大将军刘审","1","1","2"
"大将军刘审礼","1","1","2"
"将军刘审礼等","1","1","2"
"军刘审礼等十","1","1","2"
"刘审礼等十二","1","1","2"
"凉州道行军元","1","1","2"
"中书侍郎李义","1","1","2"
"书侍郎李义琰","1","1","2"
"黄门侍郎高智","1","1","2"
"门侍郎高智周","1","1","2"
"二年正月乙亥","2","0","2"
"洮河军镇守使","1","1","2"
"洮河道行军大","1","1","2"
"调露元年正月","1","1","2"
"元年正月戊子","2","0","2"
"吏部侍郎裴行","1","1","2"
"部侍郎裴行俭","1","1","2"
"大都护府长史","1","1","2"
"都护府长史萧","1","1","2"
"护府长史萧嗣","1","1","2"
"府长史萧嗣业","1","1","2"
"礼部尚书裴行","1","1","2"
"部尚书裴行俭","1","1","2"
"裴行俭定襄道","2","0","2"
"行俭定襄道行","2","0","2"
"俭定襄道行军","2","0","2"
"永隆元年二月","1","1","2"
"裴行俭突厥战","2","0","2"
"黄门侍郎裴炎","1","1","2"
"中书侍郎王德","1","1","2"
"书侍郎王德真","1","1","2"
"开耀元年正月","1","1","2"
"常州人刘龙子","1","1","2"
"州人刘龙子谋","1","1","2"
