"N-gram","新唐书","新唐书翻译","Total"
"襄道副总管曹怀舜","1","1","2"
"金牙道行军大总管","1","1","2"
"安西副都护王方翼","1","1","2"
"秘书员外少监郭正","1","1","2"
"书员外少监郭正一","1","1","2"
"岚州刺史王德茂死","1","1","2"
"绥州部落稽白铁余","2","0","2"
"将军程务挺单道安","2","0","2"
"军程务挺单道安抚","2","0","2"
"程务挺单道安抚大","2","0","2"
"务挺单道安抚大使","2","0","2"
"遗诏皇太子皇帝位","2","0","2"
"光宅元年正月癸未","1","1","2"
"左散骑常侍韦弘敏","1","1","2"
"皇帝率群臣上尊号","2","0","2"
"玉清观道士太中大","1","1","2"
"清观道士太中大夫","1","1","2"
"观道士太中大夫王","1","1","2"
"道士太中大夫王远","1","1","2"
"士太中大夫王远知","1","1","2"
"左武卫大将军程务","1","1","2"
"武卫大将军程务挺","1","1","2"
"左威卫大将军程务","1","1","2"
"威卫大将军程务挺","1","1","2"
"左玉钤卫大将军梁","1","1","2"
"玉钤卫大将军梁郡","1","1","2"
"钤卫大将军梁郡公","1","1","2"
"扬州道行军大总管","1","1","2"
"左金吾卫大将军李","1","1","2"
"金吾卫大将军李知","1","1","2"
"吾卫大将军李知十","1","1","2"
"左鹰扬卫大将军黑","1","1","2"
"鹰扬卫大将军黑齿","1","1","2"
"扬卫大将军黑齿常","1","1","2"
"江南道行军大总管","1","1","2"
"右监门卫将军苏孝","1","1","2"
"监门卫将军苏孝祥","1","1","2"
"左玉钤卫中郎将淳","1","1","2"
"然道行军大总管黑","1","1","2"
"道行军大总管黑齿","1","1","2"
"行军大总管黑齿常","1","1","2"
"右监门卫中郎将爨","1","1","2"
"监门卫中郎将爨宝","1","1","2"
"门卫中郎将爨宝璧","1","1","2"
"安息道行军大总管","1","1","2"
"安西大都护阎温古","1","1","2"
"杀太子通事舍人郝","1","1","2"
"太子通事舍人郝象","1","1","2"
"子通事舍人郝象贤","1","1","2"
"左金吾卫大将军丘","1","1","2"
"金吾卫大将军丘神","1","1","2"
"王本立同凤阁鸾台","2","0","2"
"杀天官侍郎邓玄挺","1","1","2"
"新平道行军大总管","1","1","2"
"新平道中军大总管","1","1","2"
"杀陕州刺史郭正一","1","1","2"
"杀相州刺史弓志元","1","1","2"
"杀凉州都督李光谊","1","1","2"
"杀陕州刺史刘延景","1","1","2"
"杀地官尚书王本立","1","1","2"
"杀汴州刺史柳明肃","1","1","2"
"杀尚书右丞张行廉","1","1","2"
"杀雅州刺史刘行实","1","1","2"
"左豹韬卫将军卫蒲","1","1","2"
"豹韬卫将军卫蒲山","1","1","2"
"武威道行军大总管","1","1","2"
"肃政台御史大夫格","1","1","2"
"政台御史大夫格辅","1","1","2"
"台御史大夫格辅元","1","1","2"
"杀岐州刺史云弘嗣","1","1","2"
"杀右卫大将军泉献","1","1","2"
"右卫大将军泉献诚","1","1","2"
"检校地官侍郎李元","1","1","2"
"校地官侍郎李元素","1","1","2"
"武威道行军总管王","1","1","2"
"威道行军总管王孝","1","1","2"
"道行军总管王孝杰","1","1","2"
"加号金轮圣神皇帝","1","1","2"
"官侍郎陆元方鸾台","2","0","2"
"侍郎陆元方鸾台侍","2","0","2"
"郎陆元方鸾台侍郎","2","0","2"
"右鹰扬卫大将军李","1","1","2"
"鹰扬卫大将军李多","1","1","2"
"扬卫大将军李多祚","1","1","2"
"伐逆道行军大总管","1","1","2"
"武威道大总管王孝","1","1","2"
"威道大总管王孝杰","1","1","2"
"加号越古金轮圣神","1","1","2"
"号越古金轮圣神皇","1","1","2"
"政台御史大夫杨思","2","0","2"
"肃政台御史中丞周","1","1","2"
"政台御史中丞周允","1","1","2"
"台御史中丞周允元","1","1","2"
"天册万岁元年正月","1","1","2"
"慈氏越古金轮圣神","1","1","2"
"氏越古金轮圣神皇","1","1","2"
"大周万国颂德天枢","1","1","2"
"肃边道行军大总管","1","1","2"
"万岁通天元年腊月","1","1","2"
"肃边道行军副总管","1","1","2"
"检校夏官侍郎孙元","1","1","2"
"校夏官侍郎孙元亨","1","1","2"
"归诚州刺史孙万荣","1","1","2"
"左鹰扬卫将军曹仁","1","1","2"
"鹰扬卫将军曹仁师","1","1","2"
"右金吾卫大将军张","1","1","2"
"金吾卫大将军张玄","1","1","2"
"吾卫大将军张玄遇","1","1","2"
"左威卫大将军李多","1","1","2"
"威卫大将军李多祚","1","1","2"
"司农少卿麻仁节等","1","1","2"
"清边道行军大总管","1","1","2"
"平狄军副使安道买","1","1","2"
"前益州大都督府长","1","1","2"
"州大都督府长史王","1","1","2"
"右金吾卫大将军武","1","1","2"
"金吾卫大将军武懿","1","1","2"
"吾卫大将军武懿宗","1","1","2"
"右豹韬卫将军何迦","1","1","2"
"豹韬卫将军何迦密","1","1","2"
"清边道行军副大总","1","1","2"
"边道行军副大总管","1","1","2"
"右武卫将军沙吒忠","1","1","2"
"武卫将军沙吒忠义","1","1","2"
"清边中道前军总管","1","1","2"
"宗楚客同凤阁鸾台","2","0","2"
"楚客同凤阁鸾台平","2","0","2"
"客同凤阁鸾台平章","2","0","2"
"师德陇右诸军大使","2","0","2"
"左豹韬卫将军阎知","1","1","2"
"豹韬卫将军阎知微","1","1","2"
"试天官侍郎苏味道","1","1","2"
"李峤同凤阁鸾台平","2","0","2"
"峤同凤阁鸾台平章","2","0","2"
"左肃政台御史中丞","1","1","2"
"肃政台御史中丞吉","1","1","2"
"政台御史中丞吉顼","1","1","2"
"检校右肃政台御史","1","1","2"
"校右肃政台御史中","1","1","2"
"肃政台御史中丞魏","1","1","2"
"政台御史中丞魏元","1","1","2"
"台御史中丞魏元忠","1","1","2"
"试天官侍郎陆元方","1","1","2"
"陇右诸军州大使唐","1","1","2"
"右诸军州大使唐休","1","1","2"
"萧关道行军大总管","1","1","2"
"邵王重润永泰郡主","2","0","2"
"持节山东防御大使","1","1","2"
"检校凉州都督唐休","1","1","2"
"左羽林卫将军敬晖","1","1","2"
"检校左羽林卫将军","1","1","2"
"校左羽林卫将军桓","1","1","2"
"左羽林卫将军桓彦","1","1","2"
"羽林卫将军桓彦范","1","1","2"
"左羽林卫将军李湛","1","1","2"
"右羽林卫将军杨元","1","1","2"
"羽林卫将军杨元琰","1","1","2"
"太子少詹事祝钦明","1","1","2"
"左骁卫大将军裴思","1","1","2"
"骁卫大将军裴思谅","1","1","2"
"李峤同中书门下三","2","0","2"
"峤同中书门下三品","2","0","2"
"灵武军大总管沙吒","1","1","2"
"武军大总管沙吒忠","1","1","2"
"军大总管沙吒忠义","1","1","2"
"右屯卫大将军张仁","1","1","2"
"杀习艺馆内教苏安","1","1","2"
"习艺馆内教苏安恒","1","1","2"
"方道行军大总管张","1","1","2"
"道行军大总管张仁","1","1","2"
"杀许州司兵参军燕","1","1","2"
"许州司兵参军燕钦","1","1","2"
"州司兵参军燕钦融","1","1","2"
"立温王重茂皇太子","2","0","2"
"右散骑常侍魏知古","1","1","2"
"左御史台大夫窦怀","1","1","2"
"御史台大夫窦怀贞","1","1","2"
"检校陇右群牧大使","1","1","2"
"右骁卫将军郭知运","1","1","2"
"右羽林军大将军薛","1","1","2"
"羽林军大将军薛讷","1","1","2"
"右骁卫将军李玄道","1","1","2"
"陇右节度使郭知运","1","1","2"
"方道行军大总管王","1","1","2"
"州大都督府长史张","1","1","2"
"大都督府长史张嘉","1","1","2"
"都督府长史张嘉贞","1","1","2"
"天兵军节度大使张","1","1","2"
"兵军节度大使张说","1","1","2"
"北庭节度使张孝嵩","1","1","2"
"陇右节度使张志亮","1","1","2"
"幽州副总管郭英杰","1","1","2"
"北庭都护刘涣谋反","1","1","2"
"河西节度副大使崔","1","1","2"
"西节度副大使崔希","1","1","2"
"节度副大使崔希逸","1","1","2"
"杀监察御史周子谅","1","1","2"
"潮州刺史陈思挺谋","1","1","2"
"州刺史陈思挺谋反","1","1","2"
"开元圣文神武皇帝","1","1","2"
"碛西节度使盖嘉运","1","1","2"
"陈王府参军田同秀","1","1","2"
"朔方军节度使王忠","1","1","2"
"方军节度使王忠嗣","1","1","2"
"契丹松漠都督李怀","1","1","2"
"丹松漠都督李怀节","1","1","2"
"杀北海郡太守李邕","1","1","2"
"淄川郡太守裴敦复","1","1","2"
"杀户部侍郎杨慎矜","1","1","2"
"安西副都护高仙芝","1","1","2"
"加上玄元皇帝号曰","2","0","2"
"圣祖大道玄元皇帝","1","1","2"
"上尊号曰开元天地","2","0","2"
"尊号曰开元天地大","2","0","2"
"号曰开元天地大宝","2","0","2"
"曰开元天地大宝圣","2","0","2"
"地大宝圣文神武应","1","1","2"
"大宝圣文神武应道","1","1","2"
"安西四镇节度使高","1","1","2"
"西四镇节度使高仙","1","1","2"
"四镇节度使高仙芝","1","1","2"
"李林甫安北副大都","1","1","2"
"林甫安北副大都护","1","1","2"
"剑南节度使杨国忠","1","1","2"
"大圣祖高上大道金","1","1","2"
"地大宝圣文神武证","1","1","2"
"大宝圣文神武证道","1","1","2"
"宝圣文神武证道孝","1","1","2"
"圣文神武证道孝德","1","1","2"
"文神武证道孝德皇","1","1","2"
"神武证道孝德皇帝","1","1","2"
"北庭都护程千里俘","1","1","2"
"剑南节度留后李宓","1","1","2"
"伊西节度使封常清","1","1","2"
"恒山郡太守颜杲卿","1","1","2"
"平原郡太守颜真卿","1","1","2"
"饶阳郡太守卢全诚","1","1","2"
"朔方军节度副使李","1","1","2"
"方军节度副使李光","1","1","2"
"军节度副使李光弼","1","1","2"
"杀户部尚书安思顺","1","1","2"
"北海郡太守贺兰进","1","1","2"
"海郡太守贺兰进明","1","1","2"
"左龙武大将军陈玄","1","1","2"
"龙武大将军陈玄礼","1","1","2"
"武大将军陈玄礼杀","1","1","2"
"御史大夫李朝隐等","1","1","2"
"史大夫李朝隐等八","1","1","2"
"朔方留后支度副使","1","1","2"
"方留后支度副使杜","1","1","2"
"留后支度副使杜鸿","1","1","2"
"后支度副使杜鸿渐","1","1","2"
"六城水陆运使魏少","1","1","2"
"城水陆运使魏少游","1","1","2"
"关内盐池判官李涵","1","1","2"
"河西行军司马裴冕","1","1","2"
"西行军司马裴冕迎","1","1","2"
"防御蒲潼两关兵马","1","1","2"
"御蒲潼两关兵马元","1","1","2"
"蒲潼两关兵马元帅","1","1","2"
"河南节度副使张巡","1","1","2"
"河西兵马使孟庭伦","1","1","2"
"西兵马使孟庭伦杀","1","1","2"
"剑南节度使卢元裕","1","1","2"
"灵昌郡太守许叔冀","1","1","2"
"渭北节度使李光进","1","1","2"
"兴平军兵马使李奂","1","1","2"
"左金吾卫将军南霁","1","1","2"
"金吾卫将军南霁云","1","1","2"
"关内节度使王思礼","1","1","2"
"北庭行营兵马使李","1","1","2"
"庭行营兵马使李嗣","1","1","2"
"行营兵马使李嗣业","1","1","2"
"河南都知兵马使嗣","1","1","2"
"南都知兵马使嗣吴","1","1","2"
"都知兵马使嗣吴王","1","1","2"
"光天文武大圣孝感","1","1","2"
"天文武大圣孝感皇","1","1","2"
"文武大圣孝感皇帝","1","1","2"
"范阳节度副使乌承","1","1","2"
"阳节度副使乌承恩","1","1","2"
"节度副使乌承恩反","1","1","2"
"招讨党项使王仲升","1","1","2"
"讨党项使王仲升杀","1","1","2"
"圣光天文武孝感皇","1","1","2"
"光天文武孝感皇帝","1","1","2"
"河南等道诸节度防","1","1","2"
"南等道诸节度防御","1","1","2"
"等道诸节度防御兵","1","1","2"
"道诸节度防御兵马","1","1","2"
"诸节度防御兵马元","1","1","2"
"节度防御兵马元帅","1","1","2"
"山南东道处置兵马","1","1","2"
"南东道处置兵马使","1","1","2"
"凤翔节度使崔光远","1","1","2"
"淮南节度使邓景山","1","1","2"
"神策军节度使卫伯","1","1","2"
"策军节度使卫伯玉","1","1","2"
"剑南东川节度兵马","1","1","2"
"南东川节度兵马使","1","1","2"
"东川节度兵马使段","1","1","2"
"川节度兵马使段子","1","1","2"
"节度兵马使段子璋","1","1","2"
"度兵马使段子璋反","1","1","2"
"平卢军节度使侯希","1","1","2"
"卢军节度使侯希逸","1","1","2"
"剑南节度使崔光远","1","1","2"
"都知兵马使辛云京","1","1","2"
"淮西节度使王仲升","1","1","2"
"定国军兵马副元帅","1","1","2"
"飞龙厩副使程元振","1","1","2"
"北庭行营节度使李","1","1","2"
"庭行营节度使李嗣","1","1","2"
"行营节度使李嗣业","1","1","2"
"陇右节度使郭子仪","1","1","2"
"关内行营节度使王","1","1","2"
"内行营节度使王思","1","1","2"
"行营节度使王思礼","1","1","2"
"杀山南东道节度使","1","1","2"
"山南东道节度使裴","1","1","2"
"剑南西川兵马使徐","1","1","2"
"南西川兵马使徐知","1","1","2"
"西川兵马使徐知道","1","1","2"
"川兵马使徐知道反","1","1","2"
"朔方行营节度使仆","1","1","2"
"方行营节度使仆固","1","1","2"
"行营节度使仆固怀","1","1","2"
"营节度使仆固怀恩","1","1","2"
"山南东道兵马使梁","1","1","2"
"南东道兵马使梁崇","1","1","2"
"东道兵马使梁崇义","1","1","2"
"宝应元圣文武孝皇","1","1","2"
"应元圣文武孝皇帝","1","1","2"
"渭北行营兵马使吕","1","1","2"
"北行营兵马使吕日","1","1","2"
"行营兵马使吕日将","1","1","2"
"广州市舶使吕太一","1","1","2"
"州市舶使吕太一反","1","1","2"
"朔方军节度留后浑","1","1","2"
"方军节度留后浑释","1","1","2"
"山南东道节度行营","1","1","2"
"南东道节度行营事","1","1","2"
"河西节度使杨志烈","1","1","2"
"淄青兵马使李怀玉","1","1","2"
"剑南东川节度使张","1","1","2"
"南东川节度使张献","1","1","2"
"东川节度使张献诚","1","1","2"
"商州兵马使刘洽杀","1","1","2"
"剑南节度留后崔宽","1","1","2"
"朔方军节度留后常","1","1","2"
"方军节度留后常谦","1","1","2"
"军节度留后常谦光","1","1","2"
"凤翔节度使李抱玉","1","1","2"
"成都府司录参军事","1","1","2"
"都府司录参军事李","1","1","2"
"府司录参军事李少","1","1","2"
"司录参军事李少良","1","1","2"
"循州刺史哥舒晃反","1","1","2"
"岭南节度使吕崇贲","1","1","2"
"昭义军兵马使裴志","1","1","2"
"义军兵马使裴志清","1","1","2"
"剑南西川节度使崔","1","1","2"
"南西川节度使崔宁","1","1","2"
"岭南节度使路嗣恭","1","1","2"
"淮南节度使陈少游","1","1","2"
"河东节度留后鲍防","1","1","2"
"魏博节度使田承嗣","1","1","2"
"金吾卫大将军曲环","1","1","2"
"州卢龙军节度使硃","2","0","2"
"卢龙军节度使硃滔","2","0","2"
"淮宁军节度使李希","1","1","2"
"宁军节度使李希烈","1","1","2"
"平卢军节度使李正","1","1","2"
"卢军节度使李正己","1","1","2"
"宣武军节度使刘洽","1","1","2"
"成德军节度使张孝","1","1","2"
"德军节度使张孝忠","1","1","2"
"昭义军节度副使卢","1","1","2"
"义军节度副使卢玄","1","1","2"
"军节度副使卢玄卿","1","1","2"
"杀殿中侍御史郑詹","1","1","2"
"朔方军节度使李怀","1","1","2"
"方军节度使李怀光","1","1","2"
"军节度使李怀光讨","1","1","2"
"殿中丞李云端谋反","1","1","2"
"汝行营节度使哥舒","1","1","2"
"行营节度使哥舒曜","1","1","2"
"营节度使哥舒曜讨","1","1","2"
"荆南节度使张伯仪","1","1","2"
"神策军行营兵马使","1","1","2"
"策军行营兵马使刘","1","1","2"
"军行营兵马使刘德","1","1","2"
"行营兵马使刘德信","1","1","2"
"沔鄂节度诸军行营","1","1","2"
"鄂节度诸军行营兵","1","1","2"
"节度诸军行营兵马","1","1","2"
"度诸军行营兵马都","1","1","2"
"诸军行营兵马都元","1","1","2"
"军行营兵马都元帅","1","1","2"
"泾原节度使姚令言","1","1","2"
"原节度使姚令言反","1","1","2"
"左骁卫将军刘海宾","1","1","2"
"宣武军兵马使高翼","1","1","2"
"武军兵马使高翼死","1","1","2"
"杀泾原节度都虞候","1","1","2"
"泾原节度都虞候何","1","1","2"
"原节度都虞候何明","1","1","2"
"节度都虞候何明礼","1","1","2"
"杀尚书右仆射崔宁","1","1","2"
"灵盐节度留后杜希","1","1","2"
"盐节度留后杜希全","1","1","2"
"隰行营兵马副元帅","1","1","2"
"左卫大将军侯仲庄","1","1","2"
"金商节度使李建徽","1","1","2"
"神策军兵马使阳惠","1","1","2"
"策军兵马使阳惠元","1","1","2"
"魏博兵马使田绪杀","1","1","2"
"神策行营兵马使尚","1","1","2"
"奉天行营兵马副元","1","1","2"
"天行营兵马副元帅","1","1","2"
"李怀光杀宣慰使孔","1","1","2"
"怀光杀宣慰使孔巢","1","1","2"
"光杀宣慰使孔巢父","1","1","2"
"北庭行营兵马副元","1","1","2"
"庭行营兵马副元帅","1","1","2"
"隰诸军行营兵马副","1","1","2"
"陕虢诸军行营兵马","1","1","2"
"虢诸军行营兵马副","1","1","2"
"朔方行营兵马副元","1","1","2"
"方行营兵马副元帅","1","1","2"
"陇行营节度使曲环","1","1","2"
"李希烈杀宣慰使颜","1","1","2"
"希烈杀宣慰使颜真","1","1","2"
"烈杀宣慰使颜真卿","1","1","2"
"卢龙军节度使刘怦","1","1","2"
"山南东道节度使樊","1","1","2"
"南东道节度使樊泽","1","1","2"
"尚书左仆射张延赏","1","1","2"
"潼关节度使骆元光","1","1","2"
"前陕虢观察使李泌","1","1","2"
"朔方节度使杜希全","1","1","2"
"射生将韩钦绪谋反","1","1","2"
"宣武军节度使刘玄","1","1","2"
"武军节度使刘玄佐","1","1","2"
"平卢军节度使李纳","1","1","2"
"义成军节度使贾耽","1","1","2"
"昭义军节度留后王","1","1","2"
"义军节度留后王虔","1","1","2"
"军节度留后王虔休","1","1","2"
"宣武军节度使李万","1","1","2"
"武军节度使李万荣","1","1","2"
"节度行军司马陆长","1","1","2"
"度行军司马陆长源","1","1","2"
"军节度使吴少诚反","1","1","2"
"陈许节度留后上官","1","1","2"
"宣武军节度使刘全","1","1","2"
"武军节度使刘全谅","1","1","2"
"山南东道节度使頔","2","0","2"
"蔡州行营招讨处置","1","1","2"
"州行营招讨处置使","1","1","2"
"杀上封事人崔善贞","1","1","2"
"成德军节度使王武","1","1","2"
"德军节度使王武俊","1","1","2"
"横海军节度使程怀","1","1","2"
"海军节度使程怀信","1","1","2"
"皇太子权句军国政","2","0","2"
"太子权句军国政事","2","0","2"
"左金吾卫大将军袁","1","1","2"
"金吾卫大将军袁滋","1","1","2"
"山南西道安抚大使","1","1","2"
"银节度留后杨惠琳","1","1","2"
"节度留后杨惠琳反","1","1","2"
"平卢军节度使李师","1","1","2"
"卢军节度使李师古","1","1","2"
"诸道行营兵马招讨","1","1","2"
"道行营兵马招讨使","1","1","2"
"行营兵马招讨使讨","1","1","2"
"镇海军兵马使张子","1","1","2"
"海军兵马使张子良","1","1","2"
"剑南西川节度使高","1","1","2"
"南西川节度使高崇","1","1","2"
"西川节度使高崇文","1","1","2"
"成德军节度使王士","1","1","2"
"德军节度使王士真","1","1","2"
"成德军节度使王承","1","1","2"
"德军节度使王承宗","1","1","2"
"军节度使王承宗反","1","1","2"
"保信军节度使薛昌","1","1","2"
"信军节度使薛昌朝","1","1","2"
"神策军护军中尉吐","1","1","2"
"策军护军中尉吐突","1","1","2"
"军护军中尉吐突承","1","1","2"
"护军中尉吐突承璀","1","1","2"
"镇州行营兵马招讨","1","1","2"
"州行营兵马招讨处","1","1","2"
"行营兵马招讨处置","1","1","2"
"营兵马招讨处置使","1","1","2"
"左神策军大将军郦","1","1","2"
"神策军大将军郦定","1","1","2"
"策军大将军郦定进","1","1","2"
"河东节度使范希朝","1","1","2"
"义武军节度使张茂","1","1","2"
"武军节度使张茂昭","1","1","2"
"义武军都虞候杨伯","1","1","2"
"武军都虞候杨伯玉","1","1","2"
"军都虞候杨伯玉反","1","1","2"
"义武军兵马使张佐","1","1","2"
"武军兵马使张佐元","1","1","2"
"军兵马使张佐元反","1","1","2"
"淮南节度使李吉甫","1","1","2"
"魏博节度使田季安","1","1","2"
"剑南西川节度使武","1","1","2"
"南西川节度使武元","1","1","2"
"西川节度使武元衡","1","1","2"
"黔中经略使崔能讨","1","1","2"
"荆南节度使严绶讨","1","1","2"
"剑南东川节度使潘","1","1","2"
"南东川节度使潘孟","1","1","2"
"东川节度使潘孟阳","1","1","2"
"川节度使潘孟阳讨","1","1","2"
"湖南观察使柳公绰","1","1","2"
"南观察使柳公绰讨","1","1","2"
"河中节度使张弘靖","1","1","2"
"义军节度使吴少阳","1","1","2"
"山南东道节度使严","1","1","2"
"南东道节度使严绶","1","1","2"
"忠武军都知兵马使","1","1","2"
"武军都知兵马使李","1","1","2"
"军都知兵马使李光","1","1","2"
"都知兵马使李光颜","1","1","2"
"寿州团练使李文通","1","1","2"
"河阳节度使乌重胤","1","1","2"
"阳节度使乌重胤讨","1","1","2"
"宣武军节度使韩弘","1","1","2"
"武宁军都押衙王智","1","1","2"
"宁军都押衙王智兴","1","1","2"
"卢龙军节度使刘总","1","1","2"
"唐邓节度使高霞寓","1","1","2"
"昭义军节度使郗士","1","1","2"
"义军节度使郗士美","1","1","2"
"淮南节度使李庸阝","1","1","2"
"横海军节度使程权","1","1","2"
"诸道盐铁转运使程","1","1","2"
"道盐铁转运使程异","1","1","2"
"灵武节度使杜叔良","1","1","2"
"圣文神武法天应道","1","1","2"
"文神武法天应道皇","1","1","2"
"神武法天应道皇帝","1","1","2"
"河阳节度使令狐楚","1","1","2"
"左神策军中尉吐突","1","1","2"
"神策军中尉吐突承","1","1","2"
"策军中尉吐突承璀","1","1","2"
"中书舍人翰林学士","1","1","2"
"书舍人翰林学士段","1","1","2"
"舍人翰林学士段文","1","1","2"
"人翰林学士段文昌","1","1","2"
"容管经略留后严公","1","1","2"
"管经略留后严公素","1","1","2"
"右神策军中尉梁守","1","1","2"
"神策军中尉梁守谦","1","1","2"
"幽州卢龙军都知兵","1","1","2"
"州卢龙军都知兵马","1","1","2"
"卢龙军都知兵马使","1","1","2"
"群臣上尊号曰文武","2","0","2"
"成德军大将王廷凑","1","1","2"
"德军大将王廷凑杀","1","1","2"
"灵武节度使李进诚","1","1","2"
"义武军节度使陈楚","1","1","2"
"义军节度使刘悟囚","1","1","2"
"武宁军节度副使王","1","1","2"
"宁军节度副使王智","1","1","2"
"军节度副使王智兴","1","1","2"
"成德军节度使牛元","1","1","2"
"德军节度使牛元翼","1","1","2"
"宣武军节度使韩充","1","1","2"
"宰相李逢吉请立景","1","1","2"
"相李逢吉请立景王","1","1","2"
"文武大圣广孝皇帝","1","1","2"
"幽州卢龙军兵马使","1","1","2"
"州卢龙军兵马使李","1","1","2"
"卢龙军兵马使李载","1","1","2"
"龙军兵马使李载义","1","1","2"
"军兵马使李载义杀","1","1","2"
"军节度使乌重胤讨","1","1","2"
"横海军节度使李寰","1","1","2"
"海军节度使李寰讨","1","1","2"
"峰州刺史王升朝反","1","1","2"
"魏博节度使史宪诚","1","1","2"
"义武军节度使柳公","1","1","2"
"武军节度使柳公济","1","1","2"
"卢龙军节度使李载","1","1","2"
"龙军节度使李载义","1","1","2"
"魏博行营兵马使丌","1","1","2"
"博行营兵马使丌志","1","1","2"
"行营兵马使丌志沼","1","1","2"
"营兵马使丌志沼反","1","1","2"
"都知兵马使何进滔","1","1","2"
"军卫大将军董重质","1","1","2"
"诸道行营西川都知","1","1","2"
"道行营西川都知兵","1","1","2"
"行营西川都知兵马","1","1","2"
"营西川都知兵马使","1","1","2"
"武昌军节度使牛僧","1","1","2"
"昌军节度使牛僧孺","1","1","2"
"州卢龙军节度使杨","1","1","2"
"卢龙军节度使杨志","1","1","2"
"龙军节度使杨志诚","1","1","2"
"幽州卢龙军大将史","1","1","2"
"州卢龙军大将史元","1","1","2"
"卢龙军大将史元忠","1","1","2"
"南西道节度使李宗","1","1","2"
"西道节度使李宗闵","1","1","2"
"成德军节度使王廷","1","1","2"
"德军节度使王廷凑","1","1","2"
"浙江东道观察使贾","1","1","2"
"杀观军容使王守澄","1","1","2"
"杀武宁军监军使王","1","1","2"
"武宁军监军使王守","1","1","2"
"宁军监军使王守涓","1","1","2"
"权知户部侍郎李石","1","1","2"
"仇士良杀右金吾卫","1","1","2"
"士良杀右金吾卫大","1","1","2"
"良杀右金吾卫大将","1","1","2"
"杀右金吾卫大将军","1","1","2"
"右金吾卫大将军韩","1","1","2"
"金吾卫大将军韩约","1","1","2"
"南西道节度使李固","1","1","2"
"西道节度使李固言","1","1","2"
"神策军护军中尉鱼","1","1","2"
"策军护军中尉鱼弘","1","1","2"
"军护军中尉鱼弘志","1","1","2"
"仙韶院副使尉迟璋","1","1","2"
"神策军护军中尉仇","1","1","2"
"策军护军中尉仇士","1","1","2"
"军护军中尉仇士良","1","1","2"
"淮南节度副大使李","1","1","2"
"南节度副大使李绅","1","1","2"
"群臣上尊号曰仁圣","2","0","2"
"臣上尊号曰仁圣文","2","0","2"
"上尊号曰仁圣文武","2","0","2"
"天德军行营副使石","1","1","2"
"德军行营副使石雄","1","1","2"
"魏博节度使何弘敬","1","1","2"
"河中节度使陈夷行","1","1","2"
"河阳节度使王茂元","1","1","2"
"晋绛行营节度使石","1","1","2"
"绛行营节度使石雄","1","1","2"
"仁圣文武章天成功","1","1","2"
"圣文武章天成功神","1","1","2"
"文武章天成功神德","1","1","2"
"武章天成功神德明","1","1","2"
"章天成功神德明道","1","1","2"
"天成功神德明道大","1","1","2"
"成功神德明道大孝","1","1","2"
"功神德明道大孝皇","1","1","2"
"神德明道大孝皇帝","1","1","2"
"东北道招讨党项使","1","1","2"
"盐州监军使杨玄价","1","1","2"
"州监军使杨玄价杀","1","1","2"
"诸道盐铁转运使夏","1","1","2"
"道盐铁转运使夏侯","1","1","2"
"盐铁转运使夏侯孜","1","1","2"
"神策军护军中尉王","1","1","2"
"蔡州四面行营副都","1","1","2"
"州四面行营副都统","1","1","2"
"剑南西川节度副大","1","1","2"
"南西川节度副大使","1","1","2"
"永平军节度使王建","1","1","2"
"山南西道节度使杨","1","1","2"
"南西道节度使杨守","1","1","2"
"西道节度使杨守厚","1","1","2"
"平卢军节度使王敬","1","1","2"
"卢军节度使王敬武","1","1","2"
"宣歙观察使杨行密","1","1","2"
"圣文睿德光武弘孝","1","1","2"
"文睿德光武弘孝皇","1","1","2"
"睿德光武弘孝皇帝","1","1","2"
"昭义军节度使李克","1","1","2"
"河东行营都招讨宣","1","1","2"
"东行营都招讨宣慰","1","1","2"
"行营都招讨宣慰使","1","1","2"
"龙军节度使李匡威","1","1","2"
"东川节度使顾彦朗","1","1","2"
"河东东面行营招讨","1","1","2"
"东东面行营招讨使","1","1","2"
"昭义军节度使孙揆","1","1","2"
"剑南西川节度使陈","1","1","2"
"南西川节度使陈敬","1","1","2"
"河阳节度使赵克裕","1","1","2"
"天平军节度使硃宣","2","0","2"
"武定军节度使杨守","1","1","2"
"定军节度使杨守忠","1","1","2"
"龙剑节度使杨守贞","1","1","2"
"凤翔陇右节度使李","1","1","2"
"翔陇右节度使李茂","1","1","2"
"陇右节度使李茂贞","1","1","2"
"感义军节度使满存","1","1","2"
"幽州卢龙军兵马留","1","1","2"
"州卢龙军兵马留后","1","1","2"
"卢龙军兵马留后李","1","1","2"
"龙军兵马留后李匡","1","1","2"
"军兵马留后李匡筹","1","1","2"
"剑南西川监军田令","1","1","2"
"南西川监军田令孜","1","1","2"
"武宁军节度使时溥","1","1","2"
"观军容使西门重遂","1","1","2"
"内枢密使李周讠童","1","1","2"
"钦化军节度使周岳","1","1","2"
"威戎军节度使杨晟","1","1","2"
"武安军节度使邓处","1","1","2"
"安军节度使邓处讷","1","1","2"
"大同军防御使赫连","1","1","2"
"昭义军节度使康君","1","1","2"
"义军节度使康君立","1","1","2"
"龙军节度使李匡筹","1","1","2"
"军节度使卢彦威杀","1","1","2"
"护国军节度使王重","1","1","2"
"国军节度使王重盈","1","1","2"
"泰宁军节度使硃瑾","2","0","2"
"静难军节度使王行","1","1","2"
"难军节度使王行瑜","1","1","2"
