"N-gram","元史","元史翻译","Total"
"懿淑圣皇后","1","1","2"
"泰宁县五千","1","1","2"
"宁县五千户","1","1","2"
"县五千户封","1","1","2"
"五千户封买","1","1","2"
"千户封买奴","1","1","2"
"大司徒阔彻","1","1","2"
"司徒阔彻伯","1","1","2"
"忽商议军国","1","1","2"
"商议军国重","1","1","2"
"议军国重事","1","1","2"
"哈吃剌佛像","1","1","2"
"两广洞寨差","1","1","2"
"广洞寨差税","1","1","2"
"洞寨差税一","1","1","2"
"寨差税一年","1","1","2"
"江淮创科包","2","0","2"
"淮创科包银","2","0","2"
"创科包银三","1","1","2"
"科包银三年","1","1","2"
"赐诸王彻彻","2","0","2"
"彻彻秃金一","1","1","2"
"彻秃金一锭","1","1","2"
"召亲王图帖","1","1","2"
"高昌王都护","2","0","2"
"补化遣使进","1","1","2"
"赐寿宁公主","2","0","2"
"置定王薛彻","1","1","2"
"定王薛彻干","1","1","2"
"王薛彻干总","1","1","2"
"薛彻干总管","1","1","2"
"彻干总管府","1","1","2"
"平章政事囊","1","1","2"
"章政事囊加","1","1","2"
"政事囊加台","1","1","2"
"遣湘宁王八","1","1","2"
"枢密院事吉","2","0","2"
"书省左丞泼","1","1","2"
"省左丞泼皮","1","1","2"
"行台中丞朵","1","1","2"
"台中丞朵朵","1","1","2"
"卫士四百人","1","1","2"
"封八剌失里","1","1","2"
"八剌失里继","1","1","2"
"剌失里继母","1","1","2"
"失里继母买","1","1","2"
"皇妹昌国大","1","1","2"
"妹昌国大长","1","1","2"
"昌国大长公","1","1","2"
"八番金石番","1","1","2"
"番金石番等","1","1","2"
"金石番等处","1","1","2"
"诸王伯颜帖","1","1","2"
"王伯颜帖木","1","1","2"
"镇阔连东部","1","1","2"
"忒纳失里镇","2","0","2"
"东盐运司判","1","1","2"
"运司判官马","1","1","2"
"司判官马合","1","1","2"
"判官马合谟","1","1","2"
"加封温州故","1","1","2"
"封温州故平","1","1","2"
"温州故平阳","1","1","2"
"州故平阳侯","1","1","2"
"谕云南大车","1","1","2"
"云南大车里","1","1","2"
"封云南王王","1","1","2"
"益阳州六万","1","1","2"
"阳州六万五","1","1","2"
"封亲王图帖","1","1","2"
"图帖睦怀王","2","0","2"
"瑞州六万五","1","1","2"
"岁赐币帛千","1","1","2"
"遣兵部员外","1","1","2"
"部员外郎宋","1","1","2"
"员外郎宋本","1","1","2"
"部员外郎郑","1","1","2"
"员外郎郑立","1","1","2"
"工部主事张","1","1","2"
"部主事张成","1","1","2"
"太史院都事","1","1","2"
"史院都事费","1","1","2"
"院都事费著","1","1","2"
"诸王散术台","1","1","2"
"钞千二百锭","2","0","2"
"元钞四十万","1","1","2"
"钞四十万锭","1","1","2"
"中统钞十万","1","1","2"
"统钞十万锭","1","1","2"
"钞八千五百","1","1","2"
"八千五百锭","1","1","2"
"平章政事脱","1","1","2"
"章政事脱欢","1","1","2"
"政事脱欢答","1","1","2"
"事脱欢答剌","1","1","2"
"欢答剌罕升","1","1","2"
"海剌秃总管","1","1","2"
"剌秃总管府","1","1","2"
"五花城宿灭","1","1","2"
"花城宿灭秃","1","1","2"
"东廉访使许","1","1","2"
"廉访使许师","1","1","2"
"访使许师敬","1","1","2"
"史大夫秃忽","1","1","2"
"大夫秃忽鲁","1","1","2"
"夫秃忽鲁加","1","1","2"
"秃忽鲁加太","1","1","2"
"忽鲁加太保","1","1","2"
"诸王搠思班","1","1","2"
"王搠思班部","1","1","2"
"搠思班部战","1","1","2"
"思班部战士","1","1","2"
"班部战士四","1","1","2"
"部战士四百","1","1","2"
"战士四百人","1","1","2"
"士四百人征","1","1","2"
"中政使冯亨","1","1","2"
"涿州等处饥","1","1","2"
"赈钞三万锭","2","0","2"
"改河间盐运","2","0","2"
"大都河间等","1","1","2"
"都河间等路","1","1","2"
"河间等路都","1","1","2"
"间等路都转","1","1","2"
"巩昌路临洮","1","1","2"
"昌路临洮府","1","1","2"
"路临洮府饥","1","1","2"
"钞五万五千","1","1","2"
"五万五千锭","1","1","2"
"山东州县收","1","1","2"
"东州县收养","1","1","2"
"州县收养流","1","1","2"
"县收养流民","1","1","2"
"收养流民遗","1","1","2"
"养流民遗弃","1","1","2"
"流民遗弃子","1","1","2"
"民遗弃子女","1","1","2"
"知政事马合","1","1","2"
"东宣慰使李","1","1","2"
"宣慰使李处","1","1","2"
"慰使李处恭","1","1","2"
"两浙江东道","1","1","2"
"道廉访使朵","1","1","2"
"廉访使朵列","1","1","2"
"访使朵列秃","1","1","2"
"太史院使齐","1","1","2"
"史院使齐履","1","1","2"
"院使齐履谦","1","1","2"
"江西福建道","1","1","2"
"都功德使举","1","1","2"
"功德使举林","1","1","2"
"德使举林伯","1","1","2"
"湖宣慰使蒙","1","1","2"
"宣慰使蒙弼","1","1","2"
"江南湖广道","1","1","2"
"礼部尚书李","1","1","2"
"部尚书李家","1","1","2"
"尚书李家奴","1","1","2"
"工部尚书朱","1","1","2"
"河南江北道","1","1","2"
"枢密院事阿","1","1","2"
"密院事阿吉","1","1","2"
"院事阿吉剌","1","1","2"
"燕南山东道","1","1","2"
"宣徽院判韩","1","1","2"
"吏部尚书纳","1","1","2"
"部尚书纳哈","1","1","2"
"陕西盐运使","1","1","2"
"西盐运使众","1","1","2"
"盐运使众家","1","1","2"
"运使众家奴","1","1","2"
"书断事官韩","1","1","2"
"断事官韩庭","1","1","2"
"事官韩庭茂","1","1","2"
"南宣慰使寒","1","1","2"
"宣慰使寒食","1","1","2"
"冀宁路总管","1","1","2"
"宁路总管刘","1","1","2"
"路总管刘文","1","1","2"
"东宣慰使秃","1","1","2"
"宣慰使秃思","1","1","2"
"慰使秃思帖","1","1","2"
"使秃思帖木","1","1","2"
"行省左丞廉","1","1","2"
"侍讲学士帖","1","1","2"
"讲学士帖木","1","1","2"
"秘书卿吴秉","1","1","2"
"书卿吴秉道","1","1","2"
"八番宣慰司","1","1","2"
"番宣慰司官","1","1","2"
"加塔失帖木","1","1","2"
"延川二路饥","1","1","2"
"钞三千五百","1","1","2"
"三千五百锭","1","1","2"
"置常侍府官","1","1","2"
"常侍府官属","1","1","2"
"遥授中书左","1","1","2"
"大司徒斡耳","1","1","2"
"司徒斡耳朵","1","1","2"
"山北辽阳等","1","1","2"
"北辽阳等路","1","1","2"
"辽阳等路蒙","1","1","2"
"阳等路蒙古","1","1","2"
"等路蒙古军","1","1","2"
"路蒙古军万","1","1","2"
"古军万户孛","1","1","2"
"军万户孛罗","1","1","2"
"侍讲学士教","1","1","2"
"讲学士教化","1","1","2"
"学士教化等","1","1","2"
"中卫亲军都","1","1","2"
"都指挥使唐","1","1","2"
"指挥使唐兀","1","1","2"
"兵部尚书赛","1","1","2"
"部尚书赛罕","1","1","2"
"尚书赛罕八","1","1","2"
"木中书平章","2","0","2"
"知政事张友","1","1","2"
"政事张友谅","1","1","2"
"省左丞相伯","1","1","2"
"中书右丞赵","1","1","2"
"书右丞赵世","1","1","2"
"右丞赵世延","1","1","2"
"赵世延御史","2","0","2"
"世延御史中","2","0","2"
"延御史中丞","2","0","2"
"回回掌教哈","1","1","2"
"补化知枢密","1","1","2"
"化知枢密院","1","1","2"
"靖王买奴等","1","1","2"
"襄阳万户杨","1","1","2"
"阳万户杨克","1","1","2"
"邓州万户孙","1","1","2"
"州万户孙节","1","1","2"
"辽东秃满迭","1","1","2"
"蓟州两家店","1","1","2"
"中书右丞曹","1","1","2"
"书右丞曹立","1","1","2"
"建廉访使易","1","1","2"
"廉访使易释","1","1","2"
"访使易释董","1","1","2"
"使易释董阿","1","1","2"
"书左丞张思","1","1","2"
"左丞张思明","1","1","2"
"政事秃坚帖","1","1","2"
"行省右丞易","1","1","2"
"省右丞易释","1","1","2"
"右丞易释董","1","1","2"
"丞易释董阿","1","1","2"
"中书平章速","1","1","2"
"书平章速速","1","1","2"
"御史中丞列","2","0","2"
"史中丞列赤","2","0","2"
"庄圣皇后神","1","1","2"
"神御殿作佛","2","0","2"
"御殿作佛事","2","0","2"
"汉将军关羽","1","1","2"
"显灵义勇武","1","1","2"
"灵义勇武安","1","1","2"
"义勇武安英","1","1","2"
"勇武安英济","1","1","2"
"武安英济王","1","1","2"
"省左丞相吉","2","0","2"
"平王黄金印","2","0","2"
"海东白鹘青","1","1","2"
"东白鹘青鹘","1","1","2"
"列赤御史大","2","0","2"
"赤御史大夫","2","0","2"
"东宣慰司银","1","1","2"
"宣慰司银字","1","1","2"
"慰司银字圆","1","1","2"
"司银字圆符","1","1","2"
"鹰坊伯撒里","1","1","2"
"乌伯都剌珠","1","1","2"
"伯都剌珠衣","1","1","2"
"都剌珠衣赐","1","1","2"
"中政院使敬","1","1","2"
"政院使敬俨","1","1","2"
"枢密院事彻","1","1","2"
"密院事彻里","1","1","2"
"院事彻里帖","1","1","2"
"事彻里帖木","1","1","2"
"帖木中书左","2","0","2"
"木中书左丞","2","0","2"
"阿伯等六人","1","1","2"
"伯等六人田","1","1","2"
"等六人田宅","1","1","2"
"六人田宅赐","1","1","2"
"枢密院事花","2","0","2"
"密院事花帖","2","0","2"
"院事花帖木","2","0","2"
"参知政事跃","1","1","2"
"知政事跃里","1","1","2"
"政事跃里铁","1","1","2"
"事跃里铁木","1","1","2"
"参议省事赵","1","1","2"
"议省事赵世","1","1","2"
"大司农王毅","1","1","2"
"大都路涿州","1","1","2"
"都路涿州房","1","1","2"
"路涿州房山","1","1","2"
"范阳等县饥","1","1","2"
"阳等县饥民","1","1","2"
"台赃罚钞三","1","1","2"
"赃罚钞三百","1","1","2"
"罚钞三百锭","1","1","2"
"钞三百锭赐","1","1","2"
"教坊司撒剌","1","1","2"
"史中丞八剌","2","0","2"
"林直学士马","1","1","2"
"直学士马哈","1","1","2"
"典瑞使教化","1","1","2"
"佥中政院事","1","1","2"
"中政院事脱","1","1","2"
"书断事官忽","1","1","2"
"右司郎中孛","1","1","2"
"司员外郎王","1","1","2"
"员外郎王德","1","1","2"
"外郎王德明","1","1","2"
"礼部尚书八","1","1","2"
"八剌哈赤等","1","1","2"
"祖父纪功碑","1","1","2"
"父纪功碑铭","1","1","2"
"水达达路阿","1","1","2"
"达达路阿速","1","1","2"
"达路阿速古","1","1","2"
"改储庆使司","1","1","2"
"凤翔府岐阳","1","1","2"
"翔府岐阳书","1","1","2"
"府岐阳书院","1","1","2"
"中书参议阿","1","1","2"
"书参议阿荣","1","1","2"
"子詹事丞赵","1","1","2"
"詹事丞赵世","1","1","2"
"事丞赵世安","1","1","2"
"上都留守铁","1","1","2"
"都留守铁木","1","1","2"
"脱御史大夫","2","0","2"
"史中丞史惟","1","1","2"
"中丞史惟良","1","1","2"
"丞史惟良沛","1","1","2"
"史惟良沛县","1","1","2"
"诸路道教事","1","1","2"
"路道教事张","1","1","2"
"道教事张留","1","1","2"
"教事张留孙","1","1","2"
"赞化保运神","1","1","2"
"化保运神德","1","1","2"
"保运神德真","1","1","2"
"运神德真君","1","1","2"
"补化加录军","1","1","2"
"化加录军国","1","1","2"
"大司农卿燕","1","1","2"
"司农卿燕赤","1","1","2"
"立元江等处","1","1","2"
"元江等处宣","1","1","2"
"江等处宣慰","1","1","2"
"南威楚路黄","1","1","2"
"威楚路黄州","1","1","2"
"楚路黄州土","1","1","2"
"路黄州土官","1","1","2"
"黄州土官哀","1","1","2"
"州土官哀放","1","1","2"
"楚路土官昵","1","1","2"
"路土官昵放","1","1","2"
"中书左丞赵","1","1","2"
"书左丞赵世","1","1","2"
"左丞赵世安","1","1","2"
"丞赵世安提","1","1","2"
"世安提调国","1","1","2"
"安提调国子","1","1","2"
"调国子监学","1","1","2"
"大崇禧万寿","1","1","2"
"崇禧万寿寺","1","1","2"
"追封燕铁木","1","1","2"
"曾祖班都察","1","1","2"
"河东冀宁路","1","1","2"
"四川重庆路","1","1","2"
"川重庆路酒","1","1","2"
"重庆路酒禁","1","1","2"
"牙连秃杰鲁","1","1","2"
"连秃杰鲁迭","1","1","2"
"秃杰鲁迭所","1","1","2"
"杰鲁迭所居","1","1","2"
"鲁迭所居鹰","1","1","2"
"迭所居鹰坊","1","1","2"
"所居鹰坊八","1","1","2"
"居鹰坊八百","1","1","2"
"鹰坊八百七","1","1","2"
"坊八百七十","1","1","2"
"八百七十户","1","1","2"
"枢密院事撒","1","1","2"
"密院事撒敦","1","1","2"
"书右丞撒迪","1","1","2"
"宣政使阔里","1","1","2"
"政使阔里吉","1","1","2"
"使阔里吉思","1","1","2"
"铁木知枢密","2","0","2"
"太祖光献翼","1","1","2"
"祖光献翼圣","1","1","2"
"光献翼圣皇","1","1","2"
"献翼圣皇后","1","1","2"
"世祖昭睿顺","1","1","2"
"祖昭睿顺圣","1","1","2"
"济宁忠武王","1","1","2"
"宁忠武王按","1","1","2"
"忠武王按陈","1","1","2"
"驸马脱里思","1","1","2"
"宣慈惠圣皇","1","1","2"
"慈惠圣皇后","1","1","2"
"惠圣皇后真","1","1","2"
"圣皇后真哥","1","1","2"
"皇后真哥侄","1","1","2"
"后真哥侄毓","1","1","2"
"真哥侄毓德","1","1","2"
"哥侄毓德王","1","1","2"
"侄毓德王孛","1","1","2"
"毓德王孛罗","1","1","2"
"德王孛罗帖","1","1","2"
"元三年三月","1","1","2"
"二十五年八","1","1","2"
"五年八月崩","1","1","2"
"完者忽都皇","1","1","2"
"者忽都皇后","1","1","2"
"前锋三千人","1","1","2"
"锋三千人破","1","1","2"
"三千人破金","1","1","2"
"千人破金兵","1","1","2"
"人破金兵十","1","1","2"
"破金兵十余","1","1","2"
"金兵十余万","1","1","2"
"叛王岳木忽","1","1","2"
"裕宗徽仁裕","1","1","2"
"宗徽仁裕圣","1","1","2"
"孙浑都帖木","1","1","2"
"大元年三月","1","1","2"
"太后尊号曰","2","0","2"
"后尊号曰仪","2","0","2"
"泰宁福庆皇","1","1","2"
"宁福庆皇太","1","1","2"
"福庆皇太后","1","1","2"
"秃秃哈率众","1","1","2"
"秃哈率众追","1","1","2"
"拨付怯薛丹","1","1","2"
"付怯薛丹五","1","1","2"
"怯薛丹五百","1","1","2"
"薛丹五百名","1","1","2"
"子老章袭封","1","1","2"
"老章袭封镇","1","1","2"
"章袭封镇南","1","1","2"
"花黄金五十","1","1","2"
"设王傅等官","1","1","2"
"推忠宣力佐","1","1","2"
"阔里吉思独","1","1","2"
"弟术忽难袭","1","1","2"
"术忽难袭高","1","1","2"
"忽难袭高唐","1","1","2"
"难袭高唐王","1","1","2"
"赠推忠宣惠","1","1","2"
"推忠宣惠宁","1","1","2"
"忠宣惠宁远","1","1","2"
"宣惠宁远功","1","1","2"
"惠宁远功臣","1","1","2"
"加赠资善大","1","1","2"
"岭北等处行","1","1","2"
"追封鲁郡公","1","1","2"
"追赠推诚宣","1","1","2"
"推诚宣力翊","1","1","2"
"诚宣力翊卫","1","1","2"
"宣力翊卫功","1","1","2"
"赠推忠协谋","1","1","2"
"推忠协谋佐","1","1","2"
"忠协谋佐运","1","1","2"
"协谋佐运功","1","1","2"
"谋佐运功臣","1","1","2"
"诏赠宣忠同","1","1","2"
"赠宣忠同德","1","1","2"
"宣忠同德弼","1","1","2"
"忠同德弼亮","1","1","2"
"同德弼亮功","1","1","2"
"德弼亮功臣","1","1","2"
"林等处行中","1","1","2"
"特封淇阳王","1","1","2"
"立辽阳行省","1","1","2"
"撒合参知政","2","0","2"
"合参知政事","2","0","2"
"赠推诚亮节","1","1","2"
"推诚亮节崇","1","1","2"
"诚亮节崇德","1","1","2"
"亮节崇德赞","1","1","2"
"节崇德赞治","1","1","2"
"崇德赞治功","1","1","2"
"德赞治功臣","1","1","2"
"兀鲁兀台氏","1","1","2"
"散八思哈长","1","1","2"
"八思哈长官","1","1","2"
"行中书省郎","1","1","2"
"中书省郎中","1","1","2"
"献牝马三千","1","1","2"
"牝马三千匹","1","1","2"
"云南王征金","1","1","2"
"南王征金齿","1","1","2"
"王征金齿诸","1","1","2"
"征金齿诸部","1","1","2"
"赠平章政事","1","1","2"
"推忠宣力功","1","1","2"
"忠宣力功臣","1","1","2"
"授明威将军","1","1","2"
"征行军万户","1","1","2"
"行军万户府","1","1","2"
"进武义将军","2","0","2"
"本所达鲁花","1","1","2"
"所达鲁花赤","1","1","2"
"进昭武大将","1","1","2"
"昭武大将军","1","1","2"
"赠推忠同德","1","1","2"
"推忠同德佐","1","1","2"
"忠同德佐理","1","1","2"
"同德佐理功","1","1","2"
"德佐理功臣","1","1","2"
"追封武都王","1","1","2"
"平阳二路达","1","1","2"
"阳二路达鲁","1","1","2"
"云南诸路宣","1","1","2"
"南诸路宣慰","1","1","2"
"诸路宣慰使","1","1","2"
"授云南诸路","1","1","2"
"云南诸路转","1","1","2"
"南诸路转运","1","1","2"
"累赠推忠佐","1","1","2"
"追封宁国公","1","1","2"
"加赠推诚守","1","1","2"
"赠推诚守正","1","1","2"
"推诚守正佐","1","1","2"
"诚守正佐理","1","1","2"
"守正佐理翊","1","1","2"
"正佐理翊戴","1","1","2"
"佐理翊戴功","1","1","2"
"理翊戴功臣","1","1","2"
"木华黎四世","1","1","2"
"华黎四世孙","1","1","2"
"令儒臣姚枢","1","1","2"
"玉册玉宝上","1","1","2"
"册玉宝上皇","1","1","2"
"玉宝上皇后","1","1","2"
"宝上皇后弘","1","1","2"
"上皇后弘吉","1","1","2"
"玉册金宝立","1","1","2"
"册金宝立燕","1","1","2"
"金宝立燕王","1","1","2"
"曾祖述律哥","1","1","2"
"祖述律哥图","1","1","2"
"八邻部左千","1","1","2"
"邻部左千户","1","1","2"
"遣蒙古军都","1","1","2"
"加赠宣忠佐","1","1","2"
"赠宣忠佐命","1","1","2"
"宣忠佐命开","1","1","2"
"忠佐命开济","1","1","2"
"佐命开济翊","1","1","2"
"命开济翊戴","1","1","2"
"开济翊戴功","1","1","2"
"济翊戴功臣","1","1","2"
"先本武平北","1","1","2"
"本武平北折","1","1","2"
"武平北折连","1","1","2"
"平北折连川","1","1","2"
"北折连川按","1","1","2"
"折连川按答","1","1","2"
"连川按答罕","1","1","2"
"川按答罕山","1","1","2"
"按答罕山部","1","1","2"
"答罕山部族","1","1","2"
"佐宪宗征阿","1","1","2"
"宪宗征阿速","1","1","2"
"白金二千五","1","1","2"
"阿术会师襄","1","1","2"
"术会师襄阳","1","1","2"
"遣阿剌罕率","1","1","2"
"阿剌罕率诸","1","1","2"
"剌罕率诸翼","1","1","2"
"罕率诸翼军","1","1","2"
"率诸翼军攻","1","1","2"
"诸翼军攻郢","1","1","2"
"十二年六月","1","1","2"
"蒙古汉军上","1","1","2"
"古汉军上万","1","1","2"
"汉军上万户","1","1","2"
"行枢密院行","2","0","2"
"枢密院行中","2","0","2"
"密院行中书","2","0","2"
"院行中书省","2","0","2"
"行同知沿江","1","1","2"
"同知沿江枢","1","1","2"
"知沿江枢密","1","1","2"
"沿江枢密院","1","1","2"
"江枢密院事","1","1","2"
"加正奉大夫","1","1","2"
"追封滕国公","1","1","2"
"赠推忠守正","1","1","2"
"推忠守正佐","1","1","2"
"忠守正佐理","1","1","2"
"守正佐理功","1","1","2"
"正佐理功臣","1","1","2"
"追封徐国公","1","1","2"
"复中书平章","2","0","2"
"授南京等路","1","1","2"
"南京等路宣","1","1","2"
"京等路宣慰","1","1","2"
"改河南道宣","1","1","2"
"元年春三月","2","0","2"
"父哈剌火者","1","1","2"
"彰德南京新","1","1","2"
"德南京新军","1","1","2"
"南京新军千","1","1","2"
"京新军千户","1","1","2"
"丞相帐前合","1","1","2"
"相帐前合必","1","1","2"
"帐前合必赤","1","1","2"
"前合必赤军","1","1","2"
"漳州陈吊眼","1","1","2"
"州陈吊眼聚","1","1","2"
"升资德大夫","1","1","2"
"西等处行枢","1","1","2"
"大德二年十","1","1","2"
"德二年十一","1","1","2"
"效忠宣力定","1","1","2"
"追封林国公","1","1","2"
"立东路蒙古","1","1","2"
"东路蒙古军","1","1","2"
"路蒙古军上","1","1","2"
"蒙古军上万","1","1","2"
"古军上万户","1","1","2"
"军上万户府","1","1","2"
"勤等四千余","1","1","2"
"等四千余户","1","1","2"
"诏守鹿门山","1","1","2"
"安抚刘师勇","1","1","2"
"抚刘师勇攻","1","1","2"
"刘师勇攻吕","1","1","2"
"师勇攻吕城","1","1","2"
"使海外八罗","1","1","2"
"海外八罗孛","1","1","2"
"外八罗孛国","1","1","2"
"右丞唆都征","1","1","2"
"丞唆都征占","1","1","2"
"功授江浙省","1","1","2"
"授江浙省理","1","1","2"
"江浙省理问","1","1","2"
"浙省理问官","1","1","2"
"龙翊亲军都","1","1","2"
"都指挥使事","1","1","2"
"怀王命撒里","1","1","2"
"伯颜河南行","2","0","2"
"颜河南行省","2","0","2"
"特加伯颜银","1","1","2"
"加伯颜银青","1","1","2"
"伯颜银青荣","1","1","2"
"颜银青荣禄","1","1","2"
"赐黄金二百","1","1","2"
"白金一千两","1","1","2"
"楮币二十五","1","1","2"
"币二十五万","1","1","2"
"进封浚宁王","1","1","2"
"特加授侍正","1","1","2"
"加授侍正府","1","1","2"
"授侍正府侍","1","1","2"
"侍正府侍正","1","1","2"
"加伯颜昭功","1","1","2"
"伯颜昭功宣","1","1","2"
"颜昭功宣毅","1","1","2"
"昭功宣毅万","1","1","2"
"功宣毅万户","1","1","2"
"伯颜奉太皇","1","1","2"
"颜奉太皇太","1","1","2"
"太皇太后命","1","1","2"
"子懿璘质班","2","0","2"
"宫相诸内府","1","1","2"
"斡罗思诸卫","1","1","2"
"罗思诸卫亲","1","1","2"
"思诸卫亲军","1","1","2"
"诸卫亲军都","1","1","2"
"提调承徽寺","1","1","2"
"番宣抚司达","1","1","2"
"诏赠推诚定","1","1","2"
"赠推诚定远","1","1","2"
"推诚定远宣","1","1","2"
"诚定远宣忠","1","1","2"
"定远宣忠亮","1","1","2"
"远宣忠亮节","1","1","2"
"宣忠亮节功","1","1","2"
"忠亮节功臣","1","1","2"
"追封忠襄王","1","1","2"
"失八都鲁兵","1","1","2"
"皆封益国公","1","1","2"
"陕西诸省诸","1","1","2"
"西诸省诸王","1","1","2"
"诸省诸王兵","1","1","2"
"河南行省郎","1","1","2"
"南行省郎中","1","1","2"
"定亲郊礼仪","1","1","2"
"充读册祝官","1","1","2"
"阿里海涯传","1","1","2"
"伯牙吾台氏","1","1","2"
"建奎章阁学","1","1","2"
"中台监察御","1","1","2"
"太皇太后号","2","0","2"
"大臣燕铁木","1","1","2"
"除绍兴路总","2","0","2"
"授同知泗州","1","1","2"
"同知泗州事","1","1","2"
"分兵守安庆","1","1","2"
"辽阳行省参","1","1","2"
"阳行省参知","1","1","2"
"升河南行省","1","1","2"
"多礼伯台氏","1","1","2"
"怯怜口怯薛","1","1","2"
"怜口怯薛官","1","1","2"
"哈剌哈孙建","1","1","2"
"剌哈孙建议","1","1","2"
"哈孙建议迎","1","1","2"
"孙建议迎立","1","1","2"
"建议迎立武","1","1","2"
"议迎立武宗","1","1","2"
"北辽东道肃","1","1","2"
"子脱欢同入","1","1","2"
"脱欢同入国","1","1","2"
"欢同入国学","1","1","2"
"同知将作院","1","1","2"
"知将作院事","1","1","2"
"调同知通政","1","1","2"
"虎符唐兀亲","1","1","2"
"符唐兀亲军","1","1","2"
"唐兀亲军都","1","1","2"
"兀亲军都指","1","1","2"
"六世祖始居","1","1","2"
"世祖始居开","1","1","2"
"祖始居开平","1","1","2"
"五年六月卒","1","1","2"
"元贞二年卒","1","1","2"
"天泽扈驾北","1","1","2"
"泽扈驾北征","1","1","2"
"赠翊运效节","1","1","2"
"加赠推忠翊","1","1","2"
"赠推忠翊运","1","1","2"
"推忠翊运效","1","1","2"
"忠翊运效节","1","1","2"
"改封赵国公","1","1","2"
"卫辉路总管","1","1","2"
"威宁十余年","1","1","2"
"增立七万户","1","1","2"
"成都经略使","1","1","2"
"都经略使总","1","1","2"
"经略使总管","1","1","2"
"略使总管万","1","1","2"
"使总管万户","1","1","2"
"兴州监州重","1","1","2"
"本姓耶律氏","1","1","2"
"沿边招讨使","1","1","2"
"赠仪同三司","1","1","2"
"追封易国公","1","1","2"
"相伯颜受命","1","1","2"
"伯颜受命伐","1","1","2"
"颜受命伐宋","1","1","2"
"帐前都镇抚","1","1","2"
"河南行尚书","1","1","2"
"南行尚书省","1","1","2"
"知太史院侍","1","1","2"
"太史院侍仪","1","1","2"
"史院侍仪司","1","1","2"
"院侍仪司事","1","1","2"
"济南历城人","1","1","2"
"中统元年二","1","1","2"
"统元年二月","1","1","2"
"元年二月卒","1","1","2"
"授山北辽东","1","1","2"
"河东山西两","1","1","2"
"东山西两道","1","1","2"
"山西两道肃","1","1","2"
"西两道肃政","1","1","2"
"两道肃政廉","1","1","2"
"汴梁两路总","1","1","2"
"梁两路总管","1","1","2"
"朝廷升曲阳","1","1","2"
"授金州招讨","1","1","2"
"金州招讨副","1","1","2"
"州招讨副使","1","1","2"
"行淮西总管","1","1","2"
"淮西总管万","1","1","2"
"西总管万户","1","1","2"
"管本万户府","1","1","2"
"本万户府事","1","1","2"
"大德三年卒","1","1","2"
"攻洪洞西山","1","1","2"
"斩首六百余","1","1","2"
"首六百余级","1","1","2"
"处州路管军","1","1","2"
"州路管军万","1","1","2"
"路管军万户","1","1","2"
"国王斡真授","1","1","2"
"珍骠骑卫上","1","1","2"
"同知大名府","1","1","2"
"知大名府事","1","1","2"
"左翼侍卫亲","1","1","2"
"改太平路总","1","1","2"
"太平路总管","1","1","2"
"兵巡逻泗州","1","1","2"
"淮河九里湾","1","1","2"
"丞乞里迷失","2","0","2"
"乞里迷失攻","1","1","2"
"里迷失攻淮","1","1","2"
"迷失攻淮安","1","1","2"
"帅张弘范征","1","1","2"
"安远大将军","1","1","2"
"南王脱欢命","1","1","2"
"水步军二万","1","1","2"
"泗州军民总","1","1","2"
"知归德府事","1","1","2"
"同知山东西","1","1","2"
"知山东西路","1","1","2"
"山东西路兵","1","1","2"
"东西路兵马","1","1","2"
"败金将武仙","1","1","2"
"金将陈防御","1","1","2"
"兵追围天禄","1","1","2"
"授济南武卫","1","1","2"
"济南武卫军","1","1","2"
"南武卫军总","1","1","2"
"武卫军总管","1","1","2"
"真定平山人","1","1","2"
"加推忠协力","1","1","2"
"推忠协力秉","1","1","2"
"忠协力秉义","1","1","2"
"协力秉义功","1","1","2"
"力秉义功臣","1","1","2"
"追赠中书左","1","1","2"
"赠中书左丞","1","1","2"
"封恒山郡公","1","1","2"
"蓬等处都元","1","1","2"
"处都元帅府","1","1","2"
"都元帅府参","1","1","2"
"元帅府参议","1","1","2"
"佥陕西道提","1","1","2"
"陕西道提刑","1","1","2"
"兴道按察副","1","1","2"
"授佥行中书","1","1","2"
"赠荣禄大夫","1","1","2"
"追封恒国公","1","1","2"
"书左右司郎","1","1","2"
"江浙等处遣","1","1","2"
"伯颜克淮安","1","1","2"
"分兵攻淮西","1","1","2"
"前行尚书省","1","1","2"
"加武略将军","1","1","2"
"加武毅将军","1","1","2"
"改中书左丞","2","0","2"
"后加赠推诚","1","1","2"
"加赠推诚效","1","1","2"
"赠推诚效节","1","1","2"
"推诚效节功","1","1","2"
"诚效节功臣","1","1","2"
"留居南堂寺","1","1","2"
"首命王文统","1","1","2"
"所谓溃两淮","1","1","2"
"益都路宣抚","1","1","2"
"都路宣抚使","1","1","2"
"良弼同佥书","1","1","2"
"弼同佥书枢","1","1","2"
"同佥书枢密","1","1","2"
"婿著作郎李","1","1","2"
"著作郎李稚","1","1","2"
"作郎李稚宾","1","1","2"
"赠端贞雅亮","1","1","2"
"端贞雅亮佐","1","1","2"
"贞雅亮佐治","1","1","2"
"雅亮佐治功","1","1","2"
"亮佐治功臣","1","1","2"
"改提刑按察","1","1","2"
"刑按察司肃","2","0","2"
"按察司肃政","2","0","2"
"察司肃政廉","2","0","2"
"司肃政廉访","2","0","2"
"夔府等处蒙","1","1","2"
"府等处蒙古","1","1","2"
