"N-gram","元史","元史翻译","Total"
"改宣文阁监书博","1","1","2"
"翰林侍讲学士郝","1","1","2"
"林侍讲学士郝彬","1","1","2"
"镇江淮海书院山","1","1","2"
"江淮海书院山长","1","1","2"
"南行台中丞廉恒","1","1","2"
"调检校章迪率本","1","1","2"
"检校章迪率本部","1","1","2"
"校章迪率本部兵","1","1","2"
"赠黼摅忠秉义效","1","1","2"
"黼摅忠秉义效节","1","1","2"
"摅忠秉义效节功","1","1","2"
"忠秉义效节功臣","1","1","2"
"淮南江北等处行","1","1","2"
"赠崇化宣力效忠","1","1","2"
"崇化宣力效忠功","1","1","2"
"化宣力效忠功臣","1","1","2"
"南江北等处行省","1","1","2"
"江北等处行省左","1","1","2"
"北等处行省左丞","1","1","2"
"授国史院编修官","1","1","2"
"省平章政事咬住","1","1","2"
"襄阳路达鲁花赤","1","1","2"
"同知建宁路总管","1","1","2"
"知建宁路总管府","1","1","2"
"建宁路总管府事","1","1","2"
"廉访司书吏调连","1","1","2"
"访司书吏调连江","1","1","2"
"司书吏调连江县","1","1","2"
"书吏调连江县宁","1","1","2"
"吏调连江县宁善","1","1","2"
"调连江县宁善乡","1","1","2"
"连江县宁善乡巡","1","1","2"
"江县宁善乡巡检","1","1","2"
"律吕律历礼乐杂","1","1","2"
"吕律历礼乐杂志","1","1","2"
"江西行省平章全","1","1","2"
"西行省平章全岳","1","1","2"
"行省平章全岳柱","1","1","2"
"省平章全岳柱聘","1","1","2"
"诸色人匠总管府","1","1","2"
"色人匠总管府达","1","1","2"
"阿合马平章政事","2","0","2"
"尚书省入中书省","2","0","2"
"阿合马中书平章","2","0","2"
"合马中书平章政","2","0","2"
"马中书平章政事","2","0","2"
"江南田主收佃客","1","1","2"
"南田主收佃客租","1","1","2"
"田主收佃客租课","1","1","2"
"改行中书省行尚","2","0","2"
"参议尚书省事阿","1","1","2"
"议尚书省事阿散","1","1","2"
"札鲁忽赤秃忽鲁","1","1","2"
"尚书省断事官燕","1","1","2"
"书省断事官燕真","1","1","2"
"监察御史伯颜等","1","1","2"
"察御史伯颜等十","1","1","2"
"御史伯颜等十二","1","1","2"
"史伯颜等十二人","1","1","2"
"受杭州永兴寺僧","1","1","2"
"杭州永兴寺僧章","1","1","2"
"福赂金一百五十","1","1","2"
"赂金一百五十两","1","1","2"
"妹婿集贤学士秃","1","1","2"
"婿集贤学士秃鲁","1","1","2"
"集贤学士秃鲁帖","1","1","2"
"贤学士秃鲁帖木","1","1","2"
"福建宣慰使都元","1","1","2"
"建宣慰使都元帅","1","1","2"
"妾弟崔完者帖木","1","1","2"
"忠翊亲军都指挥","1","1","2"
"遣左谏议大夫朴","1","1","2"
"左谏议大夫朴伦","1","1","2"
"郎将辛洪成等奉","1","1","2"
"将辛洪成等奉表","1","1","2"
"辛洪成等奉表入","1","1","2"
"洪成等奉表入朝","1","1","2"
"遣知门下省事申","1","1","2"
"知门下省事申思","1","1","2"
"借礼部侍郎张镒","1","1","2"
"礼部侍郎张镒奉","1","1","2"
"部侍郎张镒奉表","1","1","2"
"金州等处置镇边","2","0","2"
"州等处置镇边万","2","0","2"
"等处置镇边万户","2","0","2"
"处置镇边万户府","2","0","2"
"明威将军都统脱","2","0","2"
"诏高丽国王王禃","2","0","2"
"军民都达鲁花赤","1","1","2"
"民都达鲁花赤总","1","1","2"
"都达鲁花赤总管","1","1","2"
"达鲁花赤总管府","1","1","2"
"杀国使杜世忠等","2","0","2"
"日本行省参议裴","1","1","2"
"本行省参议裴国","1","1","2"
"行省参议裴国佐","1","1","2"
"省参议裴国佐等","1","1","2"
"本省右丞相阿剌","1","1","2"
"省右丞相阿剌罕","1","1","2"
"命阿塔海代总军","1","1","2"
"阿塔海代总军事","1","1","2"
"会同馆使哈剌脱","1","1","2"
"工部郎中李克忠","1","1","2"
"安南殿前范海崖","1","1","2"
"获亡宋陈尚书婿","1","1","2"
"叶郎将等四百余","1","1","2"
"郎将等四百余人","1","1","2"
"军三百镇守巡逻","1","1","2"
"昔班等送彰宪侯","1","1","2"
"留兵二千五百人","1","1","2"
"兵二千五百人命","1","1","2"
"二千五百人命万","1","1","2"
"千五百人命万户","1","1","2"
"五百人命万户贺","1","1","2"
"百人命万户贺祉","1","1","2"
"人命万户贺祉统","1","1","2"
"阿八赤万人前锋","2","0","2"
"遇交趾船四百余","1","1","2"
"交趾船四百余艘","1","1","2"
"镇南王引兵万劫","2","0","2"
"国杰设幕官十一","1","1","2"
"杰设幕官十一人","1","1","2"
"遣陪臣莫节夫等","1","1","2"
"文宗天历二年夏","1","1","2"
"时大理路蒙古千","1","1","2"
"大理路蒙古千户","1","1","2"
"理路蒙古千户忽","1","1","2"
"路蒙古千户忽都","1","1","2"
"大理路总管信苴","1","1","2"
"理路总管信苴日","1","1","2"
"千户脱罗脱孩奉","1","1","2"
"户脱罗脱孩奉命","1","1","2"
"子窟麻剌哥撒八","1","1","2"
"窟麻剌哥撒八逃","1","1","2"
"二十一年三月六","1","1","2"
"十一年三月六日","1","1","2"
"忽都虎令百户陈","1","1","2"
"都虎令百户陈奎","1","1","2"
"虎令百户陈奎招","1","1","2"
"劳邛大巴南等奉","1","1","2"
"邛大巴南等奉表","1","1","2"
"大巴南等奉表归","1","1","2"
"土虎登哥等水军","1","1","2"
"虎登哥等水军溯","1","1","2"
"登哥等水军溯流","1","1","2"
"子八林昔黑剌秃","1","1","2"
"八林昔黑剌秃合","1","1","2"
"林昔黑剌秃合必","1","1","2"
"昔黑剌秃合必畜","1","1","2"
"兀鲁回失连真河","1","1","2"
"尊号曰成吉思皇","2","0","2"
"号曰成吉思皇帝","2","0","2"
"纥石烈九斤等率","1","1","2"
"左都监奥屯襄率","1","1","2"
"兴中府元帅石天","1","1","2"
"中府元帅石天应","1","1","2"
"御史中丞李英等","1","1","2"
"史中丞李英等率","1","1","2"
"中都留守完颜福","1","1","2"
"都留守完颜福兴","1","1","2"
"红罗山寨主杜秀","1","1","2"
"史天倪河北西路","2","0","2"
"等州户三十万归","2","0","2"
"董俊龙虎卫上将","1","1","2"
"俊龙虎卫上将军","1","1","2"
"遣乌古孙仲端奉","1","1","2"
"涟水忠义统辖石","1","1","2"
"攻玉龙杰赤等城","1","1","2"
"京东安抚使张琳","1","1","2"
"宋大名总管彭义","2","0","2"
"德顺节度使爱申","1","1","2"
"马步军都元帅察","1","1","2"
"步军都元帅察罕","1","1","2"
"军都元帅察罕等","1","1","2"
"都元帅察罕等率","1","1","2"
"汪吉宿灭秃里地","1","1","2"
"曲律淮黑哈速地","1","1","2"
"阿剌脱忽剌兀地","1","1","2"
"河等处行尚书省","1","1","2"
"皇后乞里吉忽帖","1","1","2"
"后乞里吉忽帖尼","1","1","2"
"留兀良合台攻诸","2","0","2"
"兀良合台攻诸夷","2","0","2"
"良合台攻诸夷未","2","0","2"
"合台攻诸夷未附","2","0","2"
"台攻诸夷未附者","2","0","2"
"云南酋长摩合罗","1","1","2"
"南酋长摩合罗嵯","1","1","2"
"日煚传国长子光","2","0","2"
"煚传国长子光昺","2","0","2"
"光昺遣婿国人方","2","0","2"
"昺遣婿国人方物","2","0","2"
"遣婿国人方物见","2","0","2"
"兀良合台送诣行","2","0","2"
"良合台送诣行所","2","0","2"
"四川制置使蒲泽","1","1","2"
"参知政事刘太平","1","1","2"
"翰林侍读学士郝","1","1","2"
"林侍读学士郝经","1","1","2"
"礼部郎中刘人杰","1","1","2"
"庚申年五月十九","1","1","2"
"申年五月十九日","1","1","2"
"济南等路宣抚使","1","1","2"
"河南路经略使史","1","1","2"
"南路经略使史天","1","1","2"
"路经略使史天泽","1","1","2"
"北京等路宣抚使","1","1","2"
"彰德等路宣抚使","1","1","2"
"成都路侍郎张威","1","1","2"
"京兆两路宣抚司","1","1","2"
"宣抚司运米十万","1","1","2"
"抚司运米十万石","1","1","2"
"四川宣抚司八春","1","1","2"
"东平路万户严忠","1","1","2"
"平路万户严忠济","1","1","2"
"路万户严忠济等","1","1","2"
"精兵一万五千人","1","1","2"
"倎遣子永安公僖","2","0","2"
"山东行省大都督","1","1","2"
"东行省大都督李","1","1","2"
"行省大都督李璮","2","0","2"
"河南路宣抚使史","1","1","2"
"南路宣抚使史天","1","1","2"
"路宣抚使史天泽","1","1","2"
"造中统元宝交钞","2","0","2"
"名等路宣抚使张","1","1","2"
"等路宣抚使张文","1","1","2"
"路宣抚使张文谦","1","1","2"
"宣抚使张文谦虎","1","1","2"
"抚使张文谦虎符","1","1","2"
"兆等路宣抚使廉","1","1","2"
"等路宣抚使廉希","1","1","2"
"路宣抚使廉希宪","1","1","2"
"总帅汪良臣等率","1","1","2"
"礼部员外郎李文","1","1","2"
"部员外郎李文俊","1","1","2"
"绢五千九十八匹","2","0","2"
"二年春正月辛未","2","0","2"
"发兵修益都城堑","2","0","2"
"河南经略宣抚使","1","1","2"
"南经略宣抚使史","1","1","2"
"经略宣抚使史天","1","1","2"
"略宣抚使史天泽","1","1","2"
"东平路行军万户","1","1","2"
"窦默翰林侍讲学","2","0","2"
"泸州安抚使刘整","1","1","2"
"青居山都元帅钦","1","1","2"
"居山都元帅钦察","1","1","2"
"山都元帅钦察等","1","1","2"
"怀孟广济渠提举","1","1","2"
"孟广济渠提举王","1","1","2"
"广济渠提举王允","1","1","2"
"济渠提举王允中","1","1","2"
"命宿卫将军孛里","1","1","2"
"宿卫将军孛里察","1","1","2"
"部郎中高逸民持","1","1","2"
"郎中高逸民持诏","1","1","2"
"军储都转运使司","1","1","2"
"章政事王文统监","1","1","2"
"政事王文统监修","1","1","2"
"燕京等路宣抚使","1","1","2"
"京等路宣抚使赛","1","1","2"
"等路宣抚使赛典","1","1","2"
"路宣抚使赛典赤","1","1","2"
"武卫军都指挥使","1","1","2"
"卫军都指挥使李","1","1","2"
"都指挥使李伯祐","2","0","2"
"宣抚使粘合南合","1","1","2"
"翰林侍讲学士窦","1","1","2"
"林侍讲学士窦默","1","1","2"
"太医副使王安仁","1","1","2"
"医副使王安仁衣","1","1","2"
"邢州安抚使张耕","1","1","2"
"州安抚使张耕告","1","1","2"
"安抚使张耕告老","1","1","2"
"亲军都指挥使李","1","1","2"
"东平府详议官王","1","1","2"
"平府详议官王镛","1","1","2"
"户部郎中宋绍祖","1","1","2"
"敬铉等三十人充","1","1","2"
"祀东海广德王庙","1","1","2"
"付新军刘总管统","1","1","2"
"左三部尚书怯烈","1","1","2"
"三部尚书怯烈门","1","1","2"
"部尚书怯烈门率","1","1","2"
"河南屯田万户史","1","1","2"
"南屯田万户史权","1","1","2"
"指挥使董文炳率","1","1","2"
"封皇子真金燕王","2","0","2"
"太常少卿王镛教","1","1","2"
"天下户一百四十","2","0","2"
"户一百四十一万","1","1","2"
"一百四十一万八","1","1","2"
"百四十一万八千","1","1","2"
"四十一万八千四","1","1","2"
"十一万八千四百","1","1","2"
"一万八千四百九","1","1","2"
"万八千四百九十","1","1","2"
"八千四百九十九","1","1","2"
"诸王塔察请置铁","2","0","2"
"王塔察请置铁冶","2","0","2"
"遣宣抚使柴祯等","1","1","2"
"诸王合必赤行军","2","0","2"
"王合必赤行军印","2","0","2"
"宋制置使贾似道","1","1","2"
"亳州万户张弘彦","1","1","2"
"大名万户王文干","1","1","2"
"武卫军炮手元帅","1","1","2"
"卫军炮手元帅薛","1","1","2"
"军炮手元帅薛军","1","1","2"
"炮手元帅薛军胜","1","1","2"
"手元帅薛军胜等","1","1","2"
"济南路军民万户","1","1","2"
"南路军民万户张","1","1","2"
"路军民万户张宏","1","1","2"
"宋子贞参议行中","1","1","2"
"子贞参议行中书","1","1","2"
"贞参议行中书省","1","1","2"
"参议行中书省事","1","1","2"
"元帅阿海分兵戍","1","1","2"
"东平万户严忠范","1","1","2"
"平万户严忠范留","1","1","2"
"括北京鹰坊等户","2","0","2"
"京鹰坊等户丁兵","2","0","2"
"户部尚书刘肃专","1","1","2"
"部尚书刘肃专职","1","1","2"
"军民总帅蒲元圭","1","1","2"
"撒吉思安抚益都","1","1","2"
"吉思安抚益都路","1","1","2"
"左三部尚书刘肃","1","1","2"
"太原总管李毅奴","1","1","2"
"原总管李毅奴哥","1","1","2"
"四十三万七千四","1","1","2"
"十三万七千四百","1","1","2"
"三万七千四百锭","1","1","2"
"广济河渠司王允","1","1","2"
"济河渠司王允中","1","1","2"
"河渠司王允中请","1","1","2"
"亲军都指挥使董","1","1","2"
"军都指挥使董文","1","1","2"
"都指挥使董文炳","1","1","2"
"益都行省大都督","1","1","2"
"都行省大都督撒","1","1","2"
"陈光昞遣使贡方","2","0","2"
"光昞遣使贡方物","2","0","2"
"益都行中书省都","1","1","2"
"都行中书省都督","1","1","2"
"行中书省都督府","1","1","2"
"中书省都督府所","1","1","2"
"书省都督府所统","1","1","2"
"东西两川都元帅","1","1","2"
"西两川都元帅府","1","1","2"
"银一千五百五十","1","1","2"
"一千五百五十两","1","1","2"
"巩昌总帅汪惟正","2","0","2"
"万户严忠范修复","1","1","2"
"户严忠范修复宿","1","1","2"
"严忠范修复宿州","1","1","2"
"燕京路监榷官曹","1","1","2"
"京路监榷官曹泽","1","1","2"
"路监榷官曹泽等","1","1","2"
"一百四十七万六","1","1","2"
"百四十七万六千","1","1","2"
"四十七万六千一","1","1","2"
"十七万六千一百","1","1","2"
"七万六千一百四","1","1","2"
"万六千一百四十","1","1","2"
"六千一百四十六","1","1","2"
"益都路行省大都","1","1","2"
"都路行省大都督","1","1","2"
"路行省大都督撒","1","1","2"
"七千九百二十二","1","1","2"
"千九百二十二人","1","1","2"
"召云顶山侍郎张","1","1","2"
"云顶山侍郎张威","1","1","2"
"二千七百五十两","1","1","2"
"撒吉思招集益都","1","1","2"
"吉思招集益都逃","1","1","2"
"益都千户傅国忠","1","1","2"
"达鲁花赤兀良吉","2","0","2"
"岁输铁一百三万","2","0","2"
"输铁一百三万七","2","0","2"
"铁一百三万七千","2","0","2"
"一百三万七千斤","2","0","2"
"就铸农器二十万","2","0","2"
"铸农器二十万事","2","0","2"
"河南路总管刘克","1","1","2"
"南路总管刘克兴","1","1","2"
"钞二千一百七十","1","1","2"
"二千一百七十四","1","1","2"
"千一百七十四锭","1","1","2"
"帛一千四百二十","1","1","2"
"一千四百二十匹","1","1","2"
"赐高丽国王王禃","2","0","2"
"王爪都牛马价银","1","1","2"
"六万三千一百两","1","1","2"
"蒙古百户阿昔等","1","1","2"
"大名两道宣慰司","1","1","2"
"名两道宣慰司所","1","1","2"
"令益都元帅钦察","1","1","2"
"益都元帅钦察统","1","1","2"
"一百五十七万九","1","1","2"
"百五十七万九千","1","1","2"
"五十七万九千一","1","1","2"
"十七万九千一百","1","1","2"
"七万九千一百一","1","1","2"
"万九千一百一十","1","1","2"
"丝七十万六千四","1","1","2"
"七十万六千四百","1","1","2"
"钞四万九千四百","1","1","2"
"四万九千四百八","1","1","2"
"万九千四百八十","1","1","2"
"九千四百八十七","1","1","2"
"千四百八十七锭","1","1","2"
"元年春正月丁丑","2","0","2"
"国王王禃遣使奉","2","0","2"
"王王禃遣使奉表","2","0","2"
"益都武卫军千人","2","0","2"
"二千三百二十九","1","1","2"
"千三百二十九户","1","1","2"
"三百二十九户隶","1","1","2"
"命千户土虎等戍","1","1","2"
"路总管史权等二","1","1","2"
"总管史权等二十","1","1","2"
"管史权等二十三","1","1","2"
"史权等二十三人","1","1","2"
"御苑官南家带请","1","1","2"
"逆党万户张邦直","1","1","2"
"党万户张邦直兄","1","1","2"
"万户张邦直兄弟","1","1","2"
"平阴县尹马钦发","1","1","2"
"六番安抚招讨使","1","1","2"
"万户石抹糺札剌","2","0","2"
"赐诸王玉龙答失","2","0","2"
"立山东诸路行中","1","1","2"
"山东诸路行中书","1","1","2"
"东诸路行中书省","1","1","2"
"参知政事张惠等","1","1","2"
"凤翔府龙泉寺僧","1","1","2"
"山东经略副使武","1","1","2"
"东经略副使武秀","1","1","2"
"太原路总管攸忙","1","1","2"
"原路总管攸忙兀","1","1","2"
"路总管攸忙兀带","1","1","2"
"年历日赐高丽国","2","0","2"
"五代度师李居寿","1","1","2"
"中书省左右部诸","2","0","2"
"书省左右部诸路","2","0","2"
"省左右部诸路都","2","0","2"
"左右部诸路都转","2","0","2"
"右部诸路都转运","2","0","2"
"部诸路都转运使","2","0","2"
"诸路都转运使阿","1","1","2"
"路都转运使阿里","1","1","2"
"一百五十八万八","1","1","2"
"百五十八万八千","1","1","2"
"五十八万八千一","1","1","2"
"十八万八千一百","1","1","2"
"八万八千一百九","1","1","2"
"万八千一百九十","1","1","2"
"八千一百九十五","1","1","2"
"真定路总管张宏","1","1","2"
"邳州万户张邦直","1","1","2"
"州万户张邦直等","1","1","2"
"新旧军万户董文","1","1","2"
"旧军万户董文炳","1","1","2"
"亲王玉龙答失部","1","1","2"
"丽国王王禃遣弟","2","0","2"
"亲王兀鲁带河间","1","1","2"
"王兀鲁带河间王","1","1","2"
"山东廉访使王晋","1","1","2"
"雅州碉门宣抚使","1","1","2"
"州碉门宣抚使请","1","1","2"
"平章政事廉希宪","1","1","2"
"政事廉希宪行省","2","0","2"
"王陈光昞遣使奉","2","0","2"
"陈光昞遣使奉表","2","0","2"
"光昞遣使奉表贡","2","0","2"
"济南路邹平县进","1","1","2"
"王王禃遣使贡方","2","0","2"
"王禃遣使贡方物","2","0","2"
"伯颜中书左丞相","2","0","2"
"战功银二百五十","1","1","2"
"功银二百五十两","1","1","2"
"一百五十九万七","1","1","2"
"百五十九万七千","1","1","2"
"五十九万七千六","1","1","2"
"十九万七千六百","1","1","2"
"丝九十八万六千","1","1","2"
"九十八万六千二","1","1","2"
"十八万六千二百","1","1","2"
"八万六千二百八","1","1","2"
"万六千二百八十","1","1","2"
"六千二百八十八","1","1","2"
"千二百八十八斤","1","1","2"
"五万七千六百八","1","1","2"
"万七千六百八十","1","1","2"
"七千六百八十二","1","1","2"
"千六百八十二锭","1","1","2"
"国王王禃遣使贺","2","0","2"
"四川行枢密院谋","1","1","2"
"同知制国使司事","2","0","2"
"济南益都转运使","1","1","2"
"南益都转运使王","1","1","2"
"益都转运使王明","1","1","2"
"亳州水军千户胡","1","1","2"
"州水军千户胡进","1","1","2"
"水军千户胡进等","1","1","2"
"命山东统军副使","1","1","2"
"尚恐王国知未审","2","0","2"
"平章政事赵璧等","1","1","2"
"忽都答中书左丞","2","0","2"
"都答中书左丞相","2","0","2"
"嘉定等府沿江一","1","1","2"
"定等府沿江一带","1","1","2"
"史天泽中书左丞","2","0","2"
"天泽中书左丞相","2","0","2"
"高丽使者宋君斐","1","1","2"
"总管张弘范等盗","1","1","2"
"太白犯轩辕大星","2","0","2"
"丽国王王禃遣秘","2","0","2"
"国王王禃遣秘书","2","0","2"
"王王禃遣秘书监","2","0","2"
"遣云南王忽哥赤","1","1","2"
"云南王忽哥赤镇","1","1","2"
"立夔府路总帅府","1","1","2"
"河南路统军使讷","1","1","2"
"南路统军使讷怀","1","1","2"
"将士战功银九千","1","1","2"
"士战功银九千六","1","1","2"
"战功银九千六百","1","1","2"
"功银九千六百五","1","1","2"
"银九千六百五十","1","1","2"
"九千六百五十两","1","1","2"
"立辽东路水驿七","1","1","2"
"银五万五千三百","1","1","2"
"五万五千三百两","1","1","2"
"一百六十四万四","1","1","2"
"百六十四万四千","1","1","2"
"郎中孟甲持诏谕","2","0","2"
"召翰林直学士高","1","1","2"
"翰林直学士高鸣","1","1","2"
"军副使王仲仁戍","1","1","2"
"丞相塔察御史大","2","0","2"
"相塔察御史大夫","2","0","2"
"东西二川统军司","1","1","2"
"周天大醮七昼夜","1","1","2"
"三十一万八千石","1","1","2"
"立河南等路行中","1","1","2"
"五千九百九十九","1","1","2"
"千九百九十九石","1","1","2"
"丽国王王禃遣世","2","0","2"
"国王王禃遣世子","2","0","2"
"王王禃遣世子愖","2","0","2"
"王禃遣世子愖朝","2","0","2"
"二万七千五百九","1","1","2"
"万七千五百九十","1","1","2"
"七千五百九十石","1","1","2"
"水军千户邢德立","1","1","2"
"荆鄂都统唐永坚","1","1","2"
"相视耽罗等处道","2","0","2"
"愖率兵三千赴国","2","0","2"
"率兵三千赴国难","2","0","2"
"管军万户宋仲义","1","1","2"
"军万户宋仲义征","1","1","2"
"刑部尚书金方庆","1","1","2"
"赵璧行中书省东","2","0","2"
"璧行中书省东京","2","0","2"
"诏谕高丽国军民","2","0","2"
"高丽都统崔坦等","2","0","2"
"挈西京五十余城","2","0","2"
"西京都统李延龄","1","1","2"
"米十二万八千九","1","1","2"
"十二万八千九百","1","1","2"
"二万八千九百石","1","1","2"
"万八千九百石赈","1","1","2"
"尚书礼部侍郎朴","1","1","2"
"一百六十八万四","1","1","2"
"百六十八万四千","1","1","2"
"六十八万四千一","1","1","2"
"十八万四千一百","1","1","2"
"八万四千一百五","1","1","2"
"万四千一百五十","1","1","2"
"四千一百五十七","1","1","2"
"平章政事忽都答","1","1","2"
"同平章尚书省事","2","0","2"
"前中书右丞相伯","1","1","2"
"太常卿徐世隆所","1","1","2"
"参知政事张文谦","1","1","2"
"四道巡行劝农司","1","1","2"
"东西川统军司率","1","1","2"
"隆兴府总管昔剌","1","1","2"
"兴府总管昔剌斡","1","1","2"
"府总管昔剌斡脱","1","1","2"
"前左壁总帅史枢","1","1","2"
"河西行省钞万锭","2","0","2"
"西夏提刑按察司","1","1","2"
"夏提刑按察司管","1","1","2"
"提刑按察司管民","1","1","2"
"刑按察司管民官","1","1","2"
"鱼通路知府高曳","1","1","2"
"通路知府高曳失","1","1","2"
"建大护国仁王寺","2","0","2"
"万九千四百四十","1","1","2"
"九千四百四十九","1","1","2"
"赐先朝后妃诸王","2","0","2"
"先朝后妃诸王金","2","0","2"
"居民三百八十二","1","1","2"
"民三百八十二户","1","1","2"
"谍知珍岛余粮将","2","0","2"
"东京等路行尚书","1","1","2"
"京等路行尚书省","1","1","2"
"宣慰都元帅宝合","1","1","2"
"慰都元帅宝合丁","1","1","2"
"河东山西道按察","1","1","2"
"东山西道按察司","1","1","2"
"高丽叛臣裴仲孙","1","1","2"
"仲孙乞诸军退屯","2","0","2"
"滨棣万户韩世安","1","1","2"
"西夏中兴等路行","2","0","2"
"中兴等路行尚书","2","0","2"
"兴等路行尚书省","2","0","2"
"王国昌分道进讨","2","0","2"
"运山侍郎张大悦","1","1","2"
"中三卫亲军都指","1","1","2"
"三卫亲军都指挥","1","1","2"
"改赐民田三百户","1","1","2"
"二万八千六百锭","1","1","2"
"右卫亲军都指挥","1","1","2"
"亲军都指挥使忽","1","1","2"
"军都指挥使忽都","1","1","2"
"都指挥使忽都等","1","1","2"
"统制范广等五十","1","1","2"
"制范广等五十余","1","1","2"
"范广等五十余人","1","1","2"
"尚书省迁入中书","1","1","2"
"书省迁入中书省","1","1","2"
"一百九十四万六","1","1","2"
"百九十四万六千","1","1","2"
"九十四万六千二","1","1","2"
"十四万六千二百","1","1","2"
"四万六千二百七","1","1","2"
"万六千二百七十","1","1","2"
"千一百六十七锭","1","1","2"
"皇子西平王奥鲁","1","1","2"
"子西平王奥鲁赤","1","1","2"
"欲速公弄等土番","1","1","2"
"速公弄等土番军","1","1","2"
"西平王奥鲁赤马","1","1","2"
"平王奥鲁赤马价","1","1","2"
"南平王秃鲁银印","1","1","2"
"山东东路都元帅","1","1","2"
"东东路都元帅府","1","1","2"
"东路都元帅府统","1","1","2"
"路都元帅府统军","1","1","2"
"都元帅府统军司","1","1","2"
"奉使日本赵良弼","2","0","2"
"使日本赵良弼遣","2","0","2"
"日本赵良弼遣书","2","0","2"
"本赵良弼遣书状","2","0","2"
"赵良弼遣书状官","2","0","2"
"良弼遣书状官张","2","0","2"
"弼遣书状官张铎","2","0","2"
"汉军都元帅刘整","1","1","2"
"高丽国西京属城","1","1","2"
"城诸达鲁花赤质","2","0","2"
"诸达鲁花赤质子","2","0","2"
"达鲁花赤质子金","2","0","2"
"鲁花赤质子金镒","2","0","2"
"花赤质子金镒等","2","0","2"
"赤质子金镒等归","2","0","2"
"质子金镒等归国","2","0","2"
"乞里吉思屯田所","1","1","2"
"山东路行枢密院","1","1","2"
"东路行枢密院塔","1","1","2"
"白头河四处城堡","1","1","2"
"京兆等处探马赤","1","1","2"
"师转战五十余里","1","1","2"
"东川元帅李吉等","1","1","2"
"刘整卢龙军节度","1","1","2"
"整卢龙军节度使","1","1","2"
"北平王南木合军","1","1","2"
"平王南木合军马","1","1","2"
"王南木合军马一","1","1","2"
"南木合军马一万","1","1","2"
"木合军马一万二","1","1","2"
"合军马一万二千","1","1","2"
"军马一万二千九","1","1","2"
"马一万二千九百","1","1","2"
"一万二千九百九","1","1","2"
"万二千九百九十","1","1","2"
"二千九百九十一","1","1","2"
"羊六万一千五百","1","1","2"
"六万一千五百三","1","1","2"
"万一千五百三十","1","1","2"
"一千五百三十一","1","1","2"
"同知王世英等八","1","1","2"
"知王世英等八人","1","1","2"
"王世英等八人弃","1","1","2"
"世英等八人弃城","1","1","2"
"拱卫直都指挥使","1","1","2"
"卫直都指挥使司","1","1","2"
"一百九十五万五","1","1","2"
"百九十五万五千","1","1","2"
"九十五万五千八","1","1","2"
"十五万五千八百","1","1","2"
"五万五千八百八","1","1","2"
"万五千八百八十","1","1","2"
"断死罪三十九人","2","0","2"
"赏东川统军合剌","1","1","2"
"书右丞相安童授","1","1","2"
"前中书左丞相耶","1","1","2"
"文焕昭勇大将军","1","1","2"
"平章军国重事史","1","1","2"
"章军国重事史天","1","1","2"
"军国重事史天泽","1","1","2"
"利州等路统军使","1","1","2"
"州等路统军使合","1","1","2"
"等路统军使合剌","1","1","2"
"东川副统军王仲","1","1","2"
"川副统军王仲仁","1","1","2"
"东西两川统军司","1","1","2"
"赛典赤行省云南","2","0","2"
"置东宫宫师府詹","1","1","2"
"东宫宫师府詹事","1","1","2"
"生券军乞驻东京","2","0","2"
"敕东京路运米二","2","0","2"
"路运米二万石赈","2","0","2"
"征东招讨使塔匣","1","1","2"
"东招讨使塔匣剌","1","1","2"
"招讨使塔匣剌请","1","1","2"
"十三人斗殴杀人","2","0","2"
"皇子奥鲁赤合兵","1","1","2"
"酋长下济等四人","1","1","2"
"召阿术同吕文焕","1","1","2"
"阿术同吕文焕入","1","1","2"
"皇子北平王合军","1","1","2"
"子北平王合军讨","1","1","2"
"五十四万五千五","1","1","2"
"十四万五千五百","1","1","2"
"四万五千五百九","1","1","2"
"万五千五百九十","1","1","2"
"五千五百九十石","1","1","2"
"下户一百九十六","2","0","2"
"户一百九十六万","2","0","2"
"一百九十六万二","1","1","2"
"百九十六万二千","1","1","2"
"九十六万二千七","1","1","2"
"十六万二千七百","1","1","2"
"六万二千七百九","1","1","2"
"万二千七百九十","1","1","2"
"二千七百九十五","1","1","2"
"受皇太子诸王百","2","0","2"
"皇太子诸王百官","2","0","2"
"太子诸王百官朝","2","0","2"
"子诸王百官朝贺","2","0","2"
"禃遣少卿李义孙","2","0","2"
"遣少卿李义孙等","2","0","2"
"金州招讨使钦察","1","1","2"
"州招讨使钦察率","1","1","2"
"忙古带等新旧军","1","1","2"
"古带等新旧军一","1","1","2"
"带等新旧军一万","1","1","2"
"等新旧军一万一","1","1","2"
"新旧军一万一千","1","1","2"
"旧军一万一千五","1","1","2"
"军一万一千五百","1","1","2"
"一万一千五百人","1","1","2"
"万一千五百人戍","1","1","2"
"立建都宁远都护","1","1","2"
"建都宁远都护府","1","1","2"
"置西蜀四川屯田","1","1","2"
"西蜀四川屯田经","1","1","2"
"蜀四川屯田经略","1","1","2"
"四川屯田经略司","1","1","2"
"新德副元帅杨尧","1","1","2"
"德副元帅杨尧元","1","1","2"
"副元帅杨尧元战","1","1","2"
"廉希宪中书右丞","2","0","2"
"京等处行中书省","2","0","2"
"民总管洪茶丘等","1","1","2"
"二千六百七十人","1","1","2"
"道提刑按察使兀","1","1","2"
"提刑按察使兀鲁","1","1","2"
