"N-gram","魏书","魏书翻译","Total"
"加授镇西将军","0","3","3"
"刘义隆派遣将","0","3","3"
"派遣将领到彦","0","3","3"
"遣将领到彦之","0","3","3"
"升任殿中尚书","0","3","3"
"担任安北将军","0","3","3"
"灵太后下令说","0","3","3"
"后来任命他为","0","3","3"
"听从了他的建","0","3","3"
"从了他的建议","0","3","3"
"时以孝道闻名","0","3","3"
"王叔孙俊的旧","0","3","3"
"爵位为南阳公","0","3","3"
"跟随平定中原","0","3","3"
"被任命为冠军","0","3","3"
"任命为冠军将","0","3","3"
"命为冠军将军","0","3","3"
"世祖征讨赫连","0","3","3"
"祖征讨赫连昌","0","3","3"
"大量俘获而返","0","3","3"
"量俘获而返回","0","3","3"
"跟从讨伐赫连","0","3","3"
"从讨伐赫连昌","0","3","3"
"跟从讨伐蠕蠕","0","3","3"
"回头对侍奉的","0","3","3"
"头对侍奉的臣","0","3","3"
"对侍奉的臣属","0","3","3"
"侍奉的臣属说","0","3","3"
"加授建义将军","0","3","3"
"可以称得上是","0","3","3"
"城六里的郊郭","0","3","3"
"典选部兰台事","2","0","2"
"诏所开仓赈恤","2","0","2"
"年春正月庚寅","2","0","2"
"飨群臣太极前","2","0","2"
"阳椒房生汝阴","1","1","2"
"椒房生汝阴灵","1","1","2"
"房生汝阴灵王","1","1","2"
"生汝阴灵王天","1","1","2"
"孟椒房生任城","1","1","2"
"椒房生任城康","1","1","2"
"房生任城康王","1","1","2"
"孟椒房生安定","1","1","2"
"椒房生安定靖","1","1","2"
"房生安定靖王","1","1","2"
"位事黄门侍郎","2","0","2"
"都督陕西诸军","1","1","2"
"督陕西诸军事","1","1","2"
"衍冠军将军张","2","0","2"
"游击将军殷暹","1","1","2"
"龙骧将军张景","1","1","2"
"骧将军张景仁","1","1","2"
"将军张景仁等","1","1","2"
"屯骑校尉史文","1","1","2"
"骑校尉史文渊","1","1","2"
"校尉史文渊等","1","1","2"
"尉史文渊等军","1","1","2"
"史文渊等军主","1","1","2"
"武川镇都大将","1","1","2"
"尚书郎蔡僧勰","1","1","2"
"义阳太守冯道","1","1","2"
"阳太守冯道要","1","1","2"
"游击将军鲍怀","1","1","2"
"击将军鲍怀慎","1","1","2"
"天门太守王承","1","1","2"
"门太守王承伯","1","1","2"
"北府司马宗象","1","1","2"
"平北府谘议参","1","1","2"
"北府谘议参军","1","1","2"
"府谘议参军伏","1","1","2"
"谘议参军伏粲","1","1","2"
"宁朔将军蔡道","1","1","2"
"朔将军蔡道基","1","1","2"
"中兵参军庞脩","1","1","2"
"兵参军庞脩等","1","1","2"
"封高唐县开国","2","0","2"
"高唐县开国侯","1","1","2"
"都督河西诸军","1","1","2"
"督河西诸军事","1","1","2"
"都督东秦豳夏","1","1","2"
"督东秦豳夏三","1","1","2"
"东秦豳夏三州","1","1","2"
"秦豳夏三州诸","1","1","2"
"豳夏三州诸军","1","1","2"
"夏三州诸军事","1","1","2"
"都督沧瀛冀三","1","1","2"
"督沧瀛冀三州","1","1","2"
"沧瀛冀三州诸","1","1","2"
"瀛冀三州诸军","1","1","2"
"冀三州诸军事","1","1","2"
"都督定瀛幽三","1","1","2"
"督定瀛幽三州","1","1","2"
"定瀛幽三州诸","1","1","2"
"瀛幽三州诸军","1","1","2"
"幽三州诸军事","1","1","2"
"时中书博士张","1","1","2"
"中书博士张天","1","1","2"
"书博士张天龙","1","1","2"
"博士张天龙讲","1","1","2"
"廷尉公孙良举","1","1","2"
"史元法僧叛入","1","1","2"
"元法僧叛入萧","1","1","2"
"法僧叛入萧衍","1","1","2"
"衍遣豫章王萧","2","0","2"
"豫章王萧综入","1","1","2"
"本将军授徐州","1","1","2"
"将军授徐州刺","1","1","2"
"军授徐州刺史","1","1","2"
"进号平北将军","2","0","2"
"河间邢祐同召","1","1","2"
"间邢祐同召赴","1","1","2"
"邢祐同召赴京","1","1","2"
"高祖议定祖宗","1","1","2"
"徵身长七尺二","1","1","2"
"身长七尺二寸","1","1","2"
"故优赠散骑常","1","1","2"
"优赠散骑常侍","1","1","2"
"殷沧三州诸军","1","1","2"
"沧三州诸军事","1","1","2"
"韩贵人生赵郡","1","1","2"
"贵人生赵郡灵","1","1","2"
"人生赵郡灵王","1","1","2"
"孟椒房生广陵","1","1","2"
"椒房生广陵惠","1","1","2"
"房生广陵惠王","1","1","2"
"潘贵人生彭城","1","1","2"
"贵人生彭城武","1","1","2"
"人生彭城武宣","1","1","2"
"生彭城武宣王","1","1","2"
"高椒房生北海","1","1","2"
"椒房生北海平","1","1","2"
"房生北海平王","1","1","2"
"都督南豫郢东","1","1","2"
"督南豫郢东荆","1","1","2"
"南豫郢东荆三","1","1","2"
"豫郢东荆三州","1","1","2"
"郢东荆三州诸","1","1","2"
"东荆三州诸军","1","1","2"
"都督冀定相殷","1","1","2"
"督冀定相殷四","1","1","2"
"冀定相殷四州","1","1","2"
"定相殷四州诸","1","1","2"
"东阳公元丕督","1","1","2"
"济南公罗乌拔","1","1","2"
"南公罗乌拔督","1","1","2"
"陇西王源贺督","1","1","2"
"敦煌安置婆罗","1","1","2"
"煌安置婆罗门","1","1","2"
"吐京胡曹仆浑","1","1","2"
"京胡曹仆浑等","1","1","2"
"都督定相殷三","1","1","2"
"督定相殷三州","1","1","2"
"定相殷三州诸","1","1","2"
"阳川县开国公","1","1","2"
"安喜县开国男","1","1","2"
"都督冀定瀛沧","1","1","2"
"督冀定瀛沧幽","1","1","2"
"冀定瀛沧幽五","1","1","2"
"定瀛沧幽五州","1","1","2"
"瀛沧幽五州诸","1","1","2"
"沧幽五州诸军","1","1","2"
"上洛郡开国男","1","1","2"
"燕郡二郡太守","1","1","2"
"中军大将军府","1","1","2"
"军大将军府长","1","1","2"
"慰劳汾州山胡","1","1","2"
"济阴二郡太守","1","1","2"
"转治书侍御史","2","0","2"
"司空田曹参军","1","1","2"
"都督三州诸军","1","1","2"
"督三州诸军事","1","1","2"
"运屯谷五十万","1","1","2"
"屯谷五十万斛","1","1","2"
"相州抚军府长","1","1","2"
"州抚军府长史","1","1","2"
"太尉行军员外","1","1","2"
"尉行军员外郎","1","1","2"
"都督定冀瀛殷","1","1","2"
"督定冀瀛殷四","1","1","2"
"定冀瀛殷四州","1","1","2"
"冀瀛殷四州诸","1","1","2"
"大司马谘议参","1","1","2"
"司马谘议参军","1","1","2"
"定雍二州长史","1","1","2"
"郡汲郡二郡太","1","1","2"
"汲郡二郡太守","1","1","2"
"南安王国常侍","1","1","2"
"襄王大将军府","1","1","2"
"王大将军府记","1","1","2"
"将军府记室参","1","1","2"
"军府记室参军","1","1","2"
"朔州安北府长","1","1","2"
"州安北府长史","1","1","2"
"相州镇北府长","1","1","2"
"州镇北府长史","1","1","2"
"仪同开府中兵","1","1","2"
"同开府中兵参","1","1","2"
"殷州征北将军","1","1","2"
"州征北将军长","1","1","2"
"征北将军长史","1","1","2"
"开府默曹参军","1","1","2"
"悦夫人生安丰","1","1","2"
"夫人生安丰匡","1","1","2"
"人生安丰匡王","1","1","2"
"兴遣散骑常侍","2","0","2"
"尚书吏部郎严","1","1","2"
"书吏部郎严康","1","1","2"
"都督荆司雍秦","1","1","2"
"督荆司雍秦梁","1","1","2"
"荆司雍秦梁益","1","1","2"
"司雍秦梁益宁","1","1","2"
"雍秦梁益宁江","1","1","2"
"秦梁益宁江八","1","1","2"
"梁益宁江八州","1","1","2"
"扬豫八郡诸军","1","1","2"
"豫八郡诸军事","1","1","2"
"督十八州诸军","1","1","2"
"十八州诸军事","1","1","2"
"安成七千五百","1","1","2"
"成七千五百户","1","1","2"
"南北一千余里","1","1","2"
"赐衣冠服物车","2","0","2"
"冠服物车旗饰","2","0","2"
"衍梁州刺史平","2","0","2"
"国侯陈虎牙降","2","0","2"
"将军奚康生破","2","0","2"
"斩徐州刺史宋","2","0","2"
"行台侯景攻陷","1","1","2"
"散骑常侍柳豹","1","1","2"
"通直常侍刘景","1","1","2"
"直常侍刘景彦","1","1","2"
"散骑常侍明少","1","1","2"
"骑常侍明少遐","1","1","2"
"通直郎谢藻朝","1","1","2"
"直郎谢藻朝贡","1","1","2"
"遣散骑常侍刘","1","1","2"
"散骑常侍刘孝","1","1","2"
"骑常侍刘孝胜","1","1","2"
"通直常侍谢景","1","1","2"
"直常侍谢景朝","1","1","2"
"常侍谢景朝贡","1","1","2"
"伏椒房生楚王","1","1","2"
"内外三都大官","1","1","2"
"萧宝卷将裴叔","1","1","2"
"宝卷将裴叔业","1","1","2"
"卷将裴叔业率","1","1","2"
"将裴叔业率众","1","1","2"
"裴叔业率众围","1","1","2"
"定陶县开国子","1","1","2"
"东南道三徐行","1","1","2"
"南道三徐行台","1","1","2"
"随长孙稚西征","1","1","2"
"功封长平县开","1","1","2"
"封长平县开国","1","1","2"
"长平县开国男","1","1","2"
"封乐平郡开国","1","1","2"
"乐平郡开国公","1","1","2"
"都督相州诸军","1","1","2"
"督相州诸军事","1","1","2"
"长安县开国公","1","1","2"
"定策立前废帝","1","1","2"
"南秀容牧子万","1","1","2"
"秀容牧子万子","1","1","2"
"容牧子万子乞","1","1","2"
"牧子万子乞真","1","1","2"
"子万子乞真反","1","1","2"
"万子乞真反叛","1","1","2"
"杀太仆卿陆延","2","0","2"
"相州刺史李神","1","1","2"
"州刺史李神轨","1","1","2"
"刺史李神轨闭","1","1","2"
"书左丞元孚慰","1","1","2"
"左丞元孚慰劳","1","1","2"
"丞元孚慰劳蠕","1","1","2"
"元孚慰劳蠕蠕","1","1","2"
"便须退迹江海","1","1","2"
"尚书三公郎中","1","1","2"
"改封乐陵郡开","1","1","2"
"封乐陵郡开国","1","1","2"
"乐陵郡开国公","1","1","2"
"大都督李崇北","1","1","2"
"封永宁县开国","1","1","2"
"永宁县开国伯","1","1","2"
"封石艾县开国","1","1","2"
"石艾县开国公","1","1","2"
"寻加骠骑大将","2","0","2"
"永熙三年五月","1","1","2"
"封永安县开国","1","1","2"
"永安县开国伯","1","1","2"
"后除散骑常侍","2","0","2"
"大都督杜德等","1","1","2"
"都督杜德等追","1","1","2"
"督杜德等追讨","1","1","2"
"改封真定县开","1","1","2"
"渊骠骑大将军","2","0","2"
"渔阳郡开国公","1","1","2"
"寻加平南将军","2","0","2"
"慕容俊遣使朝","2","0","2"
"容俊遣使朝贡","2","0","2"
"获牛马羊数百","1","1","2"
"牛马羊数百万","1","1","2"
"马羊数百万头","1","1","2"
"二十八年春正","1","1","2"
"二千八百四十","1","1","2"
"千八百四十五","1","1","2"
"八百四十五人","1","1","2"
"河东公薛虎子","1","1","2"
"公孙阿六头使","2","0","2"
"孙阿六头使萧","2","0","2"
"阿六头使萧赜","2","0","2"
"嘉尚书左仆射","2","0","2"
"四年春二月癸","1","1","2"
"州刺史叔孙建","1","1","2"
"刺史叔孙建等","1","1","2"
"司马德宗齐郡","2","0","2"
"马德宗齐郡太","2","0","2"
"德宗齐郡太守","2","0","2"
"宗齐郡太守王","2","0","2"
"郡太守王懿降","2","0","2"
"加抚军大将军","2","0","2"
"肃宗孝明皇帝","1","1","2"
"高阳王雍进位","2","0","2"
"阳王雍进位太","2","0","2"
"冀州刺史萧宝","1","1","2"
"萧宝夤镇东将","2","0","2"
"宝夤镇东将军","2","0","2"
"扬州刺史李崇","1","1","2"
"安定郡开国公","1","1","2"
"定郡开国公胡","1","1","2"
"郡开国公胡国","1","1","2"
"开国公胡国珍","1","1","2"
"都督雍泾岐华","1","1","2"
"督雍泾岐华东","1","1","2"
"雍泾岐华东秦","1","1","2"
"泾岐华东秦豳","1","1","2"
"岐华东秦豳六","1","1","2"
"华东秦豳六州","1","1","2"
"东秦豳六州诸","1","1","2"
"秦豳六州诸军","1","1","2"
"豳六州诸军事","1","1","2"
"超改封北平王","1","1","2"
"蠕蠕后主郁久","1","1","2"
"蠕后主郁久闾","1","1","2"
"后主郁久闾侯","1","1","2"
"主郁久闾侯匿","1","1","2"
"郁久闾侯匿伐","1","1","2"
"匿伐奔怀朔镇","2","0","2"
"沃野镇人破落","1","1","2"
"野镇人破落汗","1","1","2"
"镇人破落汗拔","1","1","2"
"汗拔陵聚众反","2","0","2"
"高平酋长胡琛","1","1","2"
"城人莫折太提","1","1","2"
"复仪同三司李","1","1","2"
"同三司李崇官","1","1","2"
"三司李崇官爵","1","1","2"
"叉骠骑大将军","2","0","2"
"卫大将军穆绍","1","1","2"
"卢等攻陷怀朔","1","1","2"
"等攻陷怀朔镇","1","1","2"
"蠕蠕主阿瑰率","2","0","2"
"蠕主阿瑰率众","2","0","2"
"瑰率众大破拔","1","1","2"
"率众大破拔陵","1","1","2"
"诏左光禄大夫","1","1","2"
"左光禄大夫长","1","1","2"
"光禄大夫长孙","1","1","2"
"禄大夫长孙稚","1","1","2"
"都督河间王琛","2","0","2"
"就德兴攻陷平","1","1","2"
"德兴攻陷平州","1","1","2"
"豫雍荆徐扬六","1","1","2"
"雍荆徐扬六州","1","1","2"
"荆徐扬六州牧","1","1","2"
"三公郎中王德","1","1","2"
"复北平公长孙","1","1","2"
"北平公长孙敦","1","1","2"
"库莫奚国献名","1","1","2"
"莫奚国献名马","1","1","2"
"西平王源贺改","1","1","2"
"平王源贺改封","1","1","2"
"散骑常侍冯阐","1","1","2"
"散骑侍郎卢度","1","1","2"
"骑侍郎卢度世","1","1","2"
"员外郎朱安兴","1","1","2"
"加征北大将军","2","0","2"
"西平郡王吐谷","1","1","2"
"平郡王吐谷浑","1","1","2"
"郡王吐谷浑权","1","1","2"
"祖孝文皇帝第","1","1","2"
"孝文皇帝第二","1","1","2"
"文皇帝第二子","1","1","2"
"勰进位大司马","1","1","2"
"骑将军王肃加","1","1","2"
"尚书令高肇司","2","0","2"
"书令高肇司徒","2","0","2"
"怀进号骠骑大","1","1","2"
"衍龙骧将军文","1","1","2"
"龙骧将军文思","1","1","2"
"平南将军羊祉","1","1","2"
"安西将军奚康","1","1","2"
"西将军奚康生","1","1","2"
"抚军将军甄琛","1","1","2"
"太安二年二月","1","1","2"
"封繁阳侯李嶷","1","1","2"
"征东大将军冯","1","1","2"
"东大将军冯熙","1","1","2"
"公元石都督荆","1","1","2"
"南雍州诸军事","1","1","2"
"京兆侯张穷奇","1","1","2"
"秦州刺史垣恭","1","1","2"
"州刺史垣恭祖","1","1","2"
"羽林监沈承伯","1","1","2"
"军资器械胜数","2","0","2"
"斯国遣使朝献","2","0","2"
"殿中尚书元谌","1","1","2"
"黄门侍郎元顼","1","1","2"
"光禄大夫李虔","1","1","2"
"上党王天穆大","2","0","2"
"东北道诸军事","1","1","2"
"加大将军朱荣","2","0","2"
"太原王世子菩","1","1","2"
"原王世子菩提","1","1","2"
"雍州刺史长孙","1","1","2"
"州刺史张景邕","1","1","2"
"荆州刺史李灵","1","1","2"
"雄信将军萧进","1","1","2"
"信将军萧进明","1","1","2"
"兗三州诸军事","2","0","2"
"遣武卫将军奚","1","1","2"
"前燕州刺史崔","1","1","2"
"燕州刺史崔渊","1","1","2"
"州刺史崔渊率","1","1","2"
"宗郡开国公朱","2","0","2"
"郡开国公朱天","2","0","2"
"开国公朱天光","2","0","2"
"云朔显汾蔚九","1","1","2"
"朔显汾蔚九州","1","1","2"
"显汾蔚九州诸","1","1","2"
"汾蔚九州诸军","1","1","2"
"蔚九州诸军事","1","1","2"
"大鸿胪卿元宝","1","1","2"
"鸿胪卿元宝炬","1","1","2"
"阳县开国伯元","1","1","2"
"县开国伯元诞","1","1","2"
"前东荆州刺史","1","1","2"
"东荆州刺史元","1","1","2"
"荆州刺史元显","1","1","2"
"州刺史元显恭","1","1","2"
"度都督薛善乐","1","1","2"
"徒公长孙稚太","2","0","2"
"公长孙稚太尉","2","0","2"
"长孙稚太尉公","2","0","2"
"常山王朱度律","2","0","2"
"仪同三司齐献","1","1","2"
"同三司齐献武","1","1","2"
"三司齐献武王","1","1","2"
"平阳郡开国公","1","1","2"
"阳郡开国公齐","1","1","2"
"郡开国公齐献","1","1","2"
"开国公齐献武","1","1","2"
"国公齐献武王","1","1","2"
"公齐献武王封","1","1","2"
"北华州刺史公","1","1","2"
"华州刺史公孙","1","1","2"
"州刺史公孙略","1","1","2"
"泾州刺史贺拔","1","1","2"
"州刺史贺拔岳","1","1","2"
"渭州刺史侯莫","1","1","2"
"州刺史侯莫陈","1","1","2"
"刺史侯莫陈悦","1","1","2"
"武卫将军大野","1","1","2"
"卫将军大野拔","1","1","2"
"害前太保杨椿","1","1","2"
"前司空公杨津","1","1","2"
"骠骑将军卢同","1","1","2"
"骠骑大将军杜","1","1","2"
"骑大将军杜德","1","1","2"
"车骑大将军桥","1","1","2"
"骑大将军桥宁","1","1","2"
"都督关中诸军","1","1","2"
"督关中诸军事","1","1","2"
"西王朱天光大","2","0","2"
"府仪同三司穆","1","1","2"
"仪同三司穆绍","1","1","2"
"肆州鲁郡王后","1","1","2"
"州鲁郡王后军","1","1","2"
"鲁郡王后军府","1","1","2"
"郡王后军府录","1","1","2"
"王后军府录事","1","1","2"
"后军府录事参","1","1","2"
"军府录事参军","1","1","2"
"仪同开府司马","1","1","2"
"河北大使高乾","2","0","2"
"北大使高乾邕","2","0","2"
"博野县开国伯","1","1","2"
"野县开国伯尉","1","1","2"
"县开国伯尉景","1","1","2"
"景骠骑大将军","2","0","2"
"紫光禄大夫库","1","1","2"
"光禄大夫库狄","1","1","2"
"禄大夫库狄干","1","1","2"
"尚书右仆射魏","1","1","2"
"书右仆射魏兰","1","1","2"
"右仆射魏兰根","1","1","2"
"前御史中尉樊","1","1","2"
"中尉樊子鹄复","1","1","2"
"州刺史杜德讨","1","1","2"
"王宝炬太尉公","2","0","2"
"书左仆射元罗","1","1","2"
"尚书左仆射贾","1","1","2"
"书左仆射贾显","1","1","2"
"左仆射贾显度","1","1","2"
"西中郎将元宁","1","1","2"
"左光禄大夫李","1","1","2"
"光禄大夫李琰","1","1","2"
"光禄大夫崔秉","1","1","2"
"右光禄大夫高","1","1","2"
"光禄大夫高岳","1","1","2"
"左光禄大夫封","1","1","2"
"光禄大夫封津","1","1","2"
"燕郡开国公贺","1","1","2"
"郡开国公贺拔","1","1","2"
"开国公贺拔允","1","1","2"
"子勃海王子恕","1","1","2"
"勃海王子恕改","1","1","2"
"海王子恕改封","1","1","2"
"河南尹元仲景","1","1","2"
"前吏部尚书李","1","1","2"
"右卫将军娄昭","1","1","2"
"扬州刺史斛斯","1","1","2"
"州刺史斛斯敦","1","1","2"
"葬灵太后胡氏","1","1","2"
"都督河渭部三","1","1","2"
"督河渭部三州","1","1","2"
"河渭部三州诸","1","1","2"
"渭部三州诸军","1","1","2"
"部三州诸军事","1","1","2"
"世袭河州刺史","1","1","2"
"袭河州刺史梁","1","1","2"
"河州刺史梁景","1","1","2"
"齐州刺史侯渊","1","1","2"
"刺史万俟普拨","1","1","2"
"前南岐州刺史","1","1","2"
"南岐州刺史司","1","1","2"
"岐州刺史司马","1","1","2"
"州刺史司马子","1","1","2"
"光禄大夫崔孝","1","1","2"
"禄大夫崔孝芬","1","1","2"
"前徐州刺史元","1","1","2"
"左卫将军元斌","1","1","2"
"中军四面大都","1","1","2"
"军四面大都督","1","1","2"
"中军大都督斛","1","1","2"
"军大都督斛律","1","1","2"
"大都督斛律沙","1","1","2"
"都督斛律沙门","1","1","2"
"岐州刺史越肱","1","1","2"
"州刺史越肱特","1","1","2"
"兗州刺史樊子","2","0","2"
"侯景攻克萧衍","1","1","2"
"仪同三司万俟","1","1","2"
"同三司万俟普","1","1","2"
"河间人邢摩纳","1","1","2"
"范阳人卢仲礼","1","1","2"
"阳人卢仲礼等","1","1","2"
"散骑常侍郑伯","1","1","2"
"骑常侍郑伯猷","1","1","2"
"散骑常侍王元","1","1","2"
"骑常侍王元景","1","1","2"
"直散骑常侍魏","1","1","2"
"散骑常侍魏收","1","1","2"
"散骑常侍崔长","1","1","2"
"骑常侍崔长谦","1","1","2"
"三年春二月甲","1","1","2"
"年春二月甲辰","1","1","2"
"散骑常侍李绘","1","1","2"
"坐事降骠骑大","2","0","2"
"事降骠骑大将","2","0","2"
"降骠骑大将军","2","0","2"
"北豫州刺史高","1","1","2"
"豫州刺史高仲","1","1","2"
"散骑常侍李浑","1","1","2"
"徐州人刘乌黑","1","1","2"
"州人刘乌黑聚","1","1","2"
"府仪同三司孙","1","1","2"
"仪同三司孙腾","1","1","2"
"遣中书舍人尉","1","1","2"
"中书舍人尉瑾","1","1","2"
"散骑常侍元廓","1","1","2"
"齐文襄王使持","2","0","2"
"文襄王使持节","2","0","2"
"咸阳王坦太傅","2","0","2"
"府仪同三司潘","1","1","2"
"仪同三司潘相","1","1","2"
"同三司潘相乐","1","1","2"
"齐天保元年五","1","1","2"
"天保元年五月","1","1","2"
"保元年五月己","1","1","2"
"元年五月己未","1","1","2"
"都督荆梁益宁","1","1","2"
"督荆梁益宁四","1","1","2"
"荆梁益宁四州","1","1","2"
"梁益宁四州诸","1","1","2"
"益宁四州诸军","1","1","2"
"假征南大将军","1","1","2"
"太常李顺持节","1","1","2"
"河西王沮渠蒙","1","1","2"
"西王沮渠蒙逊","1","1","2"
"西域羌戎诸军","1","1","2"
"域羌戎诸军事","1","1","2"
"行征西大将军","1","1","2"
"乐都太守安周","1","1","2"
"将军贺多罗镇","1","1","2"
"将军古弼大破","1","1","2"
"军古弼大破诸","1","1","2"
"古弼大破诸氐","1","1","2"
"太子少傅游雅","1","1","2"
"中书侍郎胡方","1","1","2"
"书侍郎胡方回","1","1","2"
"侍郎胡方回等","1","1","2"
"郎胡方回等改","1","1","2"
"胡方回等改定","1","1","2"
"方回等改定律","1","1","2"
"回等改定律制","1","1","2"
"张掖王沮渠万","1","1","2"
"掖王沮渠万年","1","1","2"
"刘椒房生南安","1","1","2"
"椒房生南安惠","1","1","2"
"房生南安惠王","1","1","2"
"尉椒房生乐陵","1","1","2"
"椒房生乐陵康","1","1","2"
"房生乐陵康王","1","1","2"
"累迁怀朔镇大","2","0","2"
"迁怀朔镇大将","2","0","2"
"督三道诸军事","1","1","2"
"刺史穆泰谋反","2","0","2"
"世宗景明元年","1","1","2"
"御史中尉封回","1","1","2"
"托青州人高僧","1","1","2"
"青州人高僧寿","1","1","2"
"时吏部尚书樊","1","1","2"
"吏部尚书樊子","1","1","2"
"部尚书樊子鹄","1","1","2"
"除南兗州刺史","2","0","2"
"迁左光禄大夫","2","0","2"
"说勃海人李归","1","1","2"
"勃海人李归伯","1","1","2"
"遣辅国将军张","1","1","2"
"尚书令任城王","1","1","2"
"御史中尉元纂","1","1","2"
"史中尉元纂所","1","1","2"
"中尉元纂所纠","1","1","2"
"州主簿吕苟兒","2","0","2"
"主簿吕苟兒主","2","0","2"
"行秦州事李韶","1","1","2"
"王公三十余人","2","0","2"
"徐州安东府长","1","1","2"
"州安东府长史","1","1","2"
"殿中尚书胡莫","1","1","2"
"中尚书胡莫寒","1","1","2"
"除征北大将军","2","0","2"
"时中散大夫高","1","1","2"
"中散大夫高居","1","1","2"
"累迁事黄门侍","2","0","2"
"故中书监高闾","1","1","2"
"中书监高闾广","1","1","2"
"故太乐令公孙","1","1","2"
"黄门侍郎臣孙","1","1","2"
"门侍郎臣孙惠","1","1","2"
"侍郎臣孙惠蔚","1","1","2"
"故广平殇王洛","1","1","2"
"三公郎中辛雄","1","1","2"
"征西大将军讨","1","1","2"
"二州缘淮诸军","1","1","2"
"州缘淮诸军事","1","1","2"
"陪葬云中金陵","2","0","2"
"北讨诸军事讨","2","0","2"
"都督梁益荆三","1","1","2"
"督梁益荆三州","1","1","2"
"梁益荆三州诸","1","1","2"
"益荆三州诸军","1","1","2"
"昭业雍州刺史","2","0","2"
"业雍州刺史曹","2","0","2"
"命黄门侍郎崔","1","1","2"
"侍御史李焕先","1","1","2"
"安乐侯元隆等","1","1","2"
"太尉陈显达入","2","0","2"
"尉陈显达入寇","2","0","2"
"遣辅国将军成","1","1","2"
"辅国将军成兴","1","1","2"
"关内侯吴道爽","1","1","2"
"马一千五百匹","1","1","2"
"宁朔将军韦惠","1","1","2"
"龙骧将军李伯","1","1","2"
"遣统军党法宗","1","1","2"
"史司马明素率","1","1","2"
"州长史潘伯邻","1","1","2"
"宁朔将军王燮","1","1","2"
"济阴太守王厚","1","1","2"
"阴太守王厚强","1","1","2"
"庐江太守裴邃","1","1","2"
"澄遣统军王足","2","0","2"
"奉朝请韩元昭","1","1","2"
"前门下录事姚","1","1","2"
"门下录事姚敬","1","1","2"
"下录事姚敬贤","1","1","2"
"布一千二百匹","1","1","2"
"大鸿胪监护丧","2","0","2"
"鸿胪监护丧事","2","0","2"
"时尚书令高肇","1","1","2"
"徵事黄门侍郎","2","0","2"
"东阿县开国公","1","1","2"
"问都令史徐仵","1","1","2"
"时三公曹令史","1","1","2"
"三公曹令史朱","1","1","2"
"公曹令史朱晖","1","1","2"
"下通事令史王","1","1","2"
"通事令史王才","1","1","2"
"事令史王才达","1","1","2"
"遣黄门侍郎山","1","1","2"
"黄门侍郎山伟","1","1","2"
"门侍郎山伟巡","1","1","2"
"都督瀛冀二州","1","1","2"
"督瀛冀二州诸","1","1","2"
"瀛冀二州诸军","1","1","2"
"冀二州诸军事","1","1","2"
"帛二千五百匹","1","1","2"
"荆郢二州刺史","1","1","2"
"萧衍湘州刺史","1","1","2"
"州刺史杨公率","2","0","2"
"刺史杨公率众","2","0","2"
"左军将军骞小","1","1","2"
"军将军骞小眼","1","1","2"
"遣统军安伯丑","1","1","2"
"下蔡戍主王虎","1","1","2"
"蔡戍主王虎等","1","1","2"
"冠军将军曹天","1","1","2"
"军将军曹天宝","1","1","2"
"统军牛敬宾攻","1","1","2"
"封武阳县开国","2","0","2"
"武阳县开国子","1","1","2"
"都督梁益宁三","1","1","2"
"督梁益宁三州","1","1","2"
"梁益宁三州诸","1","1","2"
"益宁三州诸军","1","1","2"
"宁三州诸军事","1","1","2"
"仇池镇都大将","1","1","2"
"遣统军李平敌","1","1","2"
"将陈显达等寇","2","0","2"
"遣直寝羊灵引","1","1","2"
"遣四门博士明","2","0","2"
"都督征义阳诸","1","1","2"
"督征义阳诸军","1","1","2"
"征义阳诸军事","1","1","2"
"萧衍司州刺史","2","0","2"
"司州刺史蔡道","1","1","2"
"州刺史蔡道恭","1","1","2"
"平西将军曹景","1","1","2"
"西将军曹景宗","1","1","2"
"后将军王僧炳","1","1","2"
"将军王僧炳等","1","1","2"
"遣冠军将军元","1","1","2"
"冠军将军元逞","1","1","2"
"扬烈将军曹文","1","1","2"
"烈将军曹文敬","1","1","2"
"将军曹文敬进","1","1","2"
"统军傅永等三","1","1","2"
"军傅永等三军","1","1","2"
"斩首二千三百","1","1","2"
"首二千三百级","1","1","2"
"羽林监军邓终","1","1","2"
"林监军邓终年","1","1","2"
"行州事蔡灵恩","1","1","2"
"鸿胪少卿睦延","1","1","2"
"胪少卿睦延吉","1","1","2"
"书舍人王云指","1","1","2"
"书右仆射柳惔","2","0","2"
"等大将五人沿","1","1","2"
"大将五人沿淮","1","1","2"
"时郢州治中督","1","1","2"
"郢州治中督荣","1","1","2"
"州治中督荣祖","1","1","2"
"宁朔将军张道","1","1","2"
"朔将军张道凝","1","1","2"
"将军张道凝等","1","1","2"
"虎贲中郎曹苦","1","1","2"
"贲中郎曹苦生","1","1","2"
"云骑将军马广","1","1","2"
"骑将军马广率","1","1","2"
"骠骑将军徐超","1","1","2"
"骑将军徐超秀","1","1","2"
"将军徐超秀援","1","1","2"
"太子左卫率李","1","1","2"
"子左卫率李元","1","1","2"
"左卫率李元履","1","1","2"
"进号安西将军","2","0","2"
"魏郡太守李孝","1","1","2"
"郡太守李孝怡","1","1","2"
"太守李孝怡率","1","1","2"
"遣尚书左丞卢","1","1","2"
"尚书左丞卢同","1","1","2"
"都督冀定瀛相","1","1","2"
"督冀定瀛相幽","1","1","2"
"冀定瀛相幽五","1","1","2"
