"N-gram","魏书","魏书翻译","Total"
"远将军源贺分略诸郡","1","1","2"
"封蠕蠕郁久闾乞列归","1","1","2"
"西平王吐谷浑慕利延","1","1","2"
"平王吐谷浑慕利延杀","1","1","2"
"东雍州刺史沮渠秉谋","1","1","2"
"部落帅白广平西掠新","1","1","2"
"落帅白广平西掠新平","1","1","2"
"西征诸将扶风公元处","1","1","2"
"征诸将扶风公元处真","1","1","2"
"诸将扶风公元处真等","1","1","2"
"将扶风公元处真等八","1","1","2"
"宁朔将军王玄谟西攻","1","1","2"
"朔将军王玄谟西攻滑","1","1","2"
"将军王玄谟西攻滑台","1","1","2"
"南徐州刺史沈陵南叛","1","1","2"
"高平镇人万俟丑奴僭","1","1","2"
"武定元年春正月壬戌","1","1","2"
"黄门郎徐纥受四方表","1","1","2"
"门郎徐纥受四方表启","1","1","2"
"长广东山见道人法穆","1","1","2"
"北部大人叔孙普洛节","1","1","2"
"东徐州刺史张谠所戍","1","1","2"
"陇西公源怀卫大将军","1","1","2"
"西公源怀卫大将军府","1","1","2"
"公源怀卫大将军府长","1","1","2"
"源怀卫大将军府长史","1","1","2"
"刘义隆遣将裴方明等","2","0","2"
"故武都王保宗妻公主","1","1","2"
"武都王保宗妻公主送","1","1","2"
"前泾州刺史封阿君督","1","1","2"
"仆射南平公元目振都","1","1","2"
"射南平公元目振都督","1","1","2"
"南平公元目振都督中","1","1","2"
"平公元目振都督中外","1","1","2"
"公元目振都督中外军","1","1","2"
"元目振都督中外军事","1","1","2"
"大将军元天穆东讨邢","1","1","2"
"将军元天穆东讨邢杲","1","1","2"
"南徐州刺史沈陵密谋","1","1","2"
"徐州刺史沈陵密谋外","1","1","2"
"州刺史沈陵密谋外叛","1","1","2"
"益阳县开国侯垣恭祖","1","1","2"
"遣征南大将军慕容白","1","1","2"
"南济阴郡睢陵县人赵","1","1","2"
"济阴郡睢陵县人赵怜","1","1","2"
"阴郡睢陵县人赵怜等","1","1","2"
"胡人子都将呼延笼达","1","1","2"
"都督青齐东徐州诸军","1","1","2"
"督青齐东徐州诸军事","1","1","2"
"称范阳卢玄等四十二","1","1","2"
"范阳卢玄等四十二人","1","1","2"
"娶东徐州刺史博陵崔","1","1","2"
"东徐州刺史博陵崔鉴","1","1","2"
"获萧鸾辅国将军黄瑶","1","1","2"
"豫州刺史萧懿率众三","1","1","2"
"州刺史萧懿率众三万","1","1","2"
"侍御史一人监护丧事","1","1","2"
"萧衍辅国将军任僧幼","1","1","2"
"衍辅国将军任僧幼等","1","1","2"
"辅国将军任僧幼等三","1","1","2"
"国将军任僧幼等三十","1","1","2"
"萧衍巴西太守庞景民","1","1","2"
"骁骑将军相文玉等率","1","1","2"
"齐苟仁等二十一人开","1","1","2"
"苟仁等二十一人开门","1","1","2"
"左游击将军赵祖悦偷","1","1","2"
"雍州人王叔保等三百","1","1","2"
"州人王叔保等三百人","1","1","2"
"文明太后父燕宣王庙","1","1","2"
"梁州刺史王太洪等十","1","1","2"
"州刺史王太洪等十余","1","1","2"
"衍征虏将军杨伏锡等","1","1","2"
"都统白水诸军事杨兴","1","1","2"
"上庸太守姜平洛等十","1","1","2"
"文昭皇后生宣武皇帝","1","1","2"
"罗夫人生清河文献王","1","1","2"
"彭城王中军府长史卢","1","1","2"
"城王中军府长史卢阳","1","1","2"
"王中军府长史卢阳乌","1","1","2"
"南部大人刘库仁所盗","1","1","2"
"遣将军刘拔送马三千","1","1","2"
"将军刘拔送马三千匹","1","1","2"
"刘义隆兗州刺史竺灵","2","0","2"
"义隆兗州刺史竺灵秀","2","0","2"
"都督冀青徐济四州诸","1","1","2"
"督冀青徐济四州诸军","1","1","2"
"冀青徐济四州诸军事","1","1","2"
"假司空督河西七镇诸","1","1","2"
"司空督河西七镇诸军","1","1","2"
"八月一日皇太后未亲","1","1","2"
"督雍泾梁秦四州诸军","1","1","2"
"雍泾梁秦四州诸军事","1","1","2"
"齐州武昌王征虏长史","1","1","2"
"遣治书侍御史李焕单","1","1","2"
"都督秦梁益三州诸军","1","1","2"
"督秦梁益三州诸军事","1","1","2"
"都督冀瀛二州诸军事","1","1","2"
"赠都督冀沧二州诸军","1","1","2"
"守将姜道祖退守狭亭","1","1","2"
"散骑常侍刘库仁等八","1","1","2"
"骑常侍刘库仁等八人","1","1","2"
"常侍刘库仁等八人分","1","1","2"
"都督凉沙河三州诸军","1","1","2"
"督凉沙河三州诸军事","1","1","2"
"定州平北府中兵参军","1","1","2"
"秦岐河梁益九州诸军","1","1","2"
"岐河梁益九州诸军事","1","1","2"
"都督青光南青三州诸","1","1","2"
"督青光南青三州诸军","1","1","2"
"青光南青三州诸军事","1","1","2"
"徐州刺史张豹子等十","1","1","2"
"州刺史张豹子等十一","1","1","2"
"都督徐州东道诸军事","1","1","2"
"扬州刺史长孙稚大破","1","1","2"
"尚书仆射行台长孙稚","1","1","2"
"书仆射行台长孙稚讨","1","1","2"
"南徐州刺史沈陵外叛","1","1","2"
"怀朔三镇三道诸军事","1","1","2"
"盗种牧田三百四十顷","1","1","2"
"宝夤邀害御史中尉郦","1","1","2"
"夤邀害御史中尉郦道","1","1","2"
"邀害御史中尉郦道元","1","1","2"
"慕容夫人生乐安宣王","1","1","2"
"萧衍平西将军李天赐","1","1","2"
"晋寿太守王景胤等拥","1","1","2"
"寿太守王景胤等拥众","1","1","2"
"太守王景胤等拥众七","1","1","2"
"守王景胤等拥众七千","1","1","2"
"获叔业伞扇鼓幕甲仗","1","1","2"
"叔业伞扇鼓幕甲仗万","1","1","2"
"业伞扇鼓幕甲仗万余","1","1","2"
"本州阳平王颐卫军府","1","1","2"
"州阳平王颐卫军府长","1","1","2"
"阳平王颐卫军府长史","1","1","2"
"宣穆刘皇后生明元皇","1","1","2"
"穆刘皇后生明元皇帝","1","1","2"
"都督雍秦梁益四州诸","1","1","2"
"督雍秦梁益四州诸军","1","1","2"
"雍秦梁益四州诸军事","1","1","2"
"除都督雍南豳二州诸","1","1","2"
"都督雍南豳二州诸军","1","1","2"
"督雍南豳二州诸军事","1","1","2"
"治书侍御史臣郦道元","1","1","2"
"永兴二年六月二十四","1","1","2"
"兴二年六月二十四日","1","1","2"
"这便形成为一种制度","0","2","2"
"孝文帝在方泽举行祭","0","2","2"
"文帝在方泽举行祭祀","0","2","2"
"免征十五年的田租赋","0","2","2"
"征十五年的田租赋税","0","2","2"
"被任命为征西大将军","0","2","2"
"萧衍派其豫章王萧综","0","2","2"
"赐给衣冠服物车旗之","0","2","2"
"给衣冠服物车旗之饰","0","2","2"
"萧衍的梁州刺史平阳","0","2","2"
"衍的梁州刺史平阳县","0","2","2"
"的梁州刺史平阳县开","0","2","2"
"授他为通直散骑常侍","0","2","2"
"不久加授骠骑大将军","0","2","2"
"让员外散骑常侍李彪","0","2","2"
"尚书郎公孙阿六头出","0","2","2"
"书郎公孙阿六头出使","0","2","2"
"司马德宗的齐郡太守","0","2","2"
"马德宗的齐郡太守王","0","2","2"
"德宗的齐郡太守王懿","0","2","2"
"匿伐前来投奔怀朔镇","0","2","2"
"人破落汗拔陵聚众造","0","2","2"
"破落汗拔陵聚众造反","0","2","2"
"加授大将军尔朱荣为","0","2","2"
"广宗郡开国公尔朱天","0","2","2"
"宗郡开国公尔朱天光","0","2","2"
"郡开国公尔朱天光为","0","2","2"
"任命右卫将军贺拔胜","0","2","2"
"建宁王拓跋崇率二万","0","2","2"
"宁王拓跋崇率二万人","0","2","2"
"被任命为长安镇都大","0","2","2"
"任命为长安镇都大将","0","2","2"
"家中没有多余的财产","0","2","2"
"率领步兵骑兵十万人","0","2","2"
"派遣治书侍御史李焕","0","2","2"
"萧宝卷派遣他的太尉","0","2","2"
"宝卷派遣他的太尉陈","0","2","2"
"卷派遣他的太尉陈显","0","2","2"
"派遣他的太尉陈显达","0","2","2"
"遣他的太尉陈显达进","0","2","2"
"他的太尉陈显达进犯","0","2","2"
"奇道显攻打萧衍的阴","0","2","2"
"道显攻打萧衍的阴山","0","2","2"
"显攻打萧衍的阴山戍","0","2","2"
"萧衍的湘州刺史杨公","0","2","2"
"衍的湘州刺史杨公则","0","2","2"
"的湘州刺史杨公则率","0","2","2"
"率领步兵骑兵三万人","0","2","2"
"徐州刺史元法僧占据","0","2","2"
"豫章王萧综镇守徐州","0","2","2"
"被任命为车骑大将军","0","2","2"
"率领并州肆州的军队","0","2","2"
"被幽州大都督侯渊所","0","2","2"
"很快又加授散骑常侍","0","2","2"
"朝廷赐给他帛五百匹","0","2","2"
"这时萧衍派遣将领侵","0","2","2"
"时萧衍派遣将领侵犯","0","2","2"
"以家人身份写信给元","0","2","2"
"家人身份写信给元勰","0","2","2"
"人身份写信给元勰说","0","2","2"
"增加食邑一千五百户","0","2","2"
"接连上奏疏执意推让","0","2","2"
"的豫州刺史裴叔业献","0","2","2"
"豫州刺史裴叔业献出","0","2","2"
"州刺史裴叔业献出寿","0","2","2"
"萧衍派遣将领侵犯边","0","2","2"
"衍派遣将领侵犯边境","0","2","2"
"派左仆射安原等人前","0","2","2"
"左仆射安原等人前往","0","2","2"
"仆射安原等人前往征","0","2","2"
"射安原等人前往征伐","0","2","2"
"亲自统率六军从中路","0","2","2"
"皇帝听从了他的意见","0","2","2"
"天穆和齐献武王讨伐","0","2","2"
"慕容垂派遣他的太子","0","2","2"
"容垂派遣他的太子慕","0","2","2"
"垂派遣他的太子慕容","0","2","2"
"使者向常山王元遵请","0","2","2"
"者向常山王元遵请求","0","2","2"
"向常山王元遵请求援","0","2","2"
"常山王元遵请求援兵","0","2","2"
"后来继承父亲的爵位","0","2","2"
"世祖听从了他的意见","0","2","2"
"显祖打算把皇位传给","0","2","2"
"祖打算把皇位传给京","0","2","2"
"打算把皇位传给京兆","0","2","2"
"算把皇位传给京兆王","0","2","2"
"王杨绍先的叔父杨集","0","2","2"
"杨绍先的叔父杨集起","0","2","2"
"皇帝令源子恭持节为","0","2","2"
"年轻时擅长骑马射箭","0","2","2"
"依照安城王叔孙俊的","0","2","2"
"司马德宗的平西将军","0","2","2"
"司马休之的儿子司马","0","2","2"
"马休之的儿子司马文","0","2","2"
"司马楚之在长社打败","0","2","2"
"李元德以及东郡太守","0","2","2"
"元德以及东郡太守申","0","2","2"
"德以及东郡太守申谟","0","2","2"
"萧衍派遣他的豫章王","0","2","2"
"衍派遣他的豫章王萧","0","2","2"
"派遣他的豫章王萧综","0","2","2"
"一万多人在城南抗拒","0","2","2"
"又有人告发沮渠牧犍","0","2","2"
"刘渊同族兄弟之子刘","0","2","2"
"渊同族兄弟之子刘曜","0","2","2"
"司马德宗的彭城内史","0","2","2"
"马德宗的彭城内史刘","0","2","2"
"德宗的彭城内史刘裕","0","2","2"
"元英在樊城打败萧衍","0","2","2"
"军将军蔡灵恩等十多","0","2","2"
"萧衍的徐州刺史王伯","0","2","2"
"衍的徐州刺史王伯敖","0","2","2"
"徐州刺史昌义之等人","0","2","2"
"李元履放弃黄岘逃走","0","2","2"
"兼郯城戍副将张天惠","0","2","2"
"郯城戍副将张天惠率","0","2","2"
"他的北梁州长史锡休","0","2","2"
"的北梁州长史锡休儒","0","2","2"
"萧衍的益州刺史萧渊","0","2","2"
"衍的益州刺史萧渊猷","0","2","2"
"的益州刺史萧渊猷派","0","2","2"
"南青州刺史茹怀朗派","0","2","2"
"他的邺王元树和谯州","0","2","2"
"的邺王元树和谯州刺","0","2","2"
"邺王元树和谯州刺史","0","2","2"
"王元树和谯州刺史朱","0","2","2"
"元树和谯州刺史朱文","0","2","2"
"树和谯州刺史朱文开","0","2","2"
"萧衍的司州刺史陈庆","0","2","2"
"衍的司州刺史陈庆之","0","2","2"
"司马德宗派遣使者来","0","2","2"
"凉州各军讨伐吐谷浑","0","2","2"
"州各军讨伐吐谷浑慕","0","2","2"
"各军讨伐吐谷浑慕利","0","2","2"
"军讨伐吐谷浑慕利延","0","2","2"
"帝诏尔朱天光以本官","0","2","2"
"尔朱荣堂弟尔朱世隆","0","2","2"
"始祖神元皇帝拓跋力","0","2","2"
"祖神元皇帝拓跋力微","0","2","2"
"他是平文帝拓跋郁律","0","2","2"
"是平文帝拓跋郁律的","0","2","2"
"昭成帝派燕凤出使前","0","2","2"
"成帝派燕凤出使前秦","0","2","2"
"显祖献文皇帝拓跋弘","0","2","2"
"高丽国派遣使者来朝","0","2","2"
"丽国派遣使者来朝贡","0","2","2"
"许赤虎出使到刘昱处","0","2","2"
"等国都派使者来朝贡","0","2","2"
"龟兹国派来使者朝贡","0","2","2"
"诸国各派来使者朝贡","0","2","2"
"契丹国各派来使者朝","0","2","2"
"丹国各派来使者朝贡","0","2","2"
"任命安定王拓跋休为","0","2","2"
"对京师部分地区实行","0","2","2"
"京师部分地区实行赦","0","2","2"
"师部分地区实行赦免","0","2","2"
"下诏派员外散骑常侍","0","2","2"
"的人不同数量的粮食","0","2","2"
"人不同数量的粮食布","0","2","2"
"员外郎兰英出使于萧","0","2","2"
"外郎兰英出使于萧赜","0","2","2"
"郎兰英出使于萧赜处","0","2","2"
"派员外散骑常侍李彪","0","2","2"
"国派遣使臣入朝进贡","0","2","2"
"浑两国派使臣入朝进","0","2","2"
"两国派使臣入朝进贡","0","2","2"
"勿吉国派使臣入朝进","0","2","2"
"吉国派使臣入朝进贡","0","2","2"
"高丽国派使臣入朝聘","0","2","2"
"丽国派使臣入朝聘问","0","2","2"
"兼职员外散骑常侍邢","0","2","2"
"职员外散骑常侍邢产","0","2","2"
"昌国派使臣入朝觐见","0","2","2"
"孝文帝再次祭拜永固","0","2","2"
"文帝再次祭拜永固陵","0","2","2"
"两国派使臣入朝觐见","0","2","2"
"武兴王杨集始入朝觐","0","2","2"
"兴王杨集始入朝觐见","0","2","2"
"邓至国派使臣入朝觐","0","2","2"
"至国派使臣入朝觐见","0","2","2"
"年纪在八十岁以上的","0","2","2"
"用太牢的隆重礼仪祭","0","2","2"
"太牢的隆重礼仪祭祀","0","2","2"
"授予名誉郡守的官衔","0","2","2"
"孝文帝在光极堂召见","0","2","2"
"派专使用太牢之礼祭","0","2","2"
"专使用太牢之礼祭祀","0","2","2"
"元继为都督北讨诸军","0","2","2"
"继为都督北讨诸军事","0","2","2"
"率领步兵骑兵一万人","0","2","2"
"皇帝从北伐前线返回","0","2","2"
"姚兴派遣使者前来聘","0","2","2"
"等人率领三千人马镇","0","2","2"
"人率领三千人马镇守","0","2","2"
"等人讨伐平定了他们","0","2","2"
"攻打吐京叛变的胡人","0","2","2"
"姚兴派遣使者入朝贡","0","2","2"
"兴派遣使者入朝贡奉","0","2","2"
"司马德宗派遣使者前","0","2","2"
"马德宗派遣使者前来","0","2","2"
"义符的束郡太守王景","0","2","2"
"符的束郡太守王景度","0","2","2"
"的束郡太守王景度放","0","2","2"
"束郡太守王景度放弃","0","2","2"
"平南将军杨大眼讨伐","0","2","2"
"吐谷浑派使者前来朝","0","2","2"
"宕昌等国派使者前来","0","2","2"
"昌等国派使者前来朝","0","2","2"
"邓至国派使者前来朝","0","2","2"
"至国派使者前来朝拜","0","2","2"
"浑国派使者前来朝贡","0","2","2"
"岁以上的赐给小郡板","0","2","2"
"吉国派使者前来朝贡","0","2","2"
"宕昌国派使者前来朝","0","2","2"
"昌国派使者前来朝贡","0","2","2"
"库莫奚国派使者前来","0","2","2"
"莫奚国派使者前来朝","0","2","2"
"益州刺史魏子建派将","0","2","2"
"州刺史魏子建派将领","0","2","2"
"库莫奚等国都派使者","0","2","2"
"莫奚等国都派使者前","0","2","2"
"奚等国都派使者前来","0","2","2"
"叠伏罗国派使者前来","0","2","2"
"罗国派使者前来朝贡","0","2","2"
"帝诏都督李叔仁讨伐","0","2","2"
"又任命长孙嵩为南部","0","2","2"
"任命长孙嵩为南部大","0","2","2"
"命长孙嵩为南部大人","0","2","2"
"刘显从善无向南逃到","0","2","2"
"显从善无向南逃到马","0","2","2"
"从善无向南逃到马邑","0","2","2"
"这时北部大人叔孙普","0","2","2"
"时北部大人叔孙普洛","0","2","2"
"卫辰派遣儿子直力千","0","2","2"
"秦王元觚出使慕容垂","0","2","2"
"随从的臣属多少不等","0","2","2"
"慕容宝的上谷太守慕","0","2","2"
"容宝的上谷太守慕容","0","2","2"
"纥突邻部头领匿物尼","0","2","2"
"商纣王在甲子日灭亡","0","2","2"
"司马德宗的将领辛恭","0","2","2"
"马德宗的将领辛恭靖","0","2","2"
"德宗的将领辛恭靖请","0","2","2"
"宗的将领辛恭靖请求","0","2","2"
"的将领辛恭靖请求救","0","2","2"
"将领辛恭靖请求救援","0","2","2"
"穆崇率领六千骑兵赶","0","2","2"
"等十多个国家各派使","0","2","2"
"十多个国家各派使者","0","2","2"
"国各派遣使者入朝献","0","2","2"
"各派遣使者入朝献纳","0","2","2"
"征西将军皮豹子等人","0","2","2"
"黄河以西背叛的胡人","0","2","2"
"东豫州刺史田益宗在","0","2","2"
"王足又派统军卢祖迁","0","2","2"
"足又派统军卢祖迁等","0","2","2"
"又派统军卢祖迁等人","0","2","2"
"派统军卢祖迁等人打","0","2","2"
"统军卢祖迁等人打败","0","2","2"
"世宗下诏命尚书邢峦","0","2","2"
"蠕国派使者前来朝拜","0","2","2"
"于阗等国都派使者前","0","2","2"
"阗等国都派使者前来","0","2","2"
"元年春季正月二十日","0","2","2"
"高丽国派使者朝拜纳","0","2","2"
"丽国派使者朝拜纳贡","0","2","2"
"高车国派使者前来朝","0","2","2"
"库莫奚等国派使者前","0","2","2"
"莫奚等国派使者前来","0","2","2"
"奚等国派使者前来朝","0","2","2"
"罗国派使者前来朝拜","0","2","2"
"乾达等国派使者前来","0","2","2"
"达等国派使者前来朝","0","2","2"
"契丹国都派使者前来","0","2","2"
"丹国都派使者前来朝","0","2","2"
"昌国派使者前来朝拜","0","2","2"
"各国都派使者前来朝","0","2","2"
"高祖对彭城王元勰说","0","2","2"
"大将军慕容白曜督领","0","2","2"
"占据城池向南方叛变","0","2","2"
"被任命为通直散骑侍","0","2","2"
"任命为通直散骑侍郎","0","2","2"
"蠕蠕国派遣使者入朝","0","2","2"
"蠕国派遣使者入朝贡","0","2","2"
"因事获罪被赐令自杀","0","2","2"
"诏任命齐献武王为相","0","2","2"
"任命齐献武王为相国","0","2","2"
"勿吉国都派遣使者入","0","2","2"
"吉国都派遣使者入朝","0","2","2"
"皇帝在漳水边祭祀路","0","2","2"
"帝在漳水边祭祀路神","0","2","2"
"任命尚书左仆射慕容","0","2","2"
"命尚书左仆射慕容绍","0","2","2"
"书左仆射慕容绍宗为","0","2","2"
"奚斤率领义兵将军封","0","2","2"
"斤率领义兵将军封礼","0","2","2"
"世祖下诏命员外散骑","0","2","2"
"祖下诏命员外散骑常","0","2","2"
"拥立赫连昌的弟弟赫","0","2","2"
"立赫连昌的弟弟赫连","0","2","2"
"连昌的弟弟赫连定为","0","2","2"
"世祖下诏命安西将军","0","2","2"
"世祖下诏命散骑侍郎","0","2","2"
"世祖下诏命散骑常侍","0","2","2"
"世祖下诏命兼散骑常","0","2","2"
"祖下诏命兼散骑常侍","0","2","2"
"在西河讨伐山胡白龙","0","2","2"
"诸国各派使者前来朝","0","2","2"
"等人出使刘义隆政权","0","2","2"
"弟弟董来率领一万多","0","2","2"
"弟董来率领一万多人","0","2","2"
"董来率领一万多人在","0","2","2"
"来率领一万多人在城","0","2","2"
"率领一万多人在城南","0","2","2"
"千多家迁到黄河以北","0","2","2"
"房恩安之弟房幼安为","0","2","2"
"恩安之弟房幼安为高","0","2","2"
"安之弟房幼安为高密","0","2","2"
"之弟房幼安为高密太","0","2","2"
"弟房幼安为高密太守","0","2","2"
"以安抚他们初来归附","0","2","2"
"安抚他们初来归附之","0","2","2"
"抚他们初来归附之心","0","2","2"
"高祖最终革除这个错","0","2","2"
"祖最终革除这个错误","0","2","2"
"说明日月辰宿交会相","0","2","2"
"日月辰宿交会相生为","0","2","2"
"月辰宿交会相生为表","0","2","2"
"辰宿交会相生为表里","0","2","2"
"当时人无不为他叹惜","0","2","2"
"总是不能不想归葬双","0","2","2"
"是不能不想归葬双亲","0","2","2"
"不能不想归葬双亲的","0","2","2"
"能不想归葬双亲的事","0","2","2"
"哀伤悲痛过于礼仪规","0","2","2"
"伤悲痛过于礼仪规定","0","2","2"
"年轻时以强壮勇敢闻","0","2","2"
"轻时以强壮勇敢闻名","0","2","2"
"年轻时善于射箭骑马","0","2","2"
"房崇吉的母亲和妻子","0","2","2"
"世祖的舅舅阳平王杜","0","2","2"
"祖的舅舅阳平王杜超","0","2","2"
"立即赐给绵帛五百匹","0","2","2"
"拜高允长子高忱为绥","0","2","2"
"高允长子高忱为绥远","0","2","2"
"允长子高忱为绥远将","0","2","2"
"长子高忱为绥远将军","0","2","2"
"朝中之官往往来来给","0","2","2"
"中之官往往来来给予","0","2","2"
"之官往往来来给予慰","0","2","2"
"官往往来来给予慰问","0","2","2"
"朝廷拜他为中书博士","0","2","2"
"萧衍派他的冠军将军","0","2","2"
"封他为平舒县开国伯","0","2","2"
"犒赏他宿豫城立下的","0","2","2"
"赏他宿豫城立下的战","0","2","2"
"他宿豫城立下的战功","0","2","2"
"兼尚书右仆射为行台","0","2","2"
"朝廷拜授他为中书博","0","2","2"
"廷拜授他为中书博士","0","2","2"
"任彭城王中军府长史","0","2","2"
"时常参与军队国家大","0","2","2"
"常参与军队国家大事","0","2","2"
"山攻打蠕蠕的别部头","0","2","2"
"太祖在参合陂打败慕","0","2","2"
"祖在参合陂打败慕容","0","2","2"
"在参合陂打败慕容宝","0","2","2"
"刘义隆的兖州刺史竺","0","2","2"
"义隆的兖州刺史竺灵","0","2","2"
"隆的兖州刺史竺灵秀","0","2","2"
"等人在左右纠正过失","0","2","2"
"刘义隆派遣将领到彦","0","2","2"
"义隆派遣将领到彦之","0","2","2"
"元禧憎恨于烈刚强正","0","2","2"
"禧憎恨于烈刚强正直","0","2","2"
"于是谋划把他派到外","0","2","2"
"是谋划把他派到外地","0","2","2"
"谋划把他派到外地去","0","2","2"
"划把他派到外地去做","0","2","2"
"把他派到外地去做官","0","2","2"
"后来任命他为代王左","0","2","2"
"来任命他为代王左长","0","2","2"
"任命他为代王左长史","0","2","2"
"慕容垂任命玄伯为吏","0","2","2"
"容垂任命玄伯为吏部","0","2","2"
"垂任命玄伯为吏部郎","0","2","2"
"安抚慰问新归附的人","0","2","2"
"等人率领军队讨伐他","0","2","2"
"安城王叔孙俊的旧例","0","2","2"
"当时人没有谁比得上","0","2","2"
"时因擅长骑马射箭任","0","2","2"
"与雍州刺史刘邈讨伐","0","2","2"
"年轻时有父亲的风采","0","2","2"
"世祖连接断绝的世序","0","2","2"
"大将军高肇征伐蜀地","0","2","2"
"元叉和他的弟弟元爪","0","2","2"
"喜好法典则国家定会","0","2","2"
