"N-gram","魏书","魏书翻译","Total"
"益宁四州诸军事","1","1","2"
"河西王沮渠蒙逊","1","1","2"
"西域羌戎诸军事","1","1","2"
"将军古弼大破诸","1","1","2"
"军古弼大破诸氐","1","1","2"
"中书侍郎胡方回","1","1","2"
"书侍郎胡方回等","1","1","2"
"侍郎胡方回等改","1","1","2"
"郎胡方回等改定","1","1","2"
"胡方回等改定律","1","1","2"
"方回等改定律制","1","1","2"
"张掖王沮渠万年","1","1","2"
"刘椒房生南安惠","1","1","2"
"椒房生南安惠王","1","1","2"
"尉椒房生乐陵康","1","1","2"
"椒房生乐陵康王","1","1","2"
"累迁怀朔镇大将","2","0","2"
"都督三道诸军事","1","1","2"
"恆州刺史穆泰谋","2","0","2"
"州刺史穆泰谋反","2","0","2"
"托青州人高僧寿","1","1","2"
"时吏部尚书樊子","1","1","2"
"吏部尚书樊子鹄","1","1","2"
"说勃海人李归伯","1","1","2"
"御史中尉元纂所","1","1","2"
"史中尉元纂所纠","1","1","2"
"州主簿吕苟兒主","2","0","2"
"徐州安东府长史","1","1","2"
"殿中尚书胡莫寒","1","1","2"
"时中散大夫高居","1","1","2"
"累迁事黄门侍郎","2","0","2"
"故中书监高闾广","1","1","2"
"故太乐令公孙崇","1","1","2"
"黄门侍郎臣孙惠","1","1","2"
"门侍郎臣孙惠蔚","1","1","2"
"故广平殇王洛侯","1","1","2"
"二州缘淮诸军事","1","1","2"
"督北讨诸军事讨","2","0","2"
"都督梁益荆三州","1","1","2"
"督梁益荆三州诸","1","1","2"
"梁益荆三州诸军","1","1","2"
"益荆三州诸军事","1","1","2"
"昭业雍州刺史曹","2","0","2"
"业雍州刺史曹虎","2","0","2"
"命黄门侍郎崔光","1","1","2"
"书侍御史李焕先","1","1","2"
"遣太尉陈显达入","2","0","2"
"太尉陈显达入寇","2","0","2"
"遣辅国将军成兴","1","1","2"
"刺史司马明素率","1","1","2"
"徐州长史潘伯邻","1","1","2"
"济阴太守王厚强","1","1","2"
"前门下录事姚敬","1","1","2"
"门下录事姚敬贤","1","1","2"
"大鸿胪监护丧事","2","0","2"
"时三公曹令史朱","1","1","2"
"三公曹令史朱晖","1","1","2"
"门下通事令史王","1","1","2"
"下通事令史王才","1","1","2"
"通事令史王才达","1","1","2"
"遣黄门侍郎山伟","1","1","2"
"黄门侍郎山伟巡","1","1","2"
"都督瀛冀二州诸","1","1","2"
"督瀛冀二州诸军","1","1","2"
"瀛冀二州诸军事","1","1","2"
"萧衍湘州刺史杨","1","1","2"
"湘州刺史杨公率","2","0","2"
"州刺史杨公率众","2","0","2"
"左军将军骞小眼","1","1","2"
"下蔡戍主王虎等","1","1","2"
"冠军将军曹天宝","1","1","2"
"都督梁益宁三州","1","1","2"
"督梁益宁三州诸","1","1","2"
"梁益宁三州诸军","1","1","2"
"益宁三州诸军事","1","1","2"
"都督征义阳诸军","1","1","2"
"督征义阳诸军事","1","1","2"
"司州刺史蔡道恭","1","1","2"
"平西将军曹景宗","1","1","2"
"后将军王僧炳等","1","1","2"
"遣冠军将军元逞","1","1","2"
"扬烈将军曹文敬","1","1","2"
"烈将军曹文敬进","1","1","2"
"统军傅永等三军","1","1","2"
"斩首二千三百级","1","1","2"
"羽林监军邓终年","1","1","2"
"鸿胪少卿睦延吉","1","1","2"
"中书舍人王云指","1","1","2"
"尚书右仆射柳惔","2","0","2"
"等大将五人沿淮","1","1","2"
"时郢州治中督荣","1","1","2"
"郢州治中督荣祖","1","1","2"
"宁朔将军张道凝","1","1","2"
"朔将军张道凝等","1","1","2"
"虎贲中郎曹苦生","1","1","2"
"云骑将军马广率","1","1","2"
"骠骑将军徐超秀","1","1","2"
"骑将军徐超秀援","1","1","2"
"太子左卫率李元","1","1","2"
"子左卫率李元履","1","1","2"
"魏郡太守李孝怡","1","1","2"
"郡太守李孝怡率","1","1","2"
"遣尚书左丞卢同","1","1","2"
"都督冀定瀛相幽","1","1","2"
"督冀定瀛相幽五","1","1","2"
"冀定瀛相幽五州","1","1","2"
"定瀛相幽五州诸","1","1","2"
"瀛相幽五州诸军","1","1","2"
"相幽五州诸军事","1","1","2"
"追赠车骑大将军","1","1","2"
"追封都昌县开国","1","1","2"
"封都昌县开国伯","1","1","2"
"刺史元法僧城南","2","0","2"
"史元法僧城南叛","2","0","2"
"遣豫章王综镇徐","2","0","2"
"豫章王综镇徐州","2","0","2"
"都督青胶光齐南","1","1","2"
"督青胶光齐南青","1","1","2"
"青胶光齐南青五","1","1","2"
"胶光齐南青五州","1","1","2"
"光齐南青五州诸","1","1","2"
"齐南青五州诸军","1","1","2"
"南青五州诸军事","1","1","2"
"都督豫荆郢三州","1","1","2"
"中书舍人王云宣","1","1","2"
"追赠征北大将军","1","1","2"
"胡国珍封安定公","1","1","2"
"幽州安西府功曹","1","1","2"
"州安西府功曹参","1","1","2"
"安西府功曹参军","1","1","2"
"右慰劳十二州大","1","1","2"
"慰劳十二州大使","1","1","2"
"三荆二郢大行台","1","1","2"
"冀州镇东府长史","1","1","2"
"金墉中书外省考","1","1","2"
"舅护军将军高显","1","1","2"
"四门博士裴道广","1","1","2"
"年受敕撰门下诏","1","1","2"
"受敕撰门下诏书","1","1","2"
"光禄大夫高聪徙","1","1","2"
"延明受诏议定服","1","1","2"
"明受诏议定服章","1","1","2"
"遣尚书左丞元孚","2","0","2"
"尚书左丞元孚奉","1","1","2"
"书左丞元孚奉诏","1","1","2"
"录事参军裴智成","1","1","2"
"景命统军梁仲礼","1","1","2"
"命统军梁仲礼率","1","1","2"
"将御夷镇军主孙","1","1","2"
"御夷镇军主孙念","1","1","2"
"删正晋司空张华","1","1","2"
"时秘书监游雅素","1","1","2"
"秘书监游雅素闻","1","1","2"
"皇魏东宫内侍长","1","1","2"
"封枣强县开国男","1","1","2"
"特除员外散骑侍","1","1","2"
"河南尹丞张普惠","1","1","2"
"国子助教韩神固","1","1","2"
"荡寇将军张龙祥","1","1","2"
"寇将军张龙祥等","1","1","2"
"将军张龙祥等九","1","1","2"
"军张龙祥等九家","1","1","2"
"除通直散骑侍郎","2","0","2"
"直散骑常侍李业","1","1","2"
"散骑常侍李业兴","1","1","2"
"散骑常侍朱异问","1","1","2"
"尚书中候运行篇","1","1","2"
"中外府谘议参军","1","1","2"
"平北将军蔡道恭","1","1","2"
"四门小学博士孔","1","1","2"
"等学官四十五人","1","1","2"
"周文王小心翼翼","1","1","2"
"故中书博士范阳","1","1","2"
"都督司豫荆郢洛","1","1","2"
"事黄门侍郎李伯","1","1","2"
"黄门侍郎李伯尚","1","1","2"
"金紫光禄大夫张","1","1","2"
"紫光禄大夫张安","1","1","2"
"光禄大夫张安期","1","1","2"
"都督青徐兗扬豫","1","1","2"
"督青徐兗扬豫五","1","1","2"
"青徐兗扬豫五州","1","1","2"
"徐兗扬豫五州诸","1","1","2"
"兗扬豫五州诸军","1","1","2"
"扬豫五州诸军事","1","1","2"
"叔安丰王延明责","1","1","2"
"遣侍御史假节监","1","1","2"
"御史中尉李彪将","1","1","2"
"御史中尉李平所","1","1","2"
"史中尉李平所弹","1","1","2"
"遣游击将军王靖","1","1","2"
"都督青齐光南青","1","1","2"
"督青齐光南青四","1","1","2"
"青齐光南青四州","1","1","2"
"齐光南青四州诸","1","1","2"
"光南青四州诸军","1","1","2"
"南青四州诸军事","1","1","2"
"淫员外郎冯俊兴","1","1","2"
"都督华豳东秦诸","1","1","2"
"督华豳东秦诸军","1","1","2"
"华豳东秦诸军事","1","1","2"
"相州行台甄密先","1","1","2"
"令黄门侍郎崔光","1","1","2"
"遣中书舍人张儒","1","1","2"
"增邑一千五百户","2","0","2"
"史裴叔业寿春内","2","0","2"
"裴叔业寿春内属","2","0","2"
"事黄门侍郎郑道","1","1","2"
"黄门侍郎郑道昭","1","1","2"
"世宗临东堂引见","2","0","2"
"初令侍中元晖奏","1","1","2"
"奏太常卿刘芳议","1","1","2"
"清河文献王所赏","1","1","2"
"缊纥提子曷多汗","2","0","2"
"吴颉等十五人归","1","1","2"
"仑遣骑救素古延","2","0","2"
"大等谋杀社仑立","2","0","2"
"等谋杀社仑立大","2","0","2"
"世祖闻东部高车","2","0","2"
"遣左仆射安原等","2","0","2"
"左仆射安原等讨","2","0","2"
"高车诸部望军降","2","0","2"
"车诸部望军降者","2","0","2"
"诸部望军降者数","2","0","2"
"部望军降者数十","2","0","2"
"望军降者数十万","2","0","2"
"兄秃鹿傀左右数","2","0","2"
"秃鹿傀左右数百","2","0","2"
"鹿傀左右数百人","2","0","2"
"傀左右数百人朝","2","0","2"
"河东公贺多罗督","1","1","2"
"高车王弥俄突所","1","1","2"
"车王弥俄突所杀","1","1","2"
"号豆罗伏跋豆伐","1","1","2"
"中书舍人徐纥宣","1","1","2"
"中书舍人曹道宣","1","1","2"
"瑰细明光人马铠","1","1","2"
"细明光人马铠二","1","1","2"
"露丝银缠槊二张","1","1","2"
"蠕蠕后主俟匿伐","1","1","2"
"录尚书事高阳王","1","1","2"
"尚书左仆射元钦","1","1","2"
"侍中安丰王延明","2","0","2"
"吏部尚书元修义","1","1","2"
"事黄门侍郎元纂","1","1","2"
"事黄门侍郎张烈","1","1","2"
"公私驿马牛羊数","1","1","2"
"私驿马牛羊数十","1","1","2"
"驿马牛羊数十万","1","1","2"
"号敕连头兵豆伐","1","1","2"
"宗正元寿送公主","1","1","2"
"马牛羊二十余万","2","0","2"
"西北绝漠千余里","2","0","2"
"诏员外散骑侍郎","2","0","2"
"姨弟泾州刺史卢","1","1","2"
"弟泾州刺史卢道","1","1","2"
"泾州刺史卢道裕","1","1","2"
"司空司马辛元植","1","1","2"
"太祖独孤贺兰部","2","0","2"
"时太祖留心黄老","1","1","2"
"晋怀帝刘聪所执","2","0","2"
"齐州城人赵洛周","2","0","2"
"逐刺史丹阳王萧","1","1","2"
"刺史丹阳王萧赞","1","1","2"
"济南太守房士达","1","1","2"
"中尉臣郦道元举","1","1","2"
"尉臣郦道元举奏","1","1","2"
"尚书郎中裴献伯","1","1","2"
"尚书郎中王元旭","1","1","2"
"谨案尚书郎中臣","1","1","2"
"案尚书郎中臣裴","1","1","2"
"尚书郎中臣裴献","1","1","2"
"书郎中臣裴献伯","1","1","2"
"时青州刺史元世","1","1","2"
"青州刺史元世俊","1","1","2"
"天穆齐献武王讨","2","0","2"
"前怀州刺史青龙","1","1","2"
"前秦州刺史吕受","1","1","2"
"秦州刺史吕受恩","1","1","2"
"州刺史吕受恩等","1","1","2"
"非太祖子孙异姓","2","0","2"
"太祖子孙异姓王","2","0","2"
"左右扶保宗上马","1","1","2"
"御史中尉李彪争","1","1","2"
"刺史元六头荒淫","1","1","2"
"都督冀相沧瀛殷","1","1","2"
"督冀相沧瀛殷定","1","1","2"
"冀相沧瀛殷定六","1","1","2"
"相沧瀛殷定六州","1","1","2"
"沧瀛殷定六州诸","1","1","2"
"瀛殷定六州诸军","1","1","2"
"殷定六州诸军事","1","1","2"
"云朔十州诸军事","1","1","2"
"都督青徐光三州","1","1","2"
"督青徐光三州诸","1","1","2"
"青徐光三州诸军","1","1","2"
"徐光三州诸军事","1","1","2"
"景进等招引念生","1","1","2"
"进等招引念生攻","1","1","2"
"遣统军六景相驰","1","1","2"
"都督冀定相瀛沧","1","1","2"
"督冀定相瀛沧五","1","1","2"
"冀定相瀛沧五州","1","1","2"
"定相瀛沧五州诸","1","1","2"
"相瀛沧五州诸军","1","1","2"
"瀛沧五州诸军事","1","1","2"
"汾州后军府长史","1","1","2"
"使乞师常山王遵","2","0","2"
"冀二州平北府长","1","1","2"
"二州平北府长史","1","1","2"
"慕容白曜平三齐","2","0","2"
"尚书仆射萧宝夤","1","1","2"
"高阳太守崔玄伯","1","1","2"
"冀州刺史长孙道","1","1","2"
"州刺史长孙道生","1","1","2"
"刺史长孙道生等","1","1","2"
"平南大将军长孙","1","1","2"
"南大将军长孙嵩","1","1","2"
"时益州刺史傅竖","1","1","2"
"随寿光侯叔孙建","1","1","2"
"骠骑府外兵参军","1","1","2"
"雍州刺史杨佺期","1","1","2"
"丞相卫王府左长","1","1","2"
"相卫王府左长史","1","1","2"
"党王长孙道生率","1","1","2"
"马德宗将刘裕伐","2","0","2"
"德宗将刘裕伐姚","2","0","2"
"宗将刘裕伐姚泓","2","0","2"
"世祖沿弱水西行","1","1","2"
"南籓诸将表刘义","2","0","2"
"籓诸将表刘义隆","2","0","2"
"遣阳平王杜超镇","1","1","2"
"琅邪王司马楚等","2","0","2"
"弘农王奚斤等三","1","1","2"
"农王奚斤等三十","1","1","2"
"散骑侍郎张伟参","1","1","2"
"行台中外诸军事","1","1","2"
"著作令史太原闵","1","1","2"
"作令史太原闵湛","1","1","2"
"真君十一年六月","1","1","2"
"显祖将传位京兆","2","0","2"
"祖将传位京兆王","2","0","2"
"将传位京兆王子","2","0","2"
"传位京兆王子推","2","0","2"
"贺持节奉皇帝玺","2","0","2"
"持节奉皇帝玺绶","2","0","2"
"怀朔镇将元尼须","1","1","2"
"时武兴氐王杨绍","1","1","2"
"武兴氐王杨绍先","1","1","2"
"都督平氐诸军事","1","1","2"
"尚书北主客郎中","1","1","2"
"正平都督长孙稚","1","1","2"
"平都督长孙稚合","1","1","2"
"州刺史元愿达城","2","0","2"
"将夏侯夔率众数","1","1","2"
"夏侯夔率众数万","1","1","2"
"军主胡智达等八","1","1","2"
"监军阎次洪入寇","1","1","2"
"子恭所部都督史","1","1","2"
"恭所部都督史仵","1","1","2"
"所部都督史仵龙","1","1","2"
"散骑常侍王洛兒","1","1","2"
"一依安城王叔孙","2","0","2"
"舅阳平王杜超女","2","0","2"
"世祖讨山胡白龙","2","0","2"
"御史中尉王显所","2","0","2"
"史中尉王显所弹","2","0","2"
"司马德宗平西将","2","0","2"
"马德宗平西将军","2","0","2"
"征虏将军姚成王","1","1","2"
"冠军将军司马国","1","1","2"
"陈郡袁式等数百","2","0","2"
"郡袁式等数百人","2","0","2"
"追赠征西大将军","1","1","2"
"参军杨承祖所杀","1","1","2"
"阳公皮豹子等督","1","1","2"
"等督关中诸军散","2","0","2"
"督关中诸军散关","2","0","2"
"关中诸军散关西","2","0","2"
"中诸军散关西入","2","0","2"
"济阴公卢中山等","1","1","2"
"时镇北将军封沓","1","1","2"
"镇北将军封沓亡","2","0","2"
"北将军封沓亡入","2","0","2"
"将军封沓亡入蠕","2","0","2"
"军封沓亡入蠕蠕","2","0","2"
"都督秦雍诸军事","1","1","2"
"奔姚兴豫州牧姚","1","1","2"
"姚兴豫州牧姚绍","1","1","2"
"刘义符青州刺史","1","1","2"
"义符遣将檀道济","2","0","2"
"建兴公古弼等十","1","1","2"
"兴公古弼等十余","1","1","2"
"富平西南三十里","1","1","2"
"计长二百七十步","1","1","2"
"遣中兵校郎杨定","1","1","2"
"中兵校郎杨定归","1","1","2"
"兵校郎杨定归白","1","1","2"
"校郎杨定归白顺","1","1","2"
"右卫将军胡龙牙","1","1","2"
"都督定冀相殷四","1","1","2"
"督定冀相殷四州","1","1","2"
"定冀相殷四州诸","1","1","2"
"冀相殷四州诸军","1","1","2"
"献武王大行台郎","1","1","2"
"武王大行台郎中","1","1","2"
"大将军府法曹参","1","1","2"
"将军府法曹参军","1","1","2"
"都督殷沧二州诸","1","1","2"
"督殷沧二州诸军","1","1","2"
"殷沧二州诸军事","1","1","2"
"时逆贼杜洛周侵","1","1","2"
"献武王大丞相谘","1","1","2"
"武王大丞相谘议","1","1","2"
"王大丞相谘议参","1","1","2"
"大丞相谘议参军","1","1","2"
"济州辅国府长史","1","1","2"
"州刺史桓叔兴驱","1","1","2"
"兗州平东府长史","2","0","2"
"中书舍人卢景宣","1","1","2"
"孝元皇后生献文","1","1","2"
"元皇后生献文皇","1","1","2"
"沮渠夫人生齐郡","1","1","2"
"渠夫人生齐郡顺","1","1","2"
"夫人生齐郡顺王","1","1","2"
"乙夫人生河间孝","1","1","2"
"夫人生河间孝王","1","1","2"
"内行长乙肆虎谋","1","1","2"
"北道行台尚书令","1","1","2"
"衍遣豫章王综镇","2","0","2"
"置王官二十二人","1","1","2"
"员外通直散骑常","1","1","2"
"外通直散骑常侍","1","1","2"
"徐州刺史沈陵见","1","1","2"
"御史中尉元匡所","1","1","2"
"史中尉元匡所弹","1","1","2"
"牧犍兄子祖逾城","2","0","2"
"犍兄子祖逾城降","2","0","2"
"牧犍兄子万年率","2","0","2"
"犍兄子万年率麾","2","0","2"
"兄子万年率麾下","2","0","2"
"子万年率麾下降","2","0","2"
"凉州民三万余家","2","0","2"
"州民三万余家京","2","0","2"
"民三万余家京师","2","0","2"
"妹曼头陀林私通","1","1","2"
"北部都督刘宣等","1","1","2"
"州刺史司马腾乞","2","0","2"
"刺史司马腾乞师","2","0","2"
"都水使者襄陵王","1","1","2"
"水使者襄陵王摅","1","1","2"
"将作大匠望都公","1","1","2"
"作大匠望都公靳","1","1","2"
"大匠望都公靳陵","1","1","2"
"光禄大夫庾珉等","1","1","2"
"右光禄大夫程遐","1","1","2"
"遣司虞中郎将贾","1","1","2"
"司虞中郎将贾霸","1","1","2"
"虞中郎将贾霸率","1","1","2"
"王公文武将吏数","1","1","2"
"公文武将吏数千","1","1","2"
"坚遣使牛恬朝贡","2","0","2"
"右将军杨安攻克","1","1","2"
"谒者仆射张济使","2","0","2"
"义阳公平率众四","2","0","2"
"阳公平率众四万","2","0","2"
"公平率众四万侵","2","0","2"
"率精骑二百窥军","2","0","2"
"截汾曲南北浮桥","2","0","2"
"扬武将军雷重等","1","1","2"
"武将军雷重等将","1","1","2"
"将军雷重等将士","1","1","2"
"散骑常侍东武侯","1","1","2"
"骑常侍东武侯姚","1","1","2"
"常侍东武侯姚敞","1","1","2"
"侍中太原公薛提","1","1","2"
"中太原公薛提等","1","1","2"
"北部主书郎公孙","1","1","2"
"部主书郎公孙处","1","1","2"
"主书郎公孙处显","1","1","2"
"扬州安南府长史","1","1","2"
"使中常侍贾粲假","1","1","2"
"信任尚书仆射王","1","1","2"
"任尚书仆射王国","1","1","2"
"说荆州刺史殷仲","1","1","2"
"德宗兗州刺史王","2","0","2"
"宗兗州刺史王恭","2","0","2"
"豫州刺史庾楷共","1","1","2"
"州刺史殷仲堪等","1","1","2"
"刺史殷仲堪等率","1","1","2"
"史殷仲堪等率军","1","1","2"
"征虏将军司马元","1","1","2"
"虏将军司马元显","1","1","2"
"将军司马元显一","1","1","2"
"军司马元显一军","1","1","2"
"玄都督荆州四郡","1","1","2"
"仲堪遣龙骧将军","2","0","2"
"振威将军刘山民","1","1","2"
"威将军刘山民等","1","1","2"
"光禄大夫武陵王","1","1","2"
"禄大夫武陵王司","1","1","2"
"大夫武陵王司马","1","1","2"
"夫武陵王司马遵","1","1","2"
"武陵王司马遵授","1","1","2"
"右卫将军皇甫敷","1","1","2"
"西中郎将桓石康","1","1","2"
"益州督护冯迁抽","1","1","2"
"平二州东夷诸军","1","1","2"
"二州东夷诸军事","1","1","2"
"昌王健督诸军救","2","0","2"
"文通遣尚书高颙","2","0","2"
"员外散骑侍郎李","1","1","2"
"外散骑侍郎李敖","1","1","2"
"辽东南一千余里","1","1","2"
"称文通俱奉王化","2","0","2"
"假散骑常侍程骏","1","1","2"
"谒者仆射李安上","1","1","2"
"策赠车骑大将军","2","0","2"
"灵太后举哀东堂","2","0","2"
"遣乙力支奉使大","1","1","2"
"王俭卫军府户曹","1","1","2"
"俭卫军府户曹属","1","1","2"
"武卫将军宇文福","1","1","2"
"梓潼二郡太守刘","1","1","2"
"潼二郡太守刘山","1","1","2"
"二郡太守刘山阳","1","1","2"
"岘戍主党法宗袭","2","0","2"
"擒龙骧将军邾菩","2","0","2"
"宁朔将军吴道爽","1","1","2"
"朔将军吴道爽等","1","1","2"
"徐州长史潘伯怜","1","1","2"
"州长史潘伯怜屯","1","1","2"
"长史潘伯怜屯军","1","1","2"
"史潘伯怜屯军淮","1","1","2"
"潘伯怜屯军淮陵","1","1","2"
"衍将姜庆真袭陷","2","0","2"
"将姜庆真袭陷寿","2","0","2"
"姜庆真袭陷寿春","2","0","2"
"庆真袭陷寿春外","2","0","2"
"真袭陷寿春外郭","2","0","2"
"男赵景悦等十将","2","0","2"
"元英破衍将王僧","2","0","2"
"英破衍将王僧炳","2","0","2"
"破衍将王僧炳樊","2","0","2"
"衍将王僧炳樊城","2","0","2"
"军蔡灵恩等十余","2","0","2"
"蔡灵恩等十余将","2","0","2"
"衍霍州刺史田道","2","0","2"
"义州刺史张宗遣","2","0","2"
"州刺史张宗遣使","2","0","2"
"刺史张宗遣使内","2","0","2"
"史张宗遣使内附","2","0","2"
"衍梁秦二州行事","2","0","2"
"梁秦二州行事夏","2","0","2"
"行事夏侯道迁汉","2","0","2"
"夏侯道迁汉中内","2","0","2"
"侯道迁汉中内附","2","0","2"
"将军范始男送京","2","0","2"
"军范始男送京师","2","0","2"
"国将军冯文豪等","1","1","2"
"斩秦梁二州刺史","2","0","2"
"秦梁二州刺史鲁","2","0","2"
"俘虏二千五百人","1","1","2"
"扬州刺史元嵩击","2","0","2"
"州刺史元嵩击破","2","0","2"
"州刺史王茂先寇","2","0","2"
"刺史王茂先寇荆","2","0","2"
"史王茂先寇荆州","2","0","2"
"斩辅国将军王花","2","0","2"
"衍徐州刺史王伯","2","0","2"
"州刺史王伯敖入","1","1","2"
"刺史王伯敖入寇","1","1","2"
"史王伯敖入寇阴","1","1","2"
"王伯敖入寇阴陵","1","1","2"
"骧将军矫道仪屯","1","1","2"
"斩大将蓝怀恭等","2","0","2"
"大将蓝怀恭等三","1","1","2"
"将蓝怀恭等三十","1","1","2"
"蓝怀恭等三十余","1","1","2"
"怀恭等三十余人","1","1","2"
"徐州刺史昌义等","2","0","2"
"马头戍主朱思远","1","1","2"
"头戍主朱思远弃","1","1","2"
"衍遣将齐苟仁等","2","0","2"
"遣将齐苟仁等四","2","0","2"
"将齐苟仁等四将","2","0","2"
"齐苟仁等四将助","2","0","2"
"宁朔将军张凝等","1","1","2"
"衍将马仙琕金山","2","0","2"
"郢州刺史娄悦击","2","0","2"
"州刺史娄悦击走","2","0","2"
"县开国伯徐元秀","1","1","2"
"开国伯徐元秀等","1","1","2"
"国伯徐元秀等二","1","1","2"
"伯徐元秀等二十","1","1","2"
"徐元秀等二十六","1","1","2"
"李元履弃黄岘遁","2","0","2"
"元履弃黄岘遁走","2","0","2"
"衍琅邪郡民王万","2","0","2"
"琅邪郡民王万寿","2","0","2"
"邪郡民王万寿等","2","0","2"
"琅邪东莞二郡太","2","0","2"
"邪东莞二郡太守","2","0","2"
"山戍主刘晣将士","2","0","2"
"戍主刘晣将士四","2","0","2"
"主刘晣将士四十","2","0","2"
"刘晣将士四十余","2","0","2"
"晣将士四十余人","2","0","2"
"徐州刺史卢昶遣","2","0","2"
"遣郯城戍副张天","2","0","2"
"郯城戍副张天惠","2","0","2"
"城戍副张天惠率","2","0","2"
"衍郁洲遣二军拒","2","0","2"
"郁洲遣二军拒天","2","0","2"
"洲遣二军拒天惠","2","0","2"
"天惠万寿等内外","2","0","2"
"惠万寿等内外齐","2","0","2"
"万寿等内外齐击","2","0","2"
"遣琅邪戍主傅文","2","0","2"
"戍主傅文骥入城","1","1","2"
"斩送衍镇北将军","2","0","2"
"州刺史桓叔兴大","2","0","2"
"刺史桓叔兴大破","2","0","2"
"虎旅将军蔡令孙","1","1","2"
"刺史任太洪率众","2","0","2"
"史任太洪率众寇","2","0","2"
"任太洪率众寇关","2","0","2"
"太洪率众寇关城","2","0","2"
"州长史成兴孙击","2","0","2"
"长史成兴孙击破","2","0","2"
"农太守王定世等","1","1","2"
"州刺史赵祖悦率","1","1","2"
"衡州刺史张齐寇","2","0","2"
"州刺史张齐寇益","2","0","2"
"刺史张齐寇益州","2","0","2"
"居民村落十余万","1","1","2"
"刺史长孙稚击走","2","0","2"
"太守姜平洛等入","2","0","2"
"守姜平洛等入寇","2","0","2"
"姜平洛等入寇直","2","0","2"
"平洛等入寇直城","2","0","2"
"州刺史傅竖眼遣","2","0","2"
"刺史傅竖眼遣息","2","0","2"
"史傅竖眼遣息敬","2","0","2"
"傅竖眼遣息敬绍","2","0","2"
"竖眼遣息敬绍率","2","0","2"
"眼遣息敬绍率众","2","0","2"
"等率众围小剑戍","2","0","2"
"益州刺史邴虬遣","2","0","2"
"州刺史邴虬遣子","2","0","2"
"刺史邴虬遣子子","2","0","2"
"史邴虬遣子子达","2","0","2"
"台魏子建遣将淳","2","0","2"
"魏子建遣将淳诞","2","0","2"
"子建遣将淳诞拒","2","0","2"
"建遣将淳诞拒击","2","0","2"
"湛僧珍等寇寿春","2","0","2"
"诏都督魏承祖讨","2","0","2"
"衍遣将曹义宗寇","2","0","2"
"遣将曹义宗寇荆","2","0","2"
"将曹义宗寇荆州","2","0","2"
"州刺史严始欣州","2","0","2"
"都督元景夏率益","1","1","2"
"督元景夏率益梁","1","1","2"
"元景夏率益梁二","1","1","2"
"景夏率益梁二州","1","1","2"
"州刺史茹怀朗遣","2","0","2"
"将何宝率步骑三","2","0","2"
"何宝率步骑三千","2","0","2"
"宝率步骑三千击","2","0","2"
"鄴王元树谯州刺","2","0","2"
"王元树谯州刺史","2","0","2"
"元树谯州刺史朱","2","0","2"
"树谯州刺史朱文","2","0","2"
"东南道行台樊子","1","1","2"
"南道行台樊子鹄","1","1","2"
"道行台樊子鹄率","1","1","2"
"雄信将军纪耕率","1","1","2"
"信将军纪耕率众","1","1","2"
"将军纪耕率众入","1","1","2"
"军纪耕率众入寇","1","1","2"
"衍司州刺史陈庆","2","0","2"
"郢州刺史田朴特","1","1","2"
"州刺史田朴特等","1","1","2"
"仁州刺史黄道始","1","1","2"
"将柳仲礼寇荆州","2","0","2"
"北平太守苟元旷","1","1","2"
"南青州刺史陆景","1","1","2"
"青州刺史陆景元","1","1","2"
"通直常侍刘孝仪","1","1","2"
"散骑常侍沈山卿","1","1","2"
"通直常侍陆缅朝","1","1","2"
"直常侍陆缅朝贡","1","1","2"
"州刺史胡贵孙等","1","1","2"
"衍弟子临贺王正","2","0","2"
"弟子临贺王正德","2","0","2"
"书仆射王国宝轻","1","1","2"
"仆射王国宝轻薄","1","1","2"
"召豫州刺史司马","1","1","2"
"彭城内史刘裕杀","1","1","2"
"凉州诸军讨吐谷","2","0","2"
"州诸军讨吐谷浑","2","0","2"
"诸军讨吐谷浑慕","2","0","2"
"军讨吐谷浑慕利","2","0","2"
"舍人陈建孙迎接","1","1","2"
"中书侍郎邢子才","1","1","2"
"王公第一品娶八","1","1","2"
"牛羊三万六千头","1","1","2"
"令左卫将军杨津","1","1","2"
"左卫将军杨津代","1","1","2"
"时中山太守赵叔","1","1","2"
"中山太守赵叔隆","1","1","2"
"尚书郎中宋游道","1","1","2"
"中常侍宗爱矫皇","2","0","2"
"柔玄镇都将李兜","1","1","2"
"强弓大箭望楼射","1","1","2"
"弓大箭望楼射窗","1","1","2"
"封安武县开国男","1","1","2"
"难娶左卫将军侯","1","1","2"
"娶左卫将军侯刚","1","1","2"
"左卫将军侯刚女","1","1","2"
"裴叔业寿春内附","2","0","2"
"州刺史王茂先率","1","1","2"
"宛州刺史雷豹狼","1","1","2"
"衍辅国将军王花","1","1","2"
"龙骧将军申天化","1","1","2"
"萧衍遣将康绚浮","2","0","2"
"衍遣将康绚浮山","2","0","2"
"本将军荆州刺史","2","0","2"
"萧衍遣左游击将","2","0","2"
"衍遣左游击将军","2","0","2"
"遣左游击将军赵","2","0","2"
"击将军赵祖悦率","1","1","2"
"莫折念生兄天生","1","1","2"
"泾州西北七十里","1","1","2"
"抚军府中兵参军","1","1","2"
"萧赜遣散骑常侍","2","0","2"
"散骑常侍裴昭明","1","1","2"
"散骑侍郎谢竣等","1","1","2"
"郢州龙骧府长史","1","1","2"
"西道六州营田大","1","1","2"
"道六州营田大使","1","1","2"
