"N-gram","宋史原文","宋史翻译","Total"
"为忠武军节度","5","5","10"
"步军副都军头","5","5","10"
"经略安抚招讨","6","4","10"
"进龙图阁直学","10","0","10"
"三司盐铁判官","5","5","10"
"兼权中书舍人","6","4","10"
"制置司参议官","5","5","10"
"四川制置副使","5","5","10"
"州刺史檀道济","5","5","10"
"车驾亲祠南郊","10","0","10"
"江夏王义恭为","6","4","10"
"州刺史赵伯符","5","5","10"
"年春正月辛亥","10","0","10"
"冀州刺史崔道","5","5","10"
"州刺史崔道固","5","5","10"
"司徒建安王休","6","4","10"
"徒建安王休仁","6","4","10"
"年春正月癸亥","10","0","10"
"元年春正月甲","9","1","10"
"大明七年正月","5","5","10"
"三十四万四千","5","5","10"
"十四万四千二","5","5","10"
"四万四千二百","5","5","10"
"万四千二百六","5","5","10"
"二百六十一分","5","5","10"
"十四年十二月","5","5","10"
"博士司马兴之","6","4","10"
"安帝义熙九年","5","5","10"
"孝建三年五月","5","5","10"
"江夏王义恭以","10","0","10"
"泰始二年六月","5","5","10"
"二十五年四月","5","5","10"
"武帝永初二年","5","5","10"
"大明六年八月","5","5","10"
"三百六十五度","5","5","10"
"泰始二年七月","5","5","10"
"嘉二十五年五","5","5","10"
"二十五年五月","5","5","10"
"嘉二十五年八","5","5","10"
"二十五年八月","5","5","10"
"孝武帝孝建二","5","5","10"
"武帝孝建二年","5","5","10"
"始兴王浚以闻","10","0","10"
"嘉二十四年二","5","5","10"
"军节度使李继","5","5","10"
"院使兼枢密副","5","5","10"
"使兼枢密副使","5","5","10"
"为建宁军节度","4","6","10"
"永兴军节度使","5","5","10"
"镇南军节度使","5","5","10"
"部侍郎兼太子","5","5","10"
"尚书屯田员外","5","5","10"
"书屯田员外郎","5","5","10"
"集庆军节度使","5","5","10"
"并同中书门下","9","1","10"
"武安军节度使","5","5","10"
"保大军节度使","5","5","10"
"为庆远军节度","3","7","10"
"右金吾卫上将","5","5","10"
"检正诸房公事","5","5","10"
"为龙图阁待制","2","8","10"
"江东安抚大使","5","5","10"
"两浙转运副使","5","5","10"
"都督府参议军","5","5","10"
"督府参议军事","5","5","10"
"管侍卫马军司","5","5","10"
"府路转运判官","5","5","10"
"都督府参赞军","5","5","10"
"督府参赞军事","5","5","10"
"制置使董居谊","5","5","10"
"为华文阁待制","2","8","10"
"华文阁直学士","5","5","10"
"郎兼中书舍人","5","5","10"
"行营前军都部","5","5","10"
"营前军都部署","5","5","10"
"为开封府判官","7","3","10"
"兼实录院检讨","5","5","10"
"书舍人兼侍讲","5","5","10"
"十二月十二日","1","9","10"
"未成年而死者","0","10","10"
"采纳他的意见","0","10","10"
"任命左卫将军","0","10","10"
"江水涌入石头","0","10","10"
"水涌入石头城","0","10","10"
"太平兴国初年","0","10","10"
"任秘书省著作","0","10","10"
"任尚书右仆射","0","10","10"
"派遣使者来进","0","10","10"
"高丽国派使者","0","10","10"
"丽国派使者来","0","10","10"
"十一月十四日","0","10","10"
"关官员上奏说","0","10","10"
"三句每句四字","0","10","10"
"星犯右执法星","0","10","10"
"龙二次出现于","0","10","10"
"他的两个儿子","0","10","10"
"祖在近郊打猎","0","10","10"
"察记录囚犯罪","0","10","10"
"十一月十七日","0","10","10"
"星侵犯太微垣","0","10","10"
"到赵元翱宫探","0","10","10"
"赵元翱宫探病","0","10","10"
"荧惑星侵犯太","0","10","10"
"惑星侵犯太微","0","10","10"
"诏令从今以后","0","10","10"
"皇太后溢号为","0","10","10"
"祭祀昊天上帝","0","10","10"
"流星白天陨落","0","10","10"
"处理关押囚犯","0","10","10"
"晋书;天文志","0","10","10"
"任殿中侍御史","0","10","10"
"阁直学士的身","0","10","10"
