"N-gram","宋史原文","宋史翻译","Total"
"总领财","20","21","41"
"领财赋","20","21","41"
"紫微垣","14","27","41"
"十六度","20","21","41"
"天雄军","21","20","41"
"学士兼","19","22","41"
"八十一","20","21","41"
"鸿庆宫","20","21","41"
"欧阳守","1","40","41"
"阳守道","1","40","41"
"兴化军","20","21","41"
"率百官","32","9","41"
"琅邪王","29","12","41"
"为著作","9","32","41"
"八年春","22","19","41"
"三分之","7","34","41"
"非所以","41","0","41"
"刘延孙","11","30","41"
"三十三","20","21","41"
"在太庙","2","39","41"
"上疏曰","41","0","41"
"为国子","16","25","41"
"宰相之","13","28","41"
"能成功","6","35","41"
"以万计","9","32","41"
"试礼部","22","19","41"
"常平仓","15","26","41"
"镇戎军","20","21","41"
"避殿减","26","15","41"
"延和殿","20","21","41"
"绍兴元","20","21","41"
"为第一","12","29","41"
"杜莘老","3","38","41"
"囚犯减","0","41","41"
"我听说","0","41","41"
"亲自率","0","41","41"
"此以后","0","41","41"
"确实是","0","41","41"
"的弊端","0","41","41"
"被处死","0","41","41"
"身边的","0","41","41"
"又没有","0","41","41"
"请求皇","0","41","41"
"逆向运","0","41","41"
"开朝廷","0","41","41"
"请求把","0","41","41"
"失去了","0","41","41"
"封他为","0","41","41"
"次上表","0","41","41"
"又命令","0","41","41"
"岁星侵","0","41","41"
"才开始","0","41","41"
"火星入","0","41","41"
"厌恶这","0","41","41"
"人民流","0","41","41"
"诏令各","0","41","41"
"变星侵","0","41","41"
"升他为","0","41","41"
"兴以来","24","16","40"
"嘉元年","20","20","40"
"陵王诞","34","6","40"
"阳王子","29","11","40"
"十四万","20","20","40"
"万八千","20","20","40"
"九月癸","34","6","40"
"高贵乡","19","21","40"
"贵乡公","19","21","40"
"安二年","20","20","40"
"穆帝永","21","19","40"
"嘉五年","17","23","40"
"郡诸军","22","18","40"
"安军节","20","20","40"
"道节度","20","20","40"
"崔彦进","20","20","40"
"监门卫","20","20","40"
"陈尧叟","26","14","40"
"监修国","20","20","40"
"上疏论","19","21","40"
"赵挺之","18","22","40"
"福州观","20","20","40"
"湖北安","18","22","40"
"督府参","20","20","40"
"宁远军","20","20","40"
"阁校勘","19","21","40"
"军器监","20","20","40"
"西提刑","22","18","40"
"留梦炎","11","29","40"
"李庭芝","14","26","40"
"神主于","32","8","40"
"孝宗即","16","24","40"
"户部郎","20","20","40"
"为三司","26","14","40"
"宁远将","19","21","40"
"八月丙","34","6","40"
"刘遵考","19","21","40"
"史武陵","21","19","40"
"年以前","19","21","40"
"四十七","20","20","40"
"九十一","20","20","40"
"三年之","31","9","40"
"以天下","27","13","40"
"帝王之","22","18","40"
"月十日","4","36","40"
"大臣忧","36","4","40"
"将军死","12","28","40"
"而朝廷","17","23","40"
"下太平","7","33","40"
"国家之","27","13","40"
"征太原","35","5","40"
"上封事","25","15","40"
"为贵妃","19","21","40"
"高遵裕","4","36","40"
"门宣赞","20","20","40"
"为副使","9","31","40"
"李弥逊","3","37","40"
"归正人","21","19","40"
"不能用","10","30","40"
"就应该","0","40","40"
"知道的","0","40","40"
"的日子","0","40","40"
"举行大","0","40","40"
"可以说","0","40","40"
"的诏书","0","40","40"
"出现的","0","40","40"
"的机会","0","40","40"
"被任为","0","40","40"
"人民的","0","40","40"
"不是我","0","40","40"
"人很多","0","40","40"
"的风气","0","40","40"
"人们的","0","40","40"
"的事务","0","40","40"
"号为忠","0","40","40"
"才知道","0","40","40"
"发生饥","0","40","40"
"丧期满","0","40","40"
"没有被","0","40","40"
"来投降","0","40","40"
"都属于","0","40","40"
"谥号文","0","40","40"
"兴地说","0","40","40"
"武官员","0","40","40"
"帝亲自","0","40","40"
"太祖派","0","40","40"
"的学问","0","40","40"
"王刘休","0","40","40"
"代的旧","0","40","40"
"往行在","0","40","40"
"军攻破","0","40","40"
"见皇帝","0","40","40"
"对人说","0","40","40"
"的奏章","0","40","40"
"西夏人","0","40","40"
"一说在","0","40","40"
"终年七","0","40","40"
"任户部","0","40","40"
"王旦说","0","40","40"
"张木式","0","40","40"
"所以不","11","28","39"
"永初元","20","19","39"
"大夫王","19","20","39"
"镇北将","19","20","39"
"三十八","19","20","39"
"穆皇后","18","21","39"
"于是改","5","34","39"
"八年正","18","21","39"
"为抚军","19","20","39"
"部贡举","19","20","39"
"邦昌为","19","20","39"
"淮东制","20","19","39"
"诏四川","24","15","39"
"陆秀夫","9","30","39"
"宗正少","19","20","39"
"正少卿","19","20","39"
"州兵马","18","21","39"
"四厢都","20","19","39"
"马都尉","19","20","39"
"贤殿修","19","20","39"
"有文集","14","25","39"
"一千五","10","29","39"
"中将军","18","21","39"
"死罪以","19","20","39"
"立皇太","15","24","39"
"五月丙","31","8","39"
"都督江","19","20","39"
"钱十万","21","18","39"
"一月二","6","33","39"
"十九万","20","19","39"
"十月二","1","38","39"
"而天下","25","14","39"
"为刑部","14","25","39"
"陕西转","19","20","39"
"王中正","8","31","39"
"为少傅","12","27","39"
"靖康元","19","20","39"
"金人围","31","8","39"
"抚处置","19","20","39"
"李好义","12","27","39"
"客星入","39","0","39"
"下即位","16","23","39"
"黄庭坚","7","32","39"
"哲宗即","7","32","39"
"被采纳","0","39","39"
"有的人","0","39","39"
"那么就","0","39","39"
"的国家","0","39","39"
"两个儿","0","39","39"
"个地方","0","39","39"
"的弊病","0","39","39"
"用他的","0","39","39"
"才能的","0","39","39"
"只不过","0","39","39"
"不喜欢","0","39","39"
"用他们","0","39","39"
"的法令","0","39","39"
"回到朝","0","39","39"
"生饥荒","0","39","39"
"回朝后","0","39","39"
"舆鬼宿","0","39","39"
"渡过长","0","39","39"
"的孙子","0","39","39"
"定下来","0","39","39"
"后来又","0","39","39"
"帝逝世","0","39","39"
"停留在","0","39","39"
"行郊祀","0","39","39"
"诏令他","0","39","39"
"的子孙","0","39","39"
"的奏疏","0","39","39"
"的旧县","0","39","39"
"渡过黄","0","39","39"
"朝见高","0","39","39"
"十六岁","0","39","39"
"命令刘","0","39","39"
"高宗到","0","39","39"
"史篙之","0","39","39"
"他入朝","0","39","39"
"祖即位","25","13","38"
"讨平之","38","0","38"
"至京师","32","6","38"
"毛德祖","5","33","38"
"南蛮校","18","20","38"
"义阳王","20","18","38"
"湘东王","18","20","38"
"王休若","21","17","38"
"刺史张","19","19","38"
"三十九","18","20","38"
"四十八","16","22","38"
"五年二","18","20","38"
"汉光武","17","21","38"
"安帝元","19","19","38"
"孝怀帝","18","20","38"
"属临淮","19","19","38"
"二十里","18","20","38"
"顾觊之","3","35","38"
"记室参","19","19","38"
"室参军","19","19","38"
"贾昌朝","18","20","38"
"十八人","17","21","38"
"张浚为","8","30","38"
"事兼权","33","5","38"
"安抚副","19","19","38"
"加食邑","18","20","38"
"承信郎","19","19","38"
"元游仪","21","17","38"
"郡夫人","19","19","38"
"太子妃","17","21","38"
"道元年","19","19","38"
"吴越国","16","22","38"
"流内铨","21","17","38"
"银台司","19","19","38"
"洪天锡","5","33","38"
"后将军","19","19","38"
"右光禄","19","19","38"
"刺史临","19","19","38"
"东海王","21","17","38"
"三十四","18","20","38"
"臣以为","25","13","38"
"复中原","9","29","38"
"二百万","18","20","38"
"太后曰","38","0","38"
"太宗即","21","17","38"
"诏不允","24","14","38"
"州城下","10","28","38"
"营前军","19","19","38"
"御史张","19","19","38"
"路提点","19","19","38"
"钱惟演","10","28","38"
"对宰相","2","36","38"
"王尧臣","7","31","38"
"福宁殿","19","19","38"
"为起居","8","30","38"
"奉大夫","19","19","38"
"为安定","14","24","38"
"任官职","1","37","38"
"大臣不","18","20","38"
"贺天申","19","19","38"
"崔与之","17","21","38"
"吴昌裔","1","37","38"
"军将领","1","37","38"
"天下安","15","23","38"
"苗傅等","4","34","38"
"任开封","1","37","38"
"朝廷下","3","35","38"
"陛下所","21","17","38"
"家大事","1","37","38"
"回京城","1","37","38"
"实在是","0","38","38"
"才得以","0","38","38"
"的名称","0","38","38"
"的礼制","0","38","38"
"为应该","0","38","38"
"不久就","0","38","38"
"的颜色","0","38","38"
"一会儿","0","38","38"
"太子的","0","38","38"
"所以说","0","38","38"
"果不是","0","38","38"
"被处以","0","38","38"
"以死刑","0","38","38"
"祖宗的","0","38","38"
"的计谋","0","38","38"
"被起用","0","38","38"
"平王刘","0","38","38"
"任礼部","0","38","38"
"所写的","0","38","38"
"的党羽","0","38","38"
"论的人","0","38","38"
"派遣王","0","38","38"
"发生战","0","38","38"
"和他的","0","38","38"
"称之为","0","38","38"
"十一岁","0","38","38"
"圆丘祭","0","38","38"
"丘祭祀","0","38","38"
"被平定","0","38","38"
"被斩首","0","38","38"
"他的母","0","38","38"
"雀出现","0","38","38"
"坚决辞","0","38","38"
"是任命","0","38","38"
"到建康","0","38","38"
"在闹市","0","38","38"
"使金朝","0","38","38"
"马光说","0","38","38"
"而不知","18","19","37"
"三十余","28","9","37"
"振武将","18","19","37"
"冬十一","18","19","37"
"为南豫","21","16","37"
"山阳王","19","18","37"
"六十二","19","18","37"
"八年五","18","19","37"
"万一千","19","18","37"
"犯左执","18","19","37"
"元兴三","19","18","37"
"建二年","18","19","37"
"晋海西","19","18","37"
"太康三","19","18","37"
"晋明帝","18","19","37"
"诸葛恪","12","25","37"
"白虹贯","30","7","37"
"武大明","28","9","37"
"大元帅","17","20","37"
"田重进","16","21","37"
"李继隆","18","19","37"
"丁谓为","17","20","37"
"机宜文","18","19","37"
"赵鼎为","14","23","37"
"为左丞","25","12","37"
"在太微","16","21","37"
"宁国府","18","19","37"
"敌人不","3","34","37"
"判吏部","20","17","37"
"庆元年","17","20","37"
"击走之","37","0","37"
"徐道覆","16","21","37"
"殿中将","18","19","37"
"安北将","18","19","37"
"谢方明","3","34","37"
"颜师伯","15","22","37"
"尺二寸","19","18","37"
"一百八","15","22","37"
"代以来","11","26","37"
"月六日","5","32","37"
"为太学","15","22","37"
"三十里","18","19","37"
"白雀见","37","0","37"
"虽然不","1","36","37"
"又下诏","2","35","37"
"子太保","19","18","37"
"登闻鼓","19","18","37"
"地于圜","37","0","37"
"司天监","15","22","37"
"馆阁校","18","19","37"
"两省官","15","22","37"
"杨惟忠","18","19","37"
"凤翔府","19","18","37"
"知平江","25","12","37"
"岳飞为","15","22","37"
"百万缗","21","16","37"
"寿皇圣","22","15","37"
"吕祖俭","8","29","37"
"当时有","2","35","37"
"而不敢","14","23","37"
"蔡元定","2","35","37"
"去丧服","0","37","37"
"被诛杀","0","37","37"
"很多人","0","37","37"
"家的大","0","37","37"
"赠他为","0","37","37"
"笑着说","0","37","37"
"他的官","0","37","37"
"段时间","0","37","37"
"正直的","0","37","37"
"召见他","0","37","37"
"拖欠的","0","37","37"
"月亮进","0","37","37"
"答应了","0","37","37"
"亲自写","0","37","37"
"对国家","0","37","37"
"告诉了","0","37","37"
"附朝廷","0","37","37"
"承相兼","0","37","37"
"被攻破","0","37","37"
"请求回","0","37","37"
"又任命","0","37","37"
"那么天","0","37","37"
"相当于","0","37","37"
"马驾车","0","37","37"
"己的意","0","37","37"
"不忍心","0","37","37"
"败敌人","0","37","37"
"国来进","0","37","37"
"十万络","0","37","37"
"县知县","0","37","37"
"客星进","0","37","37"
"恶这种","0","37","37"
"被罢黜","0","37","37"
"王王圭","0","37","37"
"大食国","18","18","36"
"征西大","18","18","36"
"北中郎","18","18","36"
"会稽太","17","19","36"
"张兴世","12","24","36"
"四十九","17","19","36"
"景初元","20","16","36"
"熙五年","15","21","36"
"武帝永","18","18","36"
"帝永初","18","18","36"
"孝建二","18","18","36"
"四年六","18","18","36"
"平王铄","28","8","36"
"晋孝怀","18","18","36"
"帝太宁","18","18","36"
"前汉属","35","1","36"
"四十一","19","17","36"
"侍卫步","18","18","36"
"卫步军","18","18","36"
"保静军","18","18","36"
"静军节","18","18","36"
"科及第","18","18","36"
"八十四","18","18","36"
"曾公亮","18","18","36"
"路制置","16","20","36"
"宜文字","18","18","36"
"马军司","18","18","36"
"司参议","18","18","36"
"焕章阁","18","18","36"
"五百户","18","18","36"
"开元游","21","15","36"
"行营都","18","18","36"
"度支判","18","18","36"
"支判官","18","18","36"
"进士甲","16","20","36"
"士甲科","16","20","36"
"同修国","20","16","36"
"太中大","18","18","36"
"桓玄篡","14","22","36"
"七年正","17","19","36"
"尚书吏","18","18","36"
"书吏部","18","18","36"
"为侍中","21","15","36"
"分之二","7","29","36"
"于天地","30","6","36"
"二百余","21","15","36"
"其子孙","26","10","36"
"兵二千","20","16","36"
"为节度","11","25","36"
"宰相赵","16","20","36"
"河中府","16","20","36"
"内殿崇","18","18","36"
"殿崇班","18","18","36"
"诏陕西","22","14","36"
"河北转","18","18","36"
"孔子庙","18","18","36"
"州水灾","9","27","36"
"合祭天","11","25","36"
"人战于","34","2","36"
"涟水军","17","19","36"
"御营使","18","18","36"
"为龙图","5","31","36"
"军居住","16","20","36"
"御史陈","18","18","36"
"皇圣帝","19","17","36"
"立太子","5","31","36"
"皇帝不","4","32","36"
"柴中行","4","32","36"
"率所部","10","26","36"
"犯木星","1","35","36"
"色苍白","10","26","36"
"仁太后","9","27","36"
"率大军","2","34","36"
"应该以","0","36","36"
"的变化","0","36","36"
"除去丧","0","36","36"
"帝命令","0","36","36"
"的诏令","0","36","36"
"的恩惠","0","36","36"
"众人都","0","36","36"
"的任命","0","36","36"
"了很多","0","36","36"
"现在应","0","36","36"
"如果能","0","36","36"
"没有出","0","36","36"
"有大的","0","36","36"
"怎么可","0","36","36"
"兴王刘","0","36","36"
"纳了他","0","36","36"
"是他的","0","36","36"
"于是下","0","36","36"
"的势力","0","36","36"
"任吏部","0","36","36"
"命令张","0","36","36"
"旧担任","0","36","36"
"王禹翶","0","36","36"
"被流放","0","36","36"
"年秋天","0","36","36"
"派人到","0","36","36"
"溢出河","0","36","36"
"出河道","0","36","36"
"祝贺正","0","36","36"
"钦二帝","0","36","36"
"任大理","0","36","36"
"宋太宗","0","36","36"
"而不可","26","9","35"
"内外官","13","22","35"
"王仲德","17","18","35"
"稽太守","16","19","35"
"宁州刺","18","17","35"
"泰始三","16","19","35"
"平五年","16","19","35"
"客星守","33","2","35"
"汉桓帝","17","18","35"
"武元年","17","18","35"
"帝升明","18","17","35"
"帝建兴","18","17","35"
"和九年","17","18","35"
"泰始四","16","19","35"
"孝武大","27","8","35"
"南中郎","17","18","35"
"军都虞","17","18","35"
"以翰林","29","6","35"
"会灵观","17","18","35"
"山陵使","16","19","35"
"射兼门","18","17","35"
"翰林侍","18","17","35"
"斡离不","17","18","35"
"浑天仪","9","26","35"
"提刑司","17","18","35"
"总领所","16","19","35"
"钱象祖","15","20","35"
"李宗勉","9","26","35"
"浙转运","17","18","35"
"后宫有","16","19","35"
"在二十","15","20","35"
"右拾遗","17","18","35"
"同修起","17","18","35"
"行于世","25","10","35"
"司都统","17","18","35"
"司马元","12","23","35"
"中丞王","19","16","35"
"一万人","1","34","35"
"九月丙","31","4","35"
"左军将","19","16","35"
"五十五","16","19","35"
"治天下","15","20","35"
"于是皇","2","33","35"
"六月二","2","33","35"
"皇后神","18","17","35"
"入羽林","18","17","35"
"在扬州","11","24","35"
"虫之孽","17","18","35"
"三月二","2","33","35"
"我不能","7","28","35"
"州节度","14","21","35"
"置三司","15","20","35"
"李之才","5","30","35"
"军留后","18","17","35"
"温仲舒","14","21","35"
"后垂帘","17","18","35"
"举所知","22","13","35"
"蔡京为","15","20","35"
"阁门事","30","5","35"
"谟阁待","18","17","35"
"命刘光","15","20","35"
"宣抚处","17","18","35"
"身丁钱","15","20","35"
"范如圭","4","31","35"
"为提举","7","28","35"
"政事堂","10","25","35"
"学教授","17","18","35"
"主完颜","4","31","35"
"惑犯之","35","0","35"
"圣太后","8","27","35"
"忠义之","13","22","35"
"典章制","2","33","35"
"在皇帝","1","34","35"
"吉祥的","0","35","35"
"的租税","0","35","35"
"已经很","0","35","35"
"正确的","0","35","35"
"然没有","0","35","35"
"此天象","0","35","35"
"带来的","0","35","35"
"望皇上","0","35","35"
"在那里","0","35","35"
"一定有","0","35","35"
"接受了","0","35","35"
"没有比","0","35","35"
"希望皇","0","35","35"
"听到这","0","35","35"
"他的文","0","35","35"
"说自己","0","35","35"
"一年多","0","35","35"
"的过错","0","35","35"
"把自己","0","35","35"
"高宗说","0","35","35"
"宗听说","0","35","35"
"他的请","0","35","35"
"朝廷诏","0","35","35"
"了很久","0","35","35"
"上亲自","0","35","35"
"的样子","0","35","35"
"发生水","0","35","35"
"下诏侍","0","35","35"
"为右承","0","35","35"
"皇上赐","0","35","35"
"派他的","0","35","35"
"又改任","0","35","35"
"王公大","0","35","35"
"任命吴","0","35","35"
"什么可","0","35","35"
"的学说","0","35","35"
"白雀出","0","35","35"
"殿接受","0","35","35"
"请求让","0","35","35"
"的书信","0","35","35"
"接受朝","0","35","35"
"他请求","0","35","35"
"命令有","0","35","35"
"派遣官","0","35","35"
"契丹派","0","35","35"
"减罪一","0","35","35"
"攻打边","0","35","35"
"打边境","0","35","35"
"金军侵","0","35","35"
"其应也","34","0","34"
"史南谯","19","15","34"
"刺史萧","17","17","34"
"为江州","19","15","34"
"将军柳","17","17","34"
"王景文","16","18","34"
"夏五月","17","17","34"
"魏武帝","11","23","34"
"月犯心","18","16","34"
"月犯房","17","17","34"
"司马越","15","19","34"
"嘉十三","16","18","34"
"海西公","12","22","34"
"帝元兴","17","17","34"
"元徽三","16","18","34"
"徽三年","16","18","34"
"七年六","17","17","34"
"虹贯日","30","4","34"
"为右谏","13","21","34"
"国公主","16","18","34"
"山南东","17","17","34"
"南东道","17","17","34"
"武宁军","16","18","34"
"及第出","15","19","34"
"第出身","15","19","34"
"五十二","16","18","34"
"童贯为","14","20","34"
"昭化军","17","17","34"
"以户部","23","11","34"
"南东路","14","20","34"
"淮宣抚","17","17","34"
"行宫留","17","17","34"
"宫留守","17","17","34"
"和州防","17","17","34"
"夔州路","13","21","34"
"环卫官","15","19","34"
"南剑州","17","17","34"
"在天市","15","19","34"
"礼部员","17","17","34"
"书省著","17","17","34"
"省著作","17","17","34"
"知杂事","18","16","34"
"迁秘书","33","1","34"
"试馆职","21","13","34"
"朝廷有","8","26","34"
"王镇恶","11","23","34"
"军如故","34","0","34"
"十二分","9","25","34"
"圣人之","23","11","34"
"大行皇","23","11","34"
"嘉十九","16","18","34"
"皇帝对","1","33","34"
"宁五年","15","19","34"
"辰星犯","34","0","34"
"黄龙见","34","0","34"
"在军中","7","27","34"
"白麞见","34","0","34"
"掌书记","18","16","34"
"军中兵","17","17","34"
"不战而","15","19","34"
"州判官","15","19","34"
"常参官","17","17","34"
"客省使","17","17","34"
"金明池","17","17","34"
"阁门祗","34","0","34"
"知成都","25","9","34"
"土木工","2","32","34"
"济饥民","3","31","34"
"西经略","16","18","34"
"兴三十","6","28","34"
"南雄州","17","17","34"
"被罢职","1","33","34"
"仙人关","17","17","34"
"金人不","15","19","34"
"转一官","7","27","34"
"一定不","2","32","34"
"月犯之","34","0","34"
"于是在","1","33","34"
"为己任","15","19","34"
"被任用","1","33","34"
"李孟传","1","33","34"
"青苗法","7","27","34"
"鲜于侁","1","33","34"
"等人都","0","34","34"
"一部分","0","34","34"
"下的人","0","34","34"
"了这个","0","34","34"
"的内容","0","34","34"
"如果是","0","34","34"
"没有这","0","34","34"
"这以后","0","34","34"
"军队出","0","34","34"
"还有什","0","34","34"
"这些都","0","34","34"
"那样的","0","34","34"
"这个人","0","34","34"
"这是我","0","34","34"
"然后才","0","34","34"
"的骑兵","0","34","34"
"一段时","0","34","34"
"本来就","0","34","34"
"这难道","0","34","34"
"王刘浚","0","34","34"
"宗没有","0","34","34"
"人知道","0","34","34"
"说的话","0","34","34"
"他的人","0","34","34"
"代旧县","0","34","34"
"任兵部","0","34","34"
"祖派遣","0","34","34"
"五月二","0","34","34"
"以上的","0","34","34"
"一年的","0","34","34"
"都不能","0","34","34"
"井之宿","0","34","34"
"个月后","0","34","34"
"没有答","0","34","34"
"白獐出","0","34","34"
"獐出现","0","34","34"
"的宰相","0","34","34"
"入朝任","0","34","34"
"来报告","0","34","34"
"人请求","0","34","34"
"宰相说","0","34","34"
"犯罪刑","0","34","34"
"徒刑以","0","34","34"
"朝派遣","0","34","34"
"位将领","0","34","34"
"极力推","0","34","34"
"以为言","33","0","33"
"新安王","16","17","33"
"刺史晋","16","17","33"
"一百七","10","23","33"
"永康元","17","16","33"
"七年四","16","17","33"
"吴孙皓","17","16","33"
"四年四","16","17","33"
"始六年","16","17","33"
"州地震","26","7","33"
"光元年","16","17","33"
"通直郎","16","17","33"
"尚书都","17","16","33"
"诏礼部","18","15","33"
"审刑院","16","17","33"
"军国事","20","13","33"
"五十四","14","19","33"
"嗣濮王","33","0","33"
"为淮西","15","18","33"
"后为皇","10","23","33"
"其一子","14","19","33"
"知江陵","26","7","33"
"两浙转","16","17","33"
"左藏库","15","18","33"
"判三司","18","15","33"
"三十卷","16","17","33"
"舍人院","15","18","33"
"子中舍","17","16","33"
"盐铁判","17","16","33"
"铁判官","17","16","33"
"办公事","16","17","33"
"知州王","9","24","33"
"年之间","19","14","33"
"屯骑校","17","16","33"
"六十六","16","17","33"
"不敢言","24","9","33"
"平王宏","24","9","33"
"时年四","20","13","33"
"十五人","16","17","33"
"子左卫","16","17","33"
"三十人","17","16","33"
"七十九","15","18","33"
"祠部郎","16","17","33"
"以太祖","17","16","33"
"不得不","16","17","33"
"于陛下","17","16","33"
"百姓家","2","31","33"
"刘向说","18","15","33"
"有声如","22","11","33"
"和七年","15","18","33"
"时则有","32","1","33"
"大臣之","15","18","33"
"一百一","7","26","33"
"河水溢","9","24","33"
"度使赵","9","24","33"
"江南军","15","18","33"
"为崇信","12","21","33"
"赵德明","10","23","33"
"祀汾阴","17","16","33"
"临江军","17","16","33"
"徒以下","33","0","33"
"出内库","16","17","33"
"讲读官","16","17","33"
"荆南府","16","17","33"
"月九日","3","30","33"
"为都统","18","15","33"
"副元帅","16","17","33"
"司统制","17","16","33"
"观兼侍","17","16","33"
"魏良臣","13","20","33"
"杨再兴","11","22","33"
"知泉州","26","7","33"
"金遣完","33","0","33"
"西和州","17","16","33"
"任将帅","8","25","33"
"在明堂","1","32","33"
"谕之曰","33","0","33"
"数千言","21","12","33"
"提举崇","17","16","33"
"国家安","4","29","33"
"朝廷用","5","28","33"
"徽宗即","8","25","33"
"民百姓","0","33","33"
"的人就","0","33","33"
"守丧三","0","33","33"
"怎么会","0","33","33"
"从此以","0","33","33"
"圣明的","0","33","33"
"的力量","0","33","33"
"这些事","0","33","33"
"的权力","0","33","33"
"们认为","0","33","33"
"的想法","0","33","33"
"那么人","0","33","33"
"去官职","0","33","33"
"在他的","0","33","33"
"皇上命","0","33","33"
"到皇上","0","33","33"
"被允许","0","33","33"
"又一次","0","33","33"
"求辞官","0","33","33"
"的赋税","0","33","33"
"得到回","0","33","33"
"禾生于","0","33","33"
"汉时属","0","33","33"
"任给事","0","33","33"
"嗣攫王","0","33","33"
"学士的","0","33","33"
"所到之","0","33","33"
"的德行","0","33","33"
"不超过","0","33","33"
"的形状","0","33","33"
"的政事","0","33","33"
"代替他","0","33","33"
"惑星进","0","33","33"
"而设置","0","33","33"
"南地区","0","33","33"
"来不及","0","33","33"
"的策略","0","33","33"
"儿子沈","0","33","33"
"召回朝","0","33","33"
"设宴射","0","33","33"
"宴射箭","0","33","33"
"恭敬安","0","33","33"
"封儿子","0","33","33"
"醛泉观","0","33","33"
"军侵犯","0","33","33"
"求罢免","0","33","33"
"流星进","0","33","33"
"不通行","0","33","33"
"身份任","0","33","33"
"力推辞","0","33","33"
"一无所","19","13","32"
"司马彪","14","18","32"
"知鄂州","25","7","32"
"为车骑","12","20","32"
"刺史建","15","17","32"
"司徒左","16","16","32"
"尚书王","16","16","32"
"分之三","6","26","32"
"七年五","16","16","32"
"咸宁元","17","15","32"
"太康八","16","16","32"
"嘉二年","14","18","32"
"四年八","16","16","32"
"六年五","16","16","32"
"公孙渊","13","19","32"
"六十七","16","16","32"
"太后尊","13","19","32"
"陈升之","15","17","32"
"平章军","16","16","32"
"章军国","16","16","32"
"司郎中","16","16","32"
"银青光","16","16","32"
"青光禄","16","16","32"
"宁国军","16","16","32"
"侍郎王","16","16","32"
"九年春","16","16","32"
"罢为观","19","13","32"
"弃城去","32","0","32"
"寿观使","16","16","32"
"抚使兼","15","17","32"
"上疏言","31","1","32"
"江万里","13","19","32"
"浙西提","17","15","32"
"乙巳占","16","16","32"
"雍熙二","15","17","32"
"后二年","21","11","32"
"知河南","19","13","32"
"尚书工","17","15","32"
"书工部","17","15","32"
"三司户","16","16","32"
"司户部","16","16","32"
"丞相史","18","14","32"
"密院编","16","16","32"
"治通鉴","15","17","32"
"后可以","18","14","32"
"左拾遗","16","16","32"
"马元显","11","21","32"
"慕容超","7","25","32"
"天下为","17","15","32"
"将军如","32","0","32"
"为征西","12","20","32"
"将军赵","11","21","32"
"以御史","28","4","32"
"五十八","15","17","32"
"一百五","10","22","32"
"开国侯","16","16","32"
"郑玄注","8","24","32"
"诏御史","19","13","32"
"谷不成","21","11","32"
"孙权赤","16","16","32"
"权赤乌","16","16","32"
"犯填星","23","9","32"
"以为是","3","29","32"
"所以能","2","30","32"
"七月二","2","30","32"
"九月二","3","29","32"
"去京都","32","0","32"
"归田里","25","7","32"
"正月二","1","31","32"
"大败之","30","2","32"
"武胜军","16","16","32"
"代帝王","10","22","32"
"直言极","15","17","32"
"言极谏","15","17","32"
"周太祖","6","26","32"
"赵昌言","14","18","32"
"荆湖南","14","18","32"
"府判官","15","17","32"
"遗留物","16","16","32"
"在东方","2","30","32"
"令监司","10","22","32"
"承务郎","16","16","32"
"以下官","8","24","32"
"英殿策","16","16","32"
"礼仪制","1","31","32"
"降德音","18","14","32"
"祖皇帝","13","19","32"
"刘延庆","12","20","32"
"张叔夜","13","19","32"
"主和议","23","9","32"
"李若水","7","25","32"
"欧阳澈","9","23","32"
"信阳军","15","17","32"
"议军事","14","18","32"
"聚景园","16","16","32"
"金主完","3","29","32"
"转两官","6","26","32"
"府推官","16","16","32"
"陛下有","14","18","32"
"为同中","1","31","32"
"司马池","1","31","32"
"金人大","18","14","32"
"为他是","0","32","32"
"际上是","0","32","32"
"的人的","0","32","32"
"的那样","0","32","32"
"请皇上","0","32","32"
"么能够","0","32","32"
"有两个","0","32","32"
"不成熟","0","32","32"
"他们一","0","32","32"
"的问题","0","32","32"
"才可以","0","32","32"
"的大事","0","32","32"
"到江陵","0","32","32"
"很久了","0","32","32"
"人氏宿","0","32","32"
"授给他","0","32","32"
"下诏免","0","32","32"
"来归附","0","32","32"
"有喜事","0","32","32"
"宿南面","0","32","32"
"的部众","0","32","32"
"等人率","0","32","32"
"使者到","0","32","32"
"都感到","0","32","32"
"在南郊","0","32","32"
"不相同","0","32","32"
"军队攻","0","32","32"
"县百姓","0","32","32"
"官员都","0","32","32"
"氏逝世","0","32","32"
"皇上又","0","32","32"
"请求在","0","32","32"
"有其他","0","32","32"
"年夏天","0","32","32"
"不久任","0","32","32"
"州报告","0","32","32"
"除各路","0","32","32"
"等呈上","0","32","32"
"岳飞派","0","32","32"
"淮地区","0","32","32"
"星属于","0","32","32"
"他担任","0","32","32"
"所以有","5","26","31"
"不知其","24","7","31"
"龚茂良","14","17","31"
"三百余","26","5","31"
"为青州","14","17","31"
"车骑大","15","16","31"
"之为尚","15","16","31"
"为平西","12","19","31"
"万六千","16","15","31"
"五时朝","16","15","31"
"五十六","15","16","31"
"第一星","18","13","31"
"吴孙亮","16","15","31"
"元二十","15","16","31"
"始五年","15","16","31"
"八十五","16","15","31"
"口一万","15","16","31"
"十七万","16","15","31"
"阴太守","15","16","31"
"子洗马","15","16","31"
"京兆府","11","20","31"
"为宣徽","13","18","31"
"州司马","12","19","31"
"为山陵","17","14","31"
"东路宣","15","16","31"
