"N-gram","宋史原文","宋史翻译","Total"
"雁门","19","20","39"
"贯日","34","5","39"
"怀玉","17","22","39"
"阳三","19","20","39"
"三上","34","5","39"
"王超","17","22","39"
"顺军","18","21","39"
"旦为","17","22","39"
"加太","25","14","39"
"曹玮","13","26","39"
"慈圣","20","19","39"
"博文","18","21","39"
"为济","17","22","39"
"韩缜","13","26","39"
"威武","16","23","39"
"郎张","19","20","39"
"宗元","16","23","39"
"连州","19","20","39"
"守忠","19","20","39"
"忠勇","20","19","39"
"之仪","31","8","39"
"东总","19","20","39"
"陆秀","9","30","39"
"元游","22","17","39"
"道元","20","19","39"
"师雄","20","19","39"
"作坊","19","20","39"
"合为","20","19","39"
"昭州","20","19","39"
"磨勘","22","17","39"
"庆寿","19","20","39"
"先为","20","19","39"
"杀伤","19","20","39"
"入东","28","11","39"
"为楚","14","25","39"
"我方","1","38","39"
"并没","6","33","39"
"是得","13","26","39"
"陵城","14","25","39"
"以千","27","12","39"
"赐其","32","7","39"
"用王","14","25","39"
"五郡","19","20","39"
"在国","4","35","39"
"丰厚","3","36","39"
"所造","32","7","39"
"诏太","24","15","39"
"高下","23","16","39"
"长于","17","22","39"
"鲜于","3","36","39"
"年又","5","34","39"
"至十","29","10","39"
"星之","20","19","39"
"而与","29","10","39"
"时刻","1","38","39"
"失之","33","6","39"
"应以","18","21","39"
"下应","3","36","39"
"不使","30","9","39"
"臣又","15","24","39"
"子及","26","13","39"
"宋高","3","36","39"
"一举","14","25","39"
"服制","7","32","39"
"之门","28","11","39"
"何偃","9","30","39"
"有先","12","27","39"
"魏朝","4","35","39"
"者五","34","5","39"
"求下","1","38","39"
"人议","13","26","39"
"从行","29","10","39"
"国都","4","35","39"
"职者","21","18","39"
"流血","21","18","39"
"奇兵","17","22","39"
"英雄","10","29","39"
"退之","29","10","39"
"人忧","31","8","39"
"围城","21","18","39"
"为赵","7","32","39"
"北行","22","17","39"
"自将","38","1","39"
"怀肃","14","25","39"
"军出","16","23","39"
"其主","36","3","39"
"人如","13","26","39"
"之去","15","24","39"
"王即","17","22","39"
"树上","4","35","39"
"又降","14","25","39"
"润泽","13","26","39"
"郡城","14","25","39"
"以治","21","18","39"
"祭太","2","37","39"
"军北","12","27","39"
"胡人","6","33","39"
"上来","2","37","39"
"南之","24","15","39"
"有任","3","36","39"
"所荐","29","10","39"
"奇之","37","2","39"
"恭谨","4","35","39"
"相待","8","31","39"
"军功","17","22","39"
"人乘","17","22","39"
"劳苦","10","29","39"
"游玩","2","37","39"
"刻石","21","18","39"
"后任","3","36","39"
"杀敌","5","34","39"
"意不","21","18","39"
"上在","4","35","39"
"事时","6","33","39"
"麾下","36","3","39"
"五军","21","18","39"
"直不","8","31","39"
"乡人","22","17","39"
"度不","18","21","39"
"土豪","22","17","39"
"然如","6","33","39"
"以我","9","30","39"
"是金","2","37","39"
"失实","17","22","39"
"司法","20","19","39"
"钱米","20","19","39"
"言极","19","20","39"
"甘州","17","22","39"
"人率","3","36","39"
"指斥","11","28","39"
"中府","18","21","39"
"军储","22","17","39"
"阆州","23","16","39"
"知成","27","12","39"
"令两","3","36","39"
"李福","3","36","39"
"家族","7","32","39"
"戚纶","2","37","39"
"后垂","19","20","39"
"不曾","1","38","39"
"典故","20","19","39"
"审察","12","27","39"
"解潜","19","20","39"
"为徽","11","28","39"
"杨惟","19","20","39"
"书上","6","33","39"
"决策","13","26","39"
"抚处","19","20","39"
"降金","14","25","39"
"张琪","14","25","39"
"任直","1","38","39"
"夺三","12","27","39"
"下后","6","33","39"
"学教","18","21","39"
"程松","15","24","39"
"退去","1","38","39"
"寅日","6","33","39"
"午日","1","38","39"
"上听","4","35","39"
"捐躯","5","34","39"
"朝时","1","38","39"
"监督","1","38","39"
"说自","1","38","39"
"去丧","1","38","39"
"泛滥","2","37","39"
"号忠","3","36","39"
"将此","2","37","39"
"被人","1","38","39"
"又调","1","38","39"
"巳日","1","38","39"
"固然","1","38","39"
"退却","1","38","39"
"美好","0","39","39"
"程度","0","39","39"
"传来","0","39","39"
"到国","0","39","39"
"加了","0","39","39"
"去掉","0","39","39"
"就去","0","39","39"
"病重","0","39","39"
"高低","0","39","39"
"歌唱","0","39","39"
"能做","0","39","39"
"向天","0","39","39"
"作了","0","39","39"
"祭品","0","39","39"
"的指","0","39","39"
"的服","0","39","39"
"观点","0","39","39"
"大地","0","39","39"
"到五","0","39","39"
"的颜","0","39","39"
"长出","0","39","39"
"亮进","0","39","39"
"的性","0","39","39"
"去做","0","39","39"
"说大","0","39","39"
"贬到","0","39","39"
"通的","0","39","39"
"说到","0","39","39"
"他升","0","39","39"
"赶上","0","39","39"
"段时","0","39","39"
"奏的","0","39","39"
"偿还","0","39","39"
"惯例","0","39","39"
"务的","0","39","39"
"宗去","0","39","39"
"被起","0","39","39"
"听取","0","39","39"
"购买","0","39","39"
"的势","0","39","39"
"州设","0","39","39"
"闻名","0","39","39"
"的首","0","39","39"
"生战","0","39","39"
"范围","0","39","39"
"述了","0","39","39"
"随着","0","39","39"
"的考","0","39","39"
"去除","0","39","39"
"马驾","0","39","39"
"四次","0","39","39"
"惊奇","0","39","39"
"暗淡","0","39","39"
"附祭","0","39","39"
"史篙","0","39","39"
"篙之","0","39","39"
"传之","26","12","38"
"详议","29","9","38"
"为逆","26","12","38"
"而当","19","19","38"
"马彪","20","18","38"
"具有","3","35","38"
"有无","20","18","38"
"受其","26","12","38"
"观之","31","7","38"
"周之","34","4","38"
"道上","9","29","38"
"至元","23","15","38"
"不入","26","12","38"
"于礼","25","13","38"
"教之","36","2","38"
"委以","21","17","38"
"身之","20","18","38"
"允中","20","18","38"
"为宜","27","11","38"
"黜陟","37","1","38"
"未之","38","0","38"
"欲为","34","4","38"
"政以","25","13","38"
"大逆","20","18","38"
"生存","1","37","38"
"有实","7","31","38"
"无异","30","8","38"
"将自","14","24","38"
"辎重","23","15","38"
"九江","20","18","38"
"不觉","20","18","38"
"令之","31","7","38"
"自保","11","27","38"
"广大","8","30","38"
"枉法","14","24","38"
"攻守","21","17","38"
"岁饥","36","2","38"
"力学","20","18","38"
"月不","24","14","38"
"与战","32","6","38"
"上进","5","33","38"
"狱讼","26","12","38"
"责之","36","2","38"
"叩头","10","28","38"
"下事","28","10","38"
"仓卒","29","9","38"
"事理","5","33","38"
"听讼","30","8","38"
"其徒","37","1","38"
"奉天","16","22","38"
"仲德","19","19","38"
"史江","19","19","38"
"汝阳","17","21","38"
"以河","35","3","38"
"给五","14","24","38"
"太中","19","19","38"
"月奄","38","0","38"
"熙五","16","22","38"
"汉光","17","21","38"
"武康","19","19","38"
"熙初","19","19","38"
"四县","18","20","38"
"户一","20","18","38"
"属临","19","19","38"
"不论","8","30","38"
"顾觊","3","35","38"
"章太","17","21","38"
"室参","19","19","38"
"始平","21","17","38"
"信为","16","22","38"
"守司","18","20","38"
"卫步","19","19","38"
"以黄","26","12","38"
"州进","9","29","38"
"婕妤","21","17","38"
"州牧","17","21","38"
"除其","16","22","38"
"贾昌","18","20","38"
"曾孙","19","19","38"
"等事","15","23","38"
"路制","16","22","38"
"贯为","17","21","38"
"建阳","19","19","38"
"平南","21","17","38"
"制科","20","18","38"
"制李","19","19","38"
"加食","18","20","38"
"徐清","19","19","38"
"元凤","18","20","38"
"于会","20","18","38"
"信郎","19","19","38"
"十度","18","20","38"
"郡夫","19","19","38"
"子妃","17","21","38"
"惟吉","19","19","38"
"州上","18","20","38"
"知兴","28","10","38"
"国三","17","21","38"
"内铨","21","17","38"
"常山","20","18","38"
"曹州","15","23","38"
"梓州","18","20","38"
"三朝","19","19","38"
"传授","3","35","38"
"孝子","17","21","38"
"洪天","5","33","38"
"泽州","17","21","38"
"能守","18","20","38"
"义斌","18","20","38"
"退还","18","20","38"
"一处","8","30","38"
"之弟","23","15","38"
"从子","29","9","38"
"纵火","26","12","38"
"以兴","30","8","38"
"所败","34","4","38"
"回避","4","34","38"
"胜负","18","20","38"
"而回","1","37","38"
"有应","6","32","38"
"慧度","16","22","38"
"为刘","13","25","38"
"驾幸","33","5","38"
"之进","22","16","38"
"或不","31","7","38"
"魏军","3","35","38"
"营阳","18","20","38"
"称职","9","29","38"
"右光","19","19","38"
"事刘","20","18","38"
"史临","19","19","38"
"改用","9","29","38"
"昌王","19","19","38"
"之西","24","14","38"
"新蔡","19","19","38"
"败退","10","28","38"
"上于","16","22","38"
"颜师","15","23","38"
"子顼","20","18","38"
"御制","21","17","38"
"其上","33","5","38"
"圣王","18","20","38"
"刘歆","17","21","38"
"以定","31","7","38"
"以节","17","21","38"
"在下","9","29","38"
"纠正","4","34","38"
"年有","12","26","38"
"为火","38","0","38"
"谢综","6","32","38"
"为权","6","32","38"
"满三","10","28","38"
"夫不","24","14","38"
"以子","34","4","38"
"又议","23","15","38"
"后大","7","31","38"
"服他","1","37","38"
"月六","5","33","38"
"车服","22","16","38"
"外有","12","26","38"
"安于","19","19","38"
"人当","15","23","38"
"吊祭","22","16","38"
"中从","14","24","38"
"诏从","22","16","38"
"星辰","11","27","38"
"人王","18","20","38"
"欢乐","5","33","38"
"故乡","7","31","38"
"兵卒","13","25","38"
"盖天","18","20","38"
"差不","4","34","38"
"变为","6","32","38"
"向说","18","20","38"
"内乱","15","23","38"
"人氏","1","37","38"
"翼宿","5","33","38"
"头上","2","36","38"
"不道","16","22","38"
"终日","26","12","38"
"不追","6","32","38"
"州出","2","36","38"
"过之","22","16","38"
"余杭","19","19","38"
"白燕","19","19","38"
"边城","21","17","38"
"生水","2","36","38"
"不附","21","17","38"
"洪水","2","36","38"
"州一","4","34","38"
"叛兵","11","27","38"
"时已","19","19","38"
"守江","12","26","38"
"溃散","5","33","38"
"节钺","29","9","38"
"力于","8","30","38"
"二宿","2","36","38"
"军用","12","26","38"
"同文","15","23","38"
"溺死","22","16","38"
"下自","14","24","38"
"复职","11","27","38"
"尝言","38","0","38"
"令杨","2","36","38"
"兵与","14","24","38"
"职守","5","33","38"
"名马","19","19","38"
"河以","9","29","38"
"者斩","23","15","38"
"其官","28","10","38"
"府尹","8","30","38"
"登州","16","22","38"
"齐州","16","22","38"
"州判","16","22","38"
"诏褒","25","13","38"
"州赵","20","18","38"
"侵占","1","37","38"
"明肃","19","19","38"
"王尧","7","31","38"
"福宁","19","19","38"
"司条","18","20","38"
"王宗","22","16","38"
"察访","16","22","38"
"景园","19","19","38"
"营使","19","19","38"
"循州","19","19","38"
"平安","1","37","38"
"帅守","19","19","38"
"臣刘","17","21","38"
"川陕","15","23","38"
"在建","4","34","38"
"不按","1","37","38"
"义问","18","20","38"
"调发","15","23","38"
"祖泰","18","20","38"
"崔与","17","21","38"
"到官","5","33","38"
"时常","2","36","38"
"草制","26","12","38"
"员都","2","36","38"
"再用","5","33","38"
"某人","10","28","38"
"通达","3","35","38"
"起大","6","32","38"
"廷议","15","23","38"
"旦曰","38","0","38"
"沉默","2","36","38"
"捷报","1","37","38"
"千言","24","14","38"
"判决","1","37","38"
"阿谀","4","34","38"
"触犯","1","37","38"
"辰曰","4","34","38"
"力陈","12","26","38"
"而他","3","35","38"
"宽容","1","37","38"
"功升","1","37","38"
"慎重","1","37","38"
"他也","2","36","38"
"任吏","1","37","38"
"半夜","2","36","38"
"祝寿","1","37","38"
"兵和","1","37","38"
"等地","1","37","38"
"的尸","0","38","38"
"不管","0","38","38"
"没收","0","38","38"
"正式","0","38","38"
"的品","0","38","38"
"神的","0","38","38"
"路的","0","38","38"
"众的","0","38","38"
"载的","0","38","38"
"先的","0","38","38"
"室的","0","38","38"
"天早","0","38","38"
"越过","0","38","38"
"下雪","0","38","38"
"话的","0","38","38"
"会儿","0","38","38"
"的力","0","38","38"
"价格","0","38","38"
"般的","0","38","38"
"好了","0","38","38"
"集在","0","38","38"
"功的","0","38","38"
"的骑","0","38","38"
"著的","0","38","38"
"的实","0","38","38"
"你是","0","38","38"
"力的","0","38","38"
"司的","0","38","38"
"守孝","0","38","38"
"河的","0","38","38"
"为借","0","38","38"
"病的","0","38","38"
"绝了","0","38","38"
"谣说","0","38","38"
"午曰","0","38","38"
"攫王","0","38","38"
"任提","0","38","38"
"人担","0","38","38"
"截断","0","38","38"
"最初","0","38","38"
"暗地","0","38","38"
"即将","0","38","38"
"队攻","0","38","38"
"劝勉","0","38","38"
"的推","0","38","38"
"么天","0","38","38"
"裹说","0","38","38"
"的宗","0","38","38"
"伏在","0","38","38"
"次到","0","38","38"
"白獐","0","38","38"
"雀出","0","38","38"
"决辞","0","38","38"
"军侵","0","38","38"
"他推","0","38","38"
"子沈","0","38","38"
"在闹","0","38","38"
"阎门","0","38","38"
"去其","24","13","37"
"农事","9","28","37"
"未拜","30","7","37"
"朔方","20","17","37"
"正声","17","20","37"
"虫之","19","18","37"
"以臣","28","9","37"
"以龙","25","12","37"
"夺其","33","4","37"
"之谓","37","0","37"
"其义","35","2","37"
"皇天","12","25","37"
"平日","21","16","37"
"行其","27","10","37"
"心丧","16","21","37"
"生民","32","5","37"
"并用","15","22","37"
"国不","22","15","37"
"者众","33","4","37"
"众皆","37","0","37"
"自谓","36","1","37"
"所闻","23","14","37"
"举之","29","8","37"
"岂能","19","18","37"
"进之","27","10","37"
"虚心","15","22","37"
"之手","10","27","37"
"以与","20","17","37"
"必死","21","16","37"
"于内","28","9","37"
"惊扰","17","20","37"
"有明","10","27","37"
"以人","22","15","37"
"可复","33","4","37"
"自去","11","26","37"
"器甲","25","12","37"
"国通","19","18","37"
"王莽","14","23","37"
"则无","34","3","37"
"马大","17","20","37"
"昭穆","21","16","37"
"谏之","25","12","37"
"道育","18","19","37"
"有同","6","31","37"
"遭母","7","30","37"
"至自","34","3","37"
"食国","18","19","37"
"以赐","34","3","37"
"乃遣","37","0","37"
"巢穴","16","21","37"
"其形","25","12","37"
"其租","28","9","37"
"其亲","28","9","37"
"国四","15","22","37"
"当国","30","7","37"
"集议","34","3","37"
"特立","23","14","37"
"言而","27","10","37"
"之备","36","1","37"
"其月","35","2","37"
"刘粹","17","20","37"
"敬弘","15","22","37"
"北大","19","18","37"
"稽太","17","20","37"
"被害","14","23","37"
"建二","18","19","37"
"南昌","20","17","37"
"晋海","19","18","37"
"晋明","18","19","37"
"葛恪","12","25","37"
"直郎","18","19","37"
"王钱","13","24","37"
"田重","16","21","37"
"代都","5","32","37"
"王昭","11","26","37"
"多疾","28","9","37"
"世孙","18","19","37"
"准为","15","22","37"
"烈皇","19","18","37"
"公弼","18","19","37"
"刑院","18","19","37"
"等进","14","23","37"
"者四","29","8","37"
"之奇","18","19","37"
"中王","17","20","37"
"许翰","11","26","37"
"命御","11","26","37"
"聂昌","8","29","37"
"宜文","18","19","37"
"以钱","29","8","37"
"更不","13","24","37"
"代行","10","27","37"
"卒以","34","3","37"
"人复","34","3","37"
"兴等","18","19","37"
"善湘","16","21","37"
"观兼","19","18","37"
"奉太","14","23","37"
"靖州","17","20","37"
"环卫","17","20","37"
"天门","16","21","37"
"除旧","15","22","37"
"其先","32","5","37"
"判河","22","15","37"
"迁为","10","27","37"
"判吏","20","17","37"
"又徙","31","6","37"
"益柔","16","21","37"
"再迁","31","6","37"
"理财","14","23","37"
"指南","12","25","37"
"及三","30","7","37"
"大志","16","21","37"
"旬日","35","2","37"
"复还","34","3","37"
"死战","20","17","37"
"封赏","6","31","37"
"失色","21","16","37"
"分军","27","10","37"
"分遣","31","6","37"
"班剑","19","18","37"
"父之","27","10","37"
"方兴","22","15","37"
"园陵","19","18","37"
"无礼","18","19","37"
"为战","11","26","37"
"必先","30","7","37"
"之长","26","11","37"
"令陈","9","28","37"
"之月","20","17","37"
"常在","11","26","37"
"朔日","10","27","37"
"相约","3","34","37"
"古者","36","1","37"
"为丧","31","6","37"
"刘备","11","26","37"
"时是","2","35","37"
"后土","20","17","37"
"以同","17","20","37"
"有终","21","16","37"
"家事","19","18","37"
"正义","3","34","37"
"慨然","26","11","37"
"文昌","19","18","37"
"言以","26","11","37"
"有警","25","12","37"
"以全","28","9","37"
"有故","33","4","37"
"已上","32","5","37"
"送往","4","33","37"
"牺牲","5","32","37"
"人意","14","23","37"
"中官","20","17","37"
"武泰","19","18","37"
"爱好","5","32","37"
"以修","20","17","37"
"言行","9","28","37"
"光为","16","21","37"
"天水","18","19","37"
"宦者","32","5","37"
"在洛","10","27","37"
"政者","10","27","37"
"在扬","11","26","37"
"杀王","10","27","37"
"在临","5","32","37"
"军有","13","24","37"
"犯木","2","35","37"
"职不","3","34","37"
"嵩山","16","21","37"
"之孽","18","19","37"
"威福","28","9","37"
"宽厚","9","28","37"
"时刘","8","29","37"
"子上","5","32","37"
"留任","4","33","37"
"文宣","20","17","37"
"使陈","19","18","37"
"江口","19","18","37"
"义勇","17","20","37"
"回师","3","34","37"
"镇之","19","18","37"
"以病","28","9","37"
"政不","22","15","37"
"引导","1","36","37"
"捕之","35","2","37"
"亲政","23","14","37"
"不求","25","12","37"
"州中","7","30","37"
"争夺","2","35","37"
"世传","18","19","37"
"求在","1","36","37"
"抗拒","3","34","37"
"出境","19","18","37"
"国政","11","26","37"
"周太","8","29","37"
"常参","18","19","37"
"麟州","13","24","37"
"士安","18","19","37"
"与宰","17","20","37"
"濮州","19","18","37"
"赃吏","19","18","37"
"察官","18","19","37"
"令州","9","28","37"
"请降","29","8","37"
"卢斌","1","36","37"
"成州","18","19","37"
"嘉州","17","20","37"
"荣州","18","19","37"
"衢州","25","12","37"
"通州","16","21","37"
"方军","2","35","37"
"晁迥","9","28","37"
"离京","1","36","37"
"顺行","4","33","37"
"运粮","13","24","37"
"请祠","36","1","37"
"御集","29","8","37"
"请对","28","9","37"
"西经","17","20","37"
"任监","3","34","37"
"吕诲","15","22","37"
"辽主","18","19","37"
"垂拱","20","17","37"
"招谕","19","18","37"
"试中","20","17","37"
"李常","9","28","37"
"今后","7","30","37"
"酒税","18","19","37"
"德宫","18","19","37"
"正中","13","24","37"
"和皇","5","32","37"
"宗诏","9","28","37"
"翔府","19","18","37"
"张去","8","29","37"
"干预","3","34","37"
"胡寅","15","22","37"
"驻兵","13","24","37"
"并将","2","35","37"
"论时","15","22","37"
"该以","1","36","37"
"知阁","32","5","37"
"嘉泰","15","22","37"
"暴露","7","30","37"
"二秩","27","10","37"
"府少","18","19","37"
"胡瑗","7","30","37"
"敦颐","10","27","37"
"宗将","16","21","37"
"手持","2","35","37"
"分路","10","27","37"
"时任","4","33","37"
"勉强","4","33","37"
"袁枢","2","35","37"
"手中","1","36","37"
"尊敬","1","36","37"
"在边","5","32","37"
"蔡元","2","35","37"
"子说","1","36","37"
"时便","1","36","37"
"是应","1","36","37"
"为由","2","35","37"
"著名","1","36","37"
"我自","3","34","37"
"在永","3","34","37"
"五种","1","36","37"
"奏书","2","35","37"
"活着","0","37","37"
"宽恕","0","37","37"
"盛的","0","37","37"
"立了","0","37","37"
"人想","0","37","37"
"所做","0","37","37"
"夏季","0","37","37"
"周朝","0","37","37"
"敬献","0","37","37"
"现今","0","37","37"
"的福","0","37","37"
"和的","0","37","37"
"观赏","0","37","37"
"僭越","0","37","37"
"人回","0","37","37"
"上没","0","37","37"
"活动","0","37","37"
"失的","0","37","37"
"实的","0","37","37"
"们在","0","37","37"
"望的","0","37","37"
"除他","0","37","37"
"看重","0","37","37"
"流泪","0","37","37"
"结交","0","37","37"
"才的","0","37","37"
"恨他","0","37","37"
"宗没","0","37","37"
"祠观","0","37","37"
"离朝","0","37","37"
"邪的","0","37","37"
"诉了","0","37","37"
"用它","0","37","37"
"束井","0","37","37"
"酉曰","0","37","37"
"时属","0","37","37"
"附朝","0","37","37"
"夜里","0","37","37"
"在石","0","37","37"
"秉承","0","37","37"
"他交","0","37","37"
"他和","0","37","37"
"重他","0","37","37"
"扩大","0","37","37"
"的决","0","37","37"
"都的","0","37","37"
"振兴","0","37","37"
"也在","0","37","37"
"发表","0","37","37"
"部的","0","37","37"
"等候","0","37","37"
"享年","0","37","37"
"次派","0","37","37"
"部边","0","37","37"
"醛泉","0","37","37"
"钦二","0","37","37"
"县知","0","37","37"
"次任","0","37","37"
"诸君","28","8","36"
"大晋","20","16","36"
"之方","30","6","36"
"以名","33","3","36"
"以昭","19","17","36"
"郊庙","23","13","36"
"之辞","23","13","36"
"会通","13","23","36"
"制服","8","28","36"
"宜以","36","0","36"
"以立","26","10","36"
"时用","7","29","36"
"于文","23","13","36"
"所乘","22","14","36"
"以配","20","16","36"
"军旅","29","7","36"
"领之","34","2","36"
"万安","20","16","36"
"为多","29","7","36"
"事变","10","26","36"
"此言","32","4","36"
"凡有","19","17","36"
"以德","27","9","36"
"以奉","33","3","36"
"其性","30","6","36"
"为德","18","18","36"
"且以","21","15","36"
"金石","24","12","36"
"之举","21","15","36"
"谁能","6","30","36"
"而入","18","18","36"
"则可","22","14","36"
"而动","20","16","36"
"书奏","21","15","36"
"幼时","7","29","36"
"疆场","21","15","36"
"或是","4","32","36"
"意也","33","3","36"
"忧去","36","0","36"
"去位","33","3","36"
"故有","32","4","36"
"升州","17","19","36"
"以恩","26","10","36"
"修德","25","11","36"
"是军","4","32","36"
"茂良","18","18","36"
"继之","29","7","36"
"之请","25","11","36"
"家为","17","19","36"
"童子","21","15","36"
"或谓","36","0","36"
"贼将","21","15","36"
"义欣","19","17","36"
"朔望","27","9","36"
"夏侯","17","19","36"
"议郎","18","18","36"
"张衡","15","21","36"
"嘉平","18","18","36"
"平五","16","20","36"
"汉桓","18","18","36"
"帝延","18","18","36"
"延光","19","17","36"
"帝始","31","5","36"
"王铄","28","8","36"
"亲军","18","18","36"
"右厢","18","18","36"
"内部","4","32","36"
"桂州","17","19","36"
"知院","22","14","36"
"赵安","16","20","36"
"十之","26","10","36"
"灵观","17","19","36"
"曰文","30","6","36"
"郎李","18","18","36"
"第出","16","20","36"
"孙复","7","29","36"
"为贤","20","16","36"
"曾公","18","18","36"
"为华","13","23","36"
"管勾","20","16","36"
"县为","20","16","36"
"治中","17","19","36"
"少宰","17","19","36"
"兵所","23","13","36"
"吉阳","18","18","36"
"不急","19","17","36"
"急之","16","20","36"
"天仪","9","27","36"
"安庆","18","18","36"
"焕章","18","18","36"
"时被","3","33","36"
"潜为","16","20","36"
"下各","9","27","36"
"卫官","15","21","36"
"天变","18","18","36"
"在危","14","22","36"
"勾巳","19","17","36"
"家庙","18","18","36"
"年改","7","29","36"
"在战","2","34","36"
"支判","18","18","36"
"河州","18","18","36"
"权同","24","12","36"
"孙甫","4","32","36"
"士甲","16","20","36"
"东封","19","17","36"
"外制","17","19","36"
"司干","18","18","36"
"相史","18","18","36"
"嘉熙","13","23","36"
"守者","29","7","36"
"时方","33","3","36"
"家贫","28","8","36"
"初为","33","3","36"
"廷有","10","26","36"
"疾疫","29","7","36"
"为会","19","17","36"
"降服","3","33","36"
"州主","14","22","36"
"进至","21","15","36"
"名位","19","17","36"
"屯骑","18","18","36"
"射之","32","4","36"
"伐蜀","22","14","36"
"之末","23","13","36"
"大角","15","21","36"
"于吴","15","21","36"
"赐爵","16","20","36"
"前所","13","23","36"
"来年","15","21","36"
"诏有","29","7","36"
"以百","28","8","36"
"书于","30","6","36"
"沈文","16","20","36"
"除江","11","25","36"
"人追","11","25","36"
"尝以","36","0","36"
"阳气","9","27","36"
"学于","21","15","36"
"能知","11","25","36"
"其法","34","2","36"
"四寸","18","18","36"
"服其","34","2","36"
"代不","9","27","36"
"太过","7","29","36"
"在帝","16","20","36"
"聚于","14","22","36"
"假使","5","31","36"
"注意","2","34","36"
"有在","9","27","36"
"所论","22","14","36"
"水不","17","19","36"
"居官","24","12","36"
"谦之","19","17","36"
"治天","15","21","36"
"明文","17","19","36"
"后三","15","21","36"
"又云","36","0","36"
"始有","18","18","36"
"唯独","1","35","36"
"以集","18","18","36"
"事可","12","24","36"
"此可","10","26","36"
"王以","20","16","36"
"时天","15","21","36"
"奇怪","1","35","36"
"通天","17","19","36"
"赤黄","18","18","36"
"武备","22","14","36"
"官而","18","18","36"
"万民","11","25","36"
"诏御","22","14","36"
"人并","20","16","36"
"九成","17","19","36"
"自到","1","35","36"
"降之","30","6","36"
"亡国","13","23","36"
"传于","17","19","36"
"长寿","9","27","36"
"歌诗","12","24","36"
"何澹","15","21","36"
"制以","28","8","36"
"为执","15","21","36"
"气出","18","18","36"
"兵乱","29","7","36"
"退守","13","23","36"
"为饥","35","1","36"
"残破","14","22","36"
"饿死","10","26","36"
"有阴","11","25","36"
"师出","17","19","36"
"力以","23","13","36"
"怒曰","35","1","36"
"入其","30","6","36"
"正值","1","35","36"
"祥也","36","0","36"
"固执","11","25","36"
"中得","16","20","36"
"历城","17","19","36"
"民家","29","7","36"
"军使","16","20","36"
"时宰","17","19","36"
"堂上","14","22","36"
"女人","7","29","36"
"主意","6","30","36"
"表称","18","18","36"
"东军","19","17","36"
"奔赴","3","33","36"
"用钱","13","23","36"
"百骑","23","13","36"
"能一","5","31","36"
"冤枉","2","34","36"
"在州","9","27","36"
"同为","10","26","36"
"掌书","20","16","36"
"威名","13","23","36"
"抚慰","8","28","36"
"江以","14","22","36"
"为敌","15","21","36"
"边郡","17","19","36"
"能容","10","26","36"
"有怨","10","26","36"
"以复","30","6","36"
"分散","2","34","36"
"论以","23","13","36"
"增兵","10","26","36"
"是宋","2","34","36"
"我已","6","30","36"
"送来","1","35","36"
"赵昌","16","20","36"
"地势","8","28","36"
"迁居","4","32","36"
"制成","3","33","36"
"米一","15","21","36"
"令李","4","32","36"
"官李","16","20","36"
"诏州","23","13","36"
"州回","12","24","36"
"参官","18","18","36"
"命陈","7","29","36"
"经学","10","26","36"
"李煜","14","22","36"
"进来","2","34","36"
"臣进","14","22","36"
"读官","17","19","36"
"元份","18","18","36"
"赵保","17","19","36"
"殿崇","18","18","36"
"诏陕","22","14","36"
"除两","5","31","36"
"交阯","36","0","36"
"抚河","16","20","36"
"教阅","18","18","36"
"河流","3","33","36"
"祀汾","19","17","36"
"税一","12","24","36"
"责罚","3","33","36"
"令御","8","28","36"
"嘉祐","32","4","36"
"上门","4","32","36"
"曾任","3","33","36"
"请行","31","5","36"
"买卖","2","34","36"
"以端","20","16","36"
"忠锐","18","18","36"
"小官","3","33","36"
"屈己","18","18","36"
"年上","8","28","36"
"军居","16","20","36"
"除知","33","3","36"
"犒赏","9","27","36"
"面对","11","25","36"
"友龙","18","18","36"
"事势","21","15","36"
"柴中","4","32","36"
"军交","3","33","36"
"星消","2","34","36"
"修身","12","24","36"
"胃宿","2","34","36"
"拜谢","8","28","36"
"宗征","8","28","36"
"都校","18","18","36"
"人果","13","23","36"
"相时","3","33","36"
"轻率","3","33","36"
"曾对","2","34","36"
"盗窃","4","32","36"
"力主","15","21","36"
"一是","1","35","36"
"名分","8","28","36"
"诚意","6","30","36"
"贤才","2","34","36"
"答皇","1","35","36"
"名人","8","28","36"
"堡垒","1","35","36"
"井之","1","35","36"
"役的","0","36","36"
"事件","0","36","36"
"涉及","0","36","36"
"取的","0","36","36"
"回归","0","36","36"
"合适","0","36","36"
"称呼","0","36","36"
"的宫","0","36","36"
"明显","0","36","36"
"对这","0","36","36"
"的和","0","36","36"
"赶走","0","36","36"
"的对","0","36","36"
"远远","0","36","36"
"干的","0","36","36"
"舍弃","0","36","36"
"对我","0","36","36"
"坏的","0","36","36"
"我这","0","36","36"
"的想","0","36","36"
"想把","0","36","36"
"了太","0","36","36"
"告给","0","36","36"
"把自","0","36","36"
"没被","0","36","36"
"一共","0","36","36"
"降雪","0","36","36"
"多久","0","36","36"
"犯了","0","36","36"
"他写","0","36","36"
"的禁","0","36","36"
"九个","0","36","36"
"旧担","0","36","36"
"禹翶","0","36","36"
"捉住","0","36","36"
"到海","0","36","36"
"急迫","0","36","36"
"到临","0","36","36"
"因功","0","36","36"
"兵打","0","36","36"
"到军","0","36","36"
"子都","0","36","36"
