"N-gram","宋史原文","宋史翻译","Total"
"丘祭祀天","0","24","24"
"命令刘光","0","24","24"
"学士身份","0","24","24"
"到重华宫","0","24","24"
"星色苍白","0","24","24"
"授任他为","0","24","24"
"中央大星","11","12","23"
"七年三月","11","12","23"
"十年正月","11","12","23"
"年二月甲","12","11","23"
"帝永康元","12","11","23"
"年六月丁","12","11","23"
"年五月辛","12","11","23"
"明帝青龙","13","10","23"
"晋元帝永","11","12","23"
"年正月己","14","9","23"
"东海太守","12","11","23"
"侍卫亲军","11","12","23"
"殿前副都","12","11","23"
"平军节度","12","11","23"
"事兼知枢","12","11","23"
"邑五百户","13","10","23"
"宁武军节","12","11","23"
"置使兼知","20","3","23"
"太祖实录","11","12","23"
"淳化二年","10","13","23"
"书工部侍","12","11","23"
"史知杂事","12","11","23"
"州刺史杜","11","12","23"
"八年四月","11","12","23"
"安南将军","11","12","23"
"祖文皇帝","12","11","23"
"步兵校尉","12","11","23"
"二月乙未","19","4","23"
"史刘道隆","12","11","23"
"前军将军","11","12","23"
"帝泰始元","12","11","23"
"嘉十一年","11","12","23"
"县开国侯","12","11","23"
"璇玑玉衡","2","21","23"
"星犯舆鬼","6","17","23"
"中有黑子","21","2","23"
"时年五十","16","7","23"
"年七十二","11","12","23"
"国遣使来","22","1","23"
"千牛卫大","11","12","23"
"牛卫大将","11","12","23"
"林侍读学","12","11","23"
"单州团练","11","12","23"
"命御史中","4","19","23"
"各举所知","21","2","23"
"领枢密院","12","11","23"
"召赴行在","21","2","23"
"工部员外","12","11","23"
"寿观兼侍","12","11","23"
"败金人于","23","0","23"
"湖南转运","10","13","23"
"浙东安抚","11","12","23"
"论功行赏","5","18","23"
"建隆二年","11","12","23"
"大逆不道","7","16","23"
"为大理评","13","10","23"
"不能成功","4","19","23"
"不以为然","6","17","23"
"没有改变","0","23","23"
"皇帝车驾","0","23","23"
"了很长时","0","23","23"
"当地土产","0","23","23"
"这天晚上","0","23","23"
"月亮进人","0","23","23"
"他被任命","0","23","23"
"贤能的人","0","23","23"
"实际情况","0","23","23"
"青色绶带","0","23","23"
"任命翰林","0","23","23"
"朝永元铜","0","23","23"
"派遣将领","0","23","23"
"三个儿子","0","23","23"
"治理天下","0","23","23"
"皇帝诏令","0","23","23"
"帝下诏令","0","23","23"
"朝见皇帝","0","23","23"
"没有答应","0","23","23"
"上奏朝廷","0","23","23"
"很不高兴","0","23","23"
"坚决辞谢","0","23","23"
"骑马射箭","0","23","23"
"召回朝廷","0","23","23"
"六月初二","0","23","23"
"园设宴射","0","23","23"
"契丹使臣","0","23","23"
"百姓租税","0","23","23"
"夏军攻打","0","23","23"
"各自推举","0","23","23"
"推举可以","0","23","23"
"遣使臣安","0","23","23"
"任命资政","0","23","23"
"犯罪刑一","0","23","23"
"福州知州","0","23","23"
"轻举妄动","0","23","23"
"请求离职","0","23","23"
"祝贺会庆","0","23","23"
"任知制诰","0","23","23"
"军檀道济","10","12","22"
"为冀州刺","10","12","22"
"刺史彭城","13","9","22"
"以尚书左","17","5","22"
"将军齐王","11","11","22"
"一百三十","7","15","22"
"进贤两梁","10","12","22"
"贤两梁冠","10","12","22"
"百六十五","11","11","22"
"年七月丙","11","11","22"
"年六月庚","11","11","22"
"咸康元年","11","11","22"
"十年四月","11","11","22"
"二月己丑","15","7","22"
"元康四年","11","11","22"
"帝建武元","11","11","22"
"九年四月","11","11","22"
"元帝永昌","11","11","22"
"年正月癸","11","11","22"
"七年十月","11","11","22"
"义熙九年","10","12","22"
"太尉参军","11","11","22"
"成军节度","11","11","22"
"军副都指","11","11","22"
"步军都指","11","11","22"
"城节度使","11","11","22"
"以吏部尚","19","3","22"
"为礼部侍","8","14","22"
"太子少师","11","11","22"
"皇太后尊","10","12","22"
"三班奉职","12","10","22"
"诸科及第","16","6","22"
"为山陵使","12","10","22"
"前军统制","11","11","22"
"二月戊寅","18","4","22"
"主管殿前","11","11","22"
"管殿前司","11","11","22"
"九年春正","11","11","22"
"淮南转运","11","11","22"
"贾似道为","8","14","22"
"京湖安抚","11","11","22"
"湖安抚制","11","11","22"
"食邑五百","12","10","22"
"御前诸军","14","8","22"
"乾道元年","11","11","22"
"行营马步","11","11","22"
"义军节度","11","11","22"
"祠部员外","11","11","22"
"进银台司","9","13","22"
"直舍人院","10","12","22"
"省著作佐","11","11","22"
"院同修撰","11","11","22"
"宝庆元年","11","11","22"
"录院检讨","11","11","22"
"绍定元年","11","11","22"
"军大将军","11","11","22"
"都水使者","11","11","22"
"子左卫率","15","7","22"
"二州诸军","12","10","22"
"王者恶之","22","0","22"
"五谷不成","11","11","22"
"是其应也","22","0","22"
"元康九年","11","11","22"
"光熙元年","11","11","22"
"一百六十","9","13","22"
"熙十一年","8","14","22"
"治中从事","11","11","22"
"月戊子朔","20","2","22"
"立功将士","11","11","22"
"诸路转运","21","1","22"
"景灵宫使","11","11","22"
"军国大事","5","17","22"
"内侍省押","11","11","22"
"侍省押班","11","11","22"
"南京鸿庆","11","11","22"
"京鸿庆宫","11","11","22"
"于景灵宫","18","4","22"
"步军副总","11","11","22"
"军副总管","11","11","22"
"判大宗正","11","11","22"
"西转运判","11","11","22"
"检校少傅","10","12","22"
"西转运副","11","11","22"
"军统制张","11","11","22"
"神卫四厢","12","10","22"
"以徽猷阁","14","8","22"
"陕宣抚司","11","11","22"
"荣州刺史","11","11","22"
"绍兴二年","7","15","22"
"敷文阁直","11","11","22"
"改明年为","10","12","22"
"等来贺会","22","0","22"
"来贺会庆","22","0","22"
"提举佑神","11","11","22"
"举佑神观","11","11","22"
"贺瑞庆节","11","11","22"
"直华文阁","11","11","22"
"诏令侍从","1","21","22"
"为敷文阁","3","19","22"
"流星犯之","22","0","22"
"太白犯之","22","0","22"
"建炎二年","9","13","22"
"主完颜亮","1","21","22"
"考查占书","0","22","22"
"占书可知","0","22","22"
"朝处理政","0","22","22"
"有见识的","0","22","22"
"见识的人","0","22","22"
"奸邪的人","0","22","22"
"的老百姓","0","22","22"
"任命吏部","0","22","22"
"汉代旧名","0","22","22"
"前汉时属","0","22","22"
"七月初四","0","22","22"
"州发生地","0","22","22"
"上尊号为","0","22","22"
"一月初二","0","22","22"
"女主有忧","0","22","22"
"任御史中","0","22","22"
"被加官为","0","22","22"
"知道他的","0","22","22"
"亲自策试","0","22","22"
"自己的儿","0","22","22"
"为什么要","0","22","22"
"的士大夫","0","22","22"
"王刘义宣","0","22","22"
"出现于南","0","22","22"
"星白天在","0","22","22"
"亲自率领","0","22","22"
"出现在东","0","22","22"
"安王刘子","0","22","22"
"送到朝廷","0","22","22"
"丧期满后","0","22","22"
"任命为太","0","22","22"
"他的官职","0","22","22"
"他的军队","0","22","22"
"九月初五","0","22","22"
"十月初三","0","22","22"
"七月初六","0","22","22"
"丹派遣使","0","22","22"
"九月初三","0","22","22"
"得到答复","0","22","22"
"大赦全国","0","22","22"
"以上官员","0","22","22"
"举可以担","0","22","22"
"各位将领","0","22","22"
"星白天显","0","22","22"
"白天显现","0","22","22"
"金军攻破","0","22","22"
"来祝贺会","0","22","22"
"五星侵犯","0","22","22"
"景佑观测","0","22","22"
"佑观测验","0","22","22"
"王公大人","0","22","22"
"野地区有","0","22","22"
"月丁酉朔","21","0","21"
"南郡太守","9","12","21"
"为青州刺","11","10","21"
"州刺史彭","13","8","21"
"萧思话为","10","11","21"
"史沈攸之","11","10","21"
"司徒左长","11","10","21"
"徒左长史","11","10","21"
"进贤一梁","10","11","21"
"贤一梁冠","10","11","21"
"魏明帝景","12","9","21"
"明帝景初","12","9","21"
"年二月乙","11","10","21"
"十余万人","10","11","21"
"义熙五年","10","11","21"
"帝咸宁元","10","11","21"
"嘉二十八","9","12","21"
"升明二年","10","11","21"
"元嘉六年","10","11","21"
"义熙三年","11","10","21"
"元康五年","10","11","21"
"二月壬午","15","6","21"
"二月丙辰","15","6","21"
"年四月甲","11","10","21"
"豫章太守","11","10","21"
"武成王庙","11","10","21"
"月乙未朔","20","1","21"
"部尚书兼","10","11","21"
"淮东总领","10","11","21"
"兼给事中","11","10","21"
"知镇江府","15","6","21"
"四川总领","11","10","21"
"江南西路","6","15","21"
"唐开元游","20","1","21"
"在赤道外","11","10","21"
"秦王廷美","13","8","21"
"立为皇太","12","9","21"
"分司西京","15","6","21"
"平兴国五","7","14","21"
"兴国五年","7","14","21"
"拜尚书右","19","2","21"
"州路转运","8","13","21"
"军节度推","11","10","21"
"钱五十万","8","13","21"
"实录院检","10","11","21"
"召试馆职","15","6","21"
"元兴元年","11","10","21"
"兗二州刺","21","0","21"
"西阳太守","11","10","21"
"于华林园","19","2","21"
"冬十月丁","20","1","21"
"冬十月己","21","0","21"
"淮南太守","10","11","21"
"为南平王","10","11","21"
"二月癸卯","18","3","21"
"太尉江夏","11","10","21"
"尉江夏王","11","10","21"
"延康元年","11","10","21"
"祀昊天上","11","10","21"
"将相有忧","4","17","21"
"义熙七年","9","12","21"
"即位以来","8","13","21"
"日中有黑","21","0","21"
"书吏部郎","10","11","21"
"年六十一","11","10","21"
"年五十七","11","10","21"
"宰相赵普","10","11","21"
"春正月壬","21","0","21"
"江军节度","10","11","21"
"州县官吏","6","15","21"
"流以下释","21","0","21"
"太子少傅","11","10","21"
"二十五万","10","11","21"
"置三司条","8","13","21"
"为武泰军","8","13","21"
"太学生陈","10","11","21"
"韩世忠军","5","16","21"
"参议军事","11","10","21"
"释杖以下","21","0","21"
"为兵部侍","5","16","21"
"京西转运","10","11","21"
"嘉定元年","10","11","21"
"客星守之","21","0","21"
"神宗即位","9","12","21"
"天下之人","11","10","21"
"林学士兼","10","11","21"
"祖宗以来","12","9","21"
"为校书郎","6","15","21"
"国家的根","0","21","21"
"就是这样","0","21","21"
"查占书可","0","21","21"
"改朝换代","0","21","21"
"上朝处理","0","21","21"
"谥号为忠","0","21","21"
"皇上命令","0","21","21"
"身边的人","0","21","21"
"同意了他","0","21","21"
"黑色绶带","0","21","21"
"数以万计","0","21","21"
"州发生大","0","21","21"
"任命尚书","0","21","21"
"为同签书","0","21","21"
"以城投降","0","21","21"
"升任尚书","0","21","21"
"任秘书省","0","21","21"
"左右的人","0","21","21"
"为南兖州","0","21","21"
"春正月二","0","21","21"
"不是这样","0","21","21"
"己的儿子","0","21","21"
"没有儿子","0","21","21"
"的两个儿","0","21","21"
"关部门上","0","21","21"
"上奏弹劾","0","21","21"
"人有忧患","0","21","21"
"这难道是","0","21","21"
"出现黑子","0","21","21"
"距京都水","0","21","21"
"京都水路","0","21","21"
"士大夫们","0","21","21"
"请求恢复","0","21","21"
"多少不等","0","21","21"
"全斌等人","0","21","21"
"四月初五","0","21","21"
"加进士考","0","21","21"
"任枢密使","0","21","21"
"三月初四","0","21","21"
"朝廷请求","0","21","21"
"在押囚犯","0","21","21"
"四月初六","0","21","21"
"下诏监司","0","21","21"
"金朝派遣","0","21","21"
"扬州知州","0","21","21"
"因久雨不","0","21","21"
"国祝贺新","0","21","21"
"进入侵犯","0","21","21"
"买米价贵","0","21","21"
"熙十四年","9","11","20"
"诏皇太子","12","8","20"
"将军檀道","8","12","20"
"史彭城王","12","8","20"
"军行参军","11","9","20"
"州刺史檀","10","10","20"
"为中书监","7","13","20"
"刺史萧思","10","10","20"
"史萧思话","10","10","20"
"刺史王玄","10","10","20"
"为扬州刺","13","7","20"
"军湘东王","10","10","20"
"阳王休祐","18","2","20"
"右军将军","9","11","20"
"宣威将军","10","10","20"
"四百八十","10","10","20"
"年三月癸","10","10","20"
"二月甲辰","15","5","20"
"二月戊辰","16","4","20"
"年七月己","10","10","20"
"咸和六年","9","11","20"
"月入南斗","11","9","20"
"二月壬子","16","4","20"
"犯轩辕大","10","10","20"
"轩辕大星","10","10","20"
"太和四年","9","11","20"
"义熙六年","10","10","20"
"帝元康元","10","10","20"
"帝孝建元","10","10","20"
"晋海西公","7","13","20"
"八年六月","10","10","20"
"帝元徽元","10","10","20"
"元嘉五年","9","11","20"
"年四月丁","10","10","20"
"惠帝永宁","10","10","20"
"年十月辛","11","9","20"
"永嘉元年","10","10","20"
"庐陵王绍","16","4","20"
"兼太子少","10","10","20"
"氏为德妃","10","10","20"
"文彦博为","8","12","20"
"延康殿学","10","10","20"
"康殿学士","10","10","20"
"皇后王氏","12","8","20"
"太宰兼门","10","10","20"
"宰兼门下","10","10","20"
"虞部员外","10","10","20"
"都统制王","10","10","20"
"统制王德","10","10","20"
"西路安抚","10","10","20"
"兼资善堂","11","9","20"
"监门卫大","10","10","20"
"门卫大将","10","10","20"
"成都府路","9","11","20"
"食邑一千","6","14","20"
"邑一千户","6","14","20"
"知临安府","16","4","20"
"湖广总领","10","10","20"
"北安抚使","8","12","20"
"前诸军都","13","7","20"
"副都承旨","10","10","20"
"华文阁待","10","10","20"
"马军都虞","10","10","20"
"庆元元年","10","10","20"
"年六月辛","10","10","20"
"大元帅府","9","11","20"
"营马步军","10","10","20"
"咸平三年","7","13","20"
"平兴国三","8","12","20"
"兴国三年","8","12","20"
"左赞善大","10","10","20"
"平兴国八","4","16","20"
"兴国八年","4","16","20"
"观察判官","10","10","20"
"兼中书舍","10","10","20"
"直宝文阁","10","10","20"
"相史弥远","10","10","20"
"国子司业","10","10","20"
"军国重事","11","9","20"
"宁宗即位","9","11","20"
"钦宗即位","8","12","20"
"并州刺史","10","10","20"
"右军参军","10","10","20"
"镇东将军","11","9","20"
"刺史庐陵","11","9","20"
"史庐陵王","11","9","20"
"平南将军","11","9","20"
"元熙元年","11","9","20"
"太祖文皇","10","10","20"
"长沙王义","16","4","20"
"二月庚寅","16","4","20"
"抚军司马","10","10","20"
"十一年春","10","10","20"
"五月丁卯","14","6","20"
"十五年春","10","10","20"
"刺史临川","10","10","20"
"史临川王","10","10","20"
"将军彭城","11","9","20"
"州刺史山","10","10","20"
"刺史山阳","10","10","20"
"以御史中","19","1","20"
"刺史巴陵","10","10","20"
"史巴陵王","10","10","20"
"太子舍人","9","11","20"
"二百四十","10","10","20"
"二百六十","10","10","20"
"七年九月","10","10","20"
"七年十一","10","10","20"
"三年之丧","15","5","20"
"五年九月","10","10","20"
"章皇太后","9","11","20"
"帝元嘉八","10","10","20"
"六年八月","10","10","20"
"年七月乙","10","10","20"
"年三月庚","10","10","20"
"为太上皇","10","10","20"
"仅以身免","15","5","20"
"讨司马休","10","10","20"
"二月壬辰","13","7","20"
"少帝景平","10","10","20"
"十一年五","10","10","20"
"一年五月","10","10","20"
"十四年七","10","10","20"
"义熙八年","9","11","20"
"帝元和中","20","0","20"
"武陵王骏","9","11","20"
"中从事史","10","10","20"
"言之不从","6","14","20"
"太祖元嘉","11","9","20"
"年六十四","10","10","20"
"定国军节","10","10","20"
"内外文武","10","10","20"
"遂幸玉津","20","0","20"
"二十二人","10","10","20"
"言极谏科","10","10","20"
"西川行营","10","10","20"
"职方员外","10","10","20"
"方员外郎","10","10","20"
"行军司马","10","10","20"
"知政事李","9","11","20"
"登闻鼓院","10","10","20"
"为保康军","6","14","20"
"诏转运使","10","10","20"
"命吏部尚","2","18","20"
"将作监主","10","10","20"
"作监主簿","10","10","20"
"钱一百万","6","14","20"
"京东转运","9","11","20"
"司马光为","7","13","20"
"路转运司","10","10","20"
"四川财赋","10","10","20"
"州制置使","10","10","20"
"博学宏词","9","11","20"
"学宏词科","9","11","20"
"乌陵思谋","8","12","20"
"宽恤诏令","10","10","20"
"金遣使来","20","0","20"
"开禧元年","10","10","20"
"宝谟阁直","11","9","20"
"知隆兴府","15","5","20"
"宝章阁待","10","10","20"
"绍兴三年","3","17","20"
"星色黄白","1","19","20"
"宝谟阁待","10","10","20"
"东提点刑","9","11","20"
"上书言事","1","19","20"
"绍兴六年","1","19","20"
"家的根本","0","20","20"
"黄白交点","0","20","20"
"五大行星","0","20","20"
"坚决请求","0","20","20"
"留下来的","0","20","20"
"自己的职","0","20","20"
"最终没有","0","20","20"
"现在应该","0","20","20"
"是这样的","0","20","20"
"赐给他们","0","20","20"
"朝廷军队","0","20","20"
"他们全部","0","20","20"
"他的名字","0","20","20"
"进贡当地","0","20","20"
"服丧期满","0","20","20"
"于是皇上","0","20","20"
"极力请求","0","20","20"
"南平王刘","0","20","20"
"庐陵王刘","0","20","20"
"九月初四","0","20","20"
"一月初六","0","20","20"
"等人率领","0","20","20"
"以下官员","0","20","20"
"任尚书右","0","20","20"
"传到朝廷","0","20","20"
"天下人都","0","20","20"
"建安王刘","0","20","20"
"安王刘休","0","20","20"
"王刘休仁","0","20","20"
"部门上奏","0","20","20"
"担任宰相","0","20","20"
"他的妻子","0","20","20"
"每句三字","0","20","20"
"句每句四","0","20","20"
"每句四字","0","20","20"
"陵王刘诞","0","20","20"
"白兔出现","0","20","20"
"朝见皇上","0","20","20"
"亲自处理","0","20","20"
"于是停止","0","20","20"
"被起用为","0","20","20"
"于是上奏","0","20","20"
"朝廷下诏","0","20","20"
"殿处理政","0","20","20"
"七月初五","0","20","20"
"死罪囚犯","0","20","20"
"遭受水灾","0","20","20"
"探视病情","0","20","20"
"可以任用","0","20","20"
"各路转运","0","20","20"
"命令侍从","0","20","20"
"以担任将","0","20","20"
"祭祀明堂","0","20","20"
"岳飞派遣","0","20","20"
"泉州知州","0","20","20"
"廷任命他","0","20","20"
"国祝贺正","0","20","20"
"久雨不晴","0","20","20"
"任宰相时","0","20","20"
"皇上于是","0","20","20"
"没有人敢","0","20","20"
"升为秘书","0","20","20"
"皇上面前","0","20","20"
"的身份为","0","20","20"
"腹心之臣","16","3","19"
"冗从仆射","10","9","19"
"为卫将军","7","12","19"
"二月庚午","16","3","19"
"刺史沈攸","10","9","19"
"六月甲戌","17","2","19"
"丹阳秣陵","10","9","19"
"二月甲寅","15","4","19"
"二百五十","10","9","19"
"将军司马","9","10","19"
"二月癸丑","17","2","19"
"惠帝永兴","10","9","19"
"建安二十","10","9","19"
"愍帝建武","10","9","19"
"正月丙子","13","6","19"
"隆安四年","10","9","19"
"升明元年","9","10","19"
"晋惠帝太","10","9","19"
"惠帝太安","10","9","19"
"元嘉七年","8","11","19"
"二月庚辰","16","3","19"
"五月丁丑","11","8","19"
"济阴太守","9","10","19"
"征南将军","10","9","19"
"太宗泰始","10","9","19"
"三州诸军","11","8","19"
"时年三十","14","5","19"
"向敏中为","9","10","19"
"前副都指","10","9","19"
"吕颐浩为","9","10","19"
"东路安抚","9","10","19"
"知江宁府","12","7","19"
"遣统制王","11","8","19"
"提举茶盐","9","10","19"
"置大使兼","10","9","19"
"清远军节","10","9","19"
"为四川安","10","9","19"
"安抚使兼","8","11","19"
"江东转运","10","9","19"
"保康军承","10","9","19"
"国史编修","10","9","19"
"直昭文馆","9","10","19"
"丞相史弥","10","9","19"
"月戊午朔","19","0","19"
"一千八百","6","13","19"
"东阳太守","10","9","19"
"为兗州刺","19","0","19"
"六月壬寅","13","6","19"
"月己亥朔","19","0","19"
"二月丙寅","15","4","19"
"沙王义欣","16","3","19"
"二月乙亥","16","3","19"
"二月辛丑","14","5","19"
"年四十七","12","7","19"
"义兴太守","10","9","19"
"宪皇太后","10","9","19"
"一千二百","6","13","19"
"十二分之","2","17","19"
"三百五十","9","10","19"
"十三年十","10","9","19"
"孝武太元","15","4","19"
"咸宁三年","11","8","19"
"年二月戊","10","9","19"
"亲耕籍田","4","15","19"
"年八月壬","10","9","19"
"句句三字","19","0","19"
"句句四字","19","0","19"
"闰十二月","4","15","19"
"六月辛卯","15","4","19"
"一百九十","8","11","19"
"永昌元年","10","9","19"
"月辛未朔","19","0","19"
"月甲午朔","19","0","19"
"年七十四","10","9","19"
"大行皇帝","13","6","19"
"年六十六","10","9","19"
"开封府尹","4","15","19"
"月甲戌朔","19","0","19"
"节度使刘","9","10","19"
"兵马监押","9","10","19"
"越国王钱","6","13","19"
"静海军节","9","10","19"
"月庚戌朔","19","0","19"
"以太子少","10","9","19"
"遣使安抚","19","0","19"
"纠察在京","11","8","19"
"皇太后曰","19","0","19"
"御殿复膳","16","3","19"
"节制陕西","13","6","19"
"知凤翔府","11","8","19"
"淮宣抚使","10","9","19"
"节制军马","11","8","19"
"检校少师","9","10","19"
"知兴元府","15","4","19"
"为侍御史","10","9","19"
"宁军承宣","9","10","19"
"常平茶盐","9","10","19"
"陈俊卿为","5","14","19"
"制置使赵","9","10","19"
"大元兵攻","12","7","19"
"举临安府","10","9","19"
"临安府洞","10","9","19"
"安府洞霄","10","9","19"
"府洞霄宫","10","9","19"
"理宗即位","8","11","19"
"五年进士","12","7","19"
"中进士第","9","10","19"
"为起居舍","3","16","19"
"建炎三年","5","14","19"
"越来越多","0","19","19"
"共同商议","0","19","19"
"没有记载","0","19","19"
"第二天早","0","19","19"
"这些都是","0","19","19"
"住的地方","0","19","19"
"不能改变","0","19","19"
"一点也不","0","19","19"
"作威作福","0","19","19"
"的儿子们","0","19","19"
"哥的儿子","0","19","19"
"贡当地土","0","19","19"
"发动叛乱","0","19","19"
"平王刘铄","0","19","19"
"到德寿宫","0","19","19"
"加官检校","0","19","19"
"皇上赐给","0","19","19"
"的儿子刘","0","19","19"
"不能这样","0","19","19"
"兖二州刺","0","19","19"
"流行瘟疫","0","19","19"
"之议论说","0","19","19"
"皇太后的","0","19","19"
"匹马驾车","0","19","19"
"没有成功","0","19","19"
"说出现了","0","19","19"
"二次出现","0","19","19"
"人们认为","0","19","19"
"兔出现于","0","19","19"
"军队驻扎","0","19","19"
"几个月后","0","19","19"
"太阳中出","0","19","19"
"阳中出现","0","19","19"
"都水路有","0","19","19"
"弃城逃跑","0","19","19"
"报效国家","0","19","19"
"没有到任","0","19","19"
"请求投降","0","19","19"
"四月初四","0","19","19"
"下诏免除","0","19","19"
"十月初五","0","19","19"
"打败夏军","0","19","19"
"苗傅等人","0","19","19"
"溢号为忠","0","19","19"
"祝贺天申","0","19","19"
"得到批准","0","19","19"
"黄帝座位","0","19","19"
"征伐太原","0","19","19"
"被召回朝","0","19","19"
"年考中进","0","19","19"
"王安石说","0","19","19"
"世祖即位","13","5","18"
"为中领军","9","9","18"
"为车骑将","6","12","18"
"为南徐州","10","8","18"
"十年春正","9","9","18"
"征北大将","9","9","18"
"北中郎将","9","9","18"
"州刺史臧","9","9","18"
"刺史臧质","9","9","18"
"州刺史徐","9","9","18"
"史王玄谟","9","9","18"
"阳王子房","13","5","18"
"北秦州刺","9","9","18"
"年正月辛","11","7","18"
"帝永兴元","9","9","18"
"九年六月","9","9","18"
"咸康二年","9","9","18"
"咸康七年","9","9","18"
"年三月壬","9","9","18"
"年二月辛","9","9","18"
"九年三月","9","9","18"
"一月癸亥","13","5","18"
"十四年正","9","9","18"
"元徽四年","8","10","18"
"康元年八","9","9","18"
"帝咸康元","9","9","18"
"帝永初元","9","9","18"
"三月己酉","12","6","18"
"七月庚午","13","5","18"
"安帝延光","9","9","18"
"吴孙权黄","9","9","18"
"永和五年","9","9","18"
"二月丙申","16","2","18"
"咸和八年","10","8","18"
"八年七月","9","9","18"
"正月戊子","12","6","18"
"帝元徽三","9","9","18"
"帝永宁元","9","9","18"
"咸和四年","9","9","18"
"十年五月","9","9","18"
"年四月壬","9","9","18"
"九年十一","9","9","18"
"帝永嘉元","9","9","18"
"帝太兴元","9","9","18"
"前废帝永","9","9","18"
"废帝永光","9","9","18"
"帝永光元","9","9","18"
"废帝即位","11","7","18"
"卫亲军马","9","9","18"
"武信军节","9","9","18"
"镇安军节","9","9","18"
"右厢都指","9","9","18"
"贵州防御","8","10","18"
"枢密承旨","9","9","18"
"兵马大元","9","9","18"
"马大元帅","9","9","18"
"卫步军都","9","9","18"
"为内侍省","8","10","18"
"仁孝皇帝","9","9","18"
"百八十四","9","9","18"
"英宗即位","8","10","18"
"天平军节","9","9","18"
"部尚书李","9","9","18"
"金吾卫上","9","9","18"
"吾卫上将","9","9","18"
"京西北路","9","9","18"
"主管机宜","9","9","18"
"管机宜文","9","9","18"
"朱胜非为","7","11","18"
"东安抚制","8","10","18"
"部侍郎王","9","9","18"
"七人及第","9","9","18"
"寿成皇后","9","9","18"
"京西宣抚","9","9","18"
"南转运判","9","9","18"
"以皇太后","13","5","18"
"督府参议","9","9","18"
"以吴潜为","9","9","18"
"康军承宣","10","8","18"
"枢密副都","9","9","18"
"密副都承","9","9","18"
"事兼太子","9","9","18"
"抚司公事","9","9","18"
"在太微垣","3","15","18"
"加检校少","17","1","18"
"判河南府","11","7","18"
"以右谏议","12","6","18"
"判吏部流","10","8","18"
"权知开封","12","6","18"
"朝请大夫","9","9","18"
"中祥符初","9","9","18"
"侍御史知","9","9","18"
"团练推官","9","9","18"
"迁著作佐","15","3","18"
"江南转运","9","9","18"
"昭应宫使","9","9","18"
"实录院同","9","9","18"
"录院同修","9","9","18"
"江西转运","8","10","18"
"朝议大夫","8","10","18"
"主管侍卫","9","9","18"
"司干办公","9","9","18"
"封魏国公","13","5","18"
"永嘉太守","8","10","18"
"主于太庙","15","3","18"
"月壬子朔","18","0","18"
"林园听讼","15","3","18"
"外散骑常","8","10","18"
"为安西将","8","10","18"
"鼓吹一部","13","5","18"
"为征西将","7","11","18"
"为左光禄","8","10","18"
"二月甲戌","17","1","18"
"州刺史长","9","9","18"
"刺史长沙","9","9","18"
"大将军彭","10","8","18"
"军彭城王","10","8","18"
"临海王子","12","6","18"
"海王子顼","12","6","18"
"史山阳王","9","9","18"
"元嘉十六","8","10","18"
"嘉十六年","8","10","18"
"州刺史巴","9","9","18"
"给事黄门","9","9","18"
"事黄门侍","9","9","18"
"六月庚子","11","7","18"
"年五月己","10","8","18"
"二千三百","9","9","18"
"元十四年","10","8","18"
"三十四万","9","9","18"
"服丧三年","3","15","18"
"晋孝武太","15","3","18"
"士大夫不","8","10","18"
"四年九月","9","9","18"
"咸宁四年","9","9","18"
"年十月丁","10","8","18"
"年正月十","4","14","18"
"兴十二年","4","14","18"
"永嘉六年","9","9","18"
"五月甲子","13","5","18"
"太白经天","18","0","18"
"元嘉十五","8","10","18"
"嘉十五年","8","10","18"
"十四年二","9","9","18"
"五年八月","9","9","18"
"天下将有","2","16","18"
"节度使王","8","10","18"
"州节度使","8","10","18"
"诏翰林学","13","5","18"
"兵马都部","9","9","18"
"马都部署","9","9","18"
"枢密使王","9","9","18"
"水陆并进","7","11","18"
"谓宰相曰","18","0","18"
"试礼部举","9","9","18"
"礼部举人","9","9","18"
"遣使来贺","18","0","18"
"张齐贤为","9","9","18"
"武安军节","9","9","18"
"为保宁军","5","13","18"
"下诏罪己","9","9","18"
"河北流民","9","9","18"
"真宗皇帝","4","14","18"
"宗御容于","18","0","18"
"御史里行","9","9","18"
"贺辽主生","9","9","18"
"士大夫之","14","4","18"
"制置三司","7","11","18"
"慈圣光献","9","9","18"
"孔子庙庭","9","9","18"
"诏改明年","11","7","18"
"走马承受","9","9","18"
"庆远军节","9","9","18"
"及金人战","18","0","18"
"英殿策试","2","16","18"
"山崇福宫","9","9","18"
"章事兼知","9","9","18"
"杖以下囚","18","0","18"
"司农少卿","9","9","18"
"右司员外","9","9","18"
"军器少监","9","9","18"
"左司郎中","9","9","18"
"士兼侍读","9","9","18"
"行庆寿礼","9","9","18"
"关外四州","9","9","18"
"为将作监","7","11","18"
"皇子嘉王","10","8","18"
"经武要略","10","8","18"
"其一子为","1","17","18"
"桥梁不通","3","15","18"
"入内都知","9","9","18"
"开禧二年","8","10","18"
"开宝二年","8","10","18"
"君臣之间","4","14","18"
"拜参知政","17","1","18"
"册府元龟","9","9","18"
"为知制诰","3","15","18"
"绍兴八年","3","15","18"
"有识之士","2","16","18"
"为太常少","6","12","18"
"〈王燮〉","18","0","18"
"二月十二","1","17","18"
"绍兴十年","2","16","18"
"女儿嫁给","0","18","18"
"是皇帝的","0","18","18"
"有一定的","0","18","18"
"拜见皇上","0","18","18"
"皇帝的诏","0","18","18"
"的典章制","0","18","18"
